size,user,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
636.18,"4,400",7687.0,7380.0,2468.0,3143.0,3595.0,3978.0,5661.0,6741.0,5608.0,2604.0,1416.0,144.0,10.0,1.0,0.0,1.0,2.0,4.0
317.8,"12,480",875.0,704.0,292.0,189.0,214.0,306.0,632.0,547.0,605.0,480.0,327.0,6.0,4.0,0.0,0.0,1.0,1.0,2.0
631.3,,2978.0,2798.0,388.0,1004.0,1599.0,970.0,1456.0,2623.0,2990.0,1772.0,1140.0,77.0,9.0,1.0,0.0,1.0,1.0,3.0
1457.6,12541,1364.0,1554.0,368.0,210.0,402.0,561.0,400.0,749.0,1333.0,703.0,353.0,45.0,9.0,1.0,0.0,1.0,2.0,4.0
1819.4,54269,39704.0,36890.0,10135.0,14055.0,20760.0,20583.0,26371.0,33324.0,22123.0,9008.0,5625.0,361.0,23.0,1.0,0.0,0.0,1.0,2.0
932.96,,470.0,567.0,303.0,354.0,84.0,202.0,652.0,322.0,16.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0
543.56,2034,35285.0,33480.0,6456.0,10413.0,13977.0,15397.0,19788.0,22393.0,22043.0,11336.0,4050.0,123.0,15.0,0.0,0.0,1.0,1.0,2.0
312.3,1991,41804.0,39423.0,11895.0,16933.0,17072.0,21776.0,29184.0,27705.0,21026.0,8788.0,3165.0,122.0,8.0,1.0,0.0,1.0,2.0,4.0
896,"5,000",8550.0,9028.0,3195.0,3830.0,4505.0,5108.0,7113.0,6366.0,4308.0,2476.0,977.0,55.0,10.0,1.0,0.0,1.0,2.0,4.0
194,"20,000",20111.0,17561.0,5717.0,9883.0,7225.0,7470.0,13199.0,11940.0,9789.0,5178.0,2213.0,95.0,5.0,1.0,0.0,1.0,2.0,4.0
312,"3,000",16137.0,16393.0,2217.0,3124.0,9752.0,6588.0,7186.0,8989.0,9619.0,6513.0,3343.0,302.0,24.0,3.0,5.0,2.0,2.0,12.0
,"15,000",20582.0,19678.0,3615.0,4610.0,11409.0,9526.0,9537.0,11289.0,11061.0,7106.0,2960.0,136.0,12.0,1.0,2.0,1.0,1.0,5.0
144,"5,000",22797.0,21147.0,6099.0,10885.0,11385.0,9023.0,15711.0,18721.0,11767.0,5312.0,1585.0,44.0,10.0,1.0,0.0,2.0,2.0,5.0
,,8550.0,9028.0,3195.0,3830.0,4505.0,5108.0,7113.0,6366.0,4308.0,2476.0,977.0,55.0,9.0,1.0,0.0,1.0,2.0,4.0
414.6,"9,804",23015.0,21459.0,6134.0,11002.0,11474.0,9142.0,15798.0,18854.0,11910.0,5380.0,1600.0,44.0,8.0,1.0,0.0,2.0,2.0,5.0
1465.29,"6,404",20111.0,17561.0,5717.0,9883.0,7225.0,7470.0,13199.0,11940.0,9789.0,5178.0,2213.0,95.0,4.0,1.0,0.0,1.0,2.0,4.0
446.16,"15,015",21763.0,21831.0,5142.0,5721.0,9652.0,10968.0,11990.0,12870.0,12961.0,9501.0,4261.0,285.0,12.0,1.0,0.0,0.0,2.0,3.0
594,"3,616",262.0,244.0,59.0,53.0,178.0,110.0,50.0,206.0,109.0,34.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0
614,445,16279.0,15725.0,9018.0,8706.0,7132.0,11038.0,14783.0,10540.0,5902.0,2076.0,595.0,34.0,5.0,1.0,0.0,0.0,1.0,2.0
1095,"20,000",15085.0,15758.0,1098.0,2135.0,7866.0,4477.0,4649.0,5818.0,6430.0,4261.0,2360.0,197.0,23.0,2.0,6.0,2.0,2.0,12.0
575.54,"8,472",15030.0,13689.0,3570.0,4387.0,8961.0,8502.0,8869.0,10845.0,7123.0,3048.0,1676.0,158.0,10.0,0.0,0.0,1.0,1.0,2.0
648,120,4109.0,3780.0,1056.0,1875.0,1404.0,1600.0,2652.0,2697.0,2718.0,1764.0,849.0,56.0,6.0,1.0,0.0,0.0,2.0,3.0
876,75000,3908.0,3656.0,908.0,1995.0,1135.0,1246.0,2568.0,2669.0,1658.0,1174.0,770.0,108.0,12.0,1.0,0.0,0.0,2.0,3.0
2868,8786,812.0,844.0,95.0,840.0,173.0,100.0,331.0,688.0,928.0,531.0,321.0,29.0,15.0,1.0,0.0,0.0,1.0,2.0
702,9962,6161.0,5806.0,1129.0,3230.0,2380.0,2198.0,3401.0,5152.0,5209.0,2809.0,1535.0,205.0,9.0,0.0,1.0,1.0,3.0,5.0
528.92,700,12104.0,12152.0,1691.0,2591.0,4846.0,5013.0,6225.0,10351.0,11421.0,5618.0,2523.0,208.0,14.0,0.0,2.0,0.0,2.0,4.0
343,,20040.0,20247.0,4140.0,6624.0,11442.0,10472.0,12146.0,18871.0,12727.0,4693.0,1813.0,111.0,12.0,0.0,0.0,1.0,1.0,2.0
541,3800,7689.0,7746.0,935.0,2394.0,4442.0,2538.0,3828.0,6429.0,4815.0,1944.0,658.0,0.0,14.0,0.0,1.0,0.0,1.0,2.0
783.1,500,13178.0,14008.0,4998.0,6813.0,5061.0,7031.0,12351.0,10036.0,8815.0,4457.0,1964.0,213.0,20.0,2.0,2.0,1.0,1.0,6.0
541.73,318,1154.0,1128.0,13.0,91.0,217.0,185.0,334.0,703.0,1194.0,839.0,720.0,40.0,3.0,0.0,0.0,0.0,1.0,1.0
363.87,10000,11437.0,11306.0,3253.0,4822.0,4370.0,4965.0,8264.0,7578.0,5632.0,3009.0,1065.0,13.0,15.0,1.0,0.0,0.0,1.0,2.0
347,2565,44419.0,39631.0,11013.0,13758.0,18684.0,24890.0,25674.0,27513.0,22825.0,10701.0,4075.0,180.0,34.0,1.0,0.0,0.0,1.0,2.0
428,"3,000",8926.0,8354.0,1302.0,2300.0,6540.0,4529.0,4964.0,5681.0,5607.0,3187.0,1299.0,79.0,12.0,1.0,0.0,1.0,2.0,4.0
164,"8,531",12039.0,11632.0,3522.0,4629.0,6892.0,6604.0,8552.0,11342.0,8345.0,3530.0,1285.0,82.0,4.0,0.0,0.0,1.0,2.0,3.0
"2,172","17,000",11133.0,11812.0,4519.0,4917.0,6535.0,7902.0,7635.0,5909.0,4830.0,1961.0,638.0,12.0,8.0,1.0,0.0,1.0,1.0,3.0
662,"1,000",226.0,224.0,11.0,11.0,48.0,37.0,73.0,132.0,321.0,292.0,172.0,18.0,9.0,0.0,0.0,0.0,1.0,1.0
133,"2,000",22941.0,21604.0,3391.0,7613.0,13467.0,8972.0,11108.0,17052.0,14329.0,6092.0,3026.0,223.0,14.0,2.0,1.0,0.0,2.0,5.0
246,"8,000",9193.0,9414.0,1758.0,3080.0,4329.0,3684.0,5156.0,6907.0,7054.0,3429.0,1087.0,147.0,9.0,2.0,0.0,1.0,1.0,4.0
606,"10,000",19853.0,18506.0,3982.0,5549.0,9492.0,10007.0,11531.0,13214.0,11561.0,6544.0,2806.0,206.0,14.0,1.0,0.0,0.0,2.0,3.0
50,"6,000",18760.0,16664.0,3052.0,3431.0,10926.0,9033.0,7746.0,8980.0,8078.0,5271.0,2417.0,67.0,32.0,2.0,2.0,2.0,1.0,7.0
191.21,906,14362.0,13723.0,1890.0,2938.0,6518.0,5744.0,6629.0,9660.0,9472.0,5049.0,2158.0,117.0,5.0,1.0,0.0,0.0,1.0,2.0
349.4,"1,017",12039.0,11632.0,3522.0,4629.0,6892.0,6604.0,8552.0,11342.0,8345.0,3530.0,1285.0,82.0,4.0,0.0,0.0,1.0,2.0,3.0
642.7,500,12556.0,12136.0,2413.0,3581.0,4781.0,5157.0,6910.0,8175.0,8539.0,5012.0,2292.0,111.0,8.0,0.0,0.0,1.0,1.0,2.0
909.9,,8926.0,8354.0,1302.0,2300.0,6540.0,4529.0,4964.0,5681.0,5607.0,3187.0,1299.0,79.0,10.0,1.0,0.0,1.0,3.0,5.0
257.2,"1,000",23573.0,21739.0,3087.0,5367.0,15059.0,11475.0,11988.0,15359.0,15112.0,9315.0,4161.0,162.0,16.0,1.0,0.0,1.0,2.0,4.0
170.8,336,20271.0,20521.0,2029.0,4076.0,8363.0,8322.0,10070.0,16258.0,17411.0,10543.0,3988.0,81.0,8.0,2.0,0.0,0.0,1.0,3.0
150.5,400,12456.0,12193.0,6613.0,5015.0,4390.0,8431.0,9667.0,7371.0,4788.0,1545.0,329.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0
454.78,"7,000",31727.0,28856.0,8012.0,11360.0,13588.0,14460.0,19693.0,21756.0,16455.0,9759.0,4574.0,176.0,12.0,2.0,1.0,0.0,1.0,4.0
316.8,"2,171",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
385.9,"7,000",19050.0,17735.0,3582.0,4796.0,8836.0,8963.0,10580.0,12580.0,11274.0,6322.0,2760.0,230.0,6.0,0.0,0.0,0.0,2.0,2.0
666,50,20608.0,19480.0,3356.0,7610.0,13381.0,8925.0,11028.0,17060.0,14402.0,6059.0,3008.0,223.0,14.0,2.0,1.0,0.0,2.0,5.0
80.08,1350,21881.0,21059.0,4887.0,9337.0,10524.0,8454.0,13570.0,17549.0,12253.0,4563.0,1929.0,82.0,10.0,1.0,0.0,0.0,1.0,2.0
40.2,,9584.0,10197.0,3555.0,3114.0,4756.0,6621.0,6374.0,7544.0,5603.0,2456.0,996.0,15.0,15.0,1.0,0.0,0.0,1.0,2.0
1048.362,95,11358.0,10397.0,2089.0,2926.0,5447.0,5063.0,5714.0,8165.0,7498.0,3655.0,1481.0,152.0,8.0,1.0,0.0,1.0,2.0,4.0
"1,099","34,600",11358.0,10397.0,2089.0,2926.0,5447.0,5063.0,5714.0,8165.0,7498.0,3655.0,1481.0,152.0,8.0,1.0,0.0,1.0,2.0,4.0
"2,952","100,000",12004.0,11686.0,3389.0,5885.0,4091.0,4130.0,8270.0,6956.0,6353.0,3798.0,1726.0,96.0,10.0,1.0,0.0,1.0,2.0,4.0
"3,566","100,000",29350.0,26980.0,5967.0,9020.0,20402.0,18116.0,17917.0,17010.0,12773.0,5168.0,2305.0,267.0,7.0,,,,,
"2,436","20,000",16554.0,19032.0,3299.0,6786.0,21633.0,11605.0,9433.0,10751.0,9053.0,3743.0,1400.0,108.0,11.0,0.0,0.0,0.0,1.0,1.0
"1,699","20,000",18617.0,17275.0,2391.0,4071.0,10655.0,8415.0,8975.0,10142.0,10131.0,6300.0,3004.0,288.0,14.0,0.0,0.0,3.0,1.0,4.0
2951.38,"65,472",12004.0,11686.0,3389.0,5885.0,4091.0,4130.0,8270.0,6956.0,6353.0,3798.0,1726.0,96.0,9.0,1.0,0.0,1.0,2.0,4.0
562.2,258,23591.0,21641.0,6840.0,10387.0,12297.0,13597.0,17634.0,15788.0,9956.0,3769.0,1775.0,194.0,25.0,0.0,0.0,1.0,1.0,2.0
280.6,3492,4097.0,4100.0,354.0,710.0,1014.0,864.0,1264.0,2541.0,3811.0,2936.0,2364.0,190.0,9.0,1.0,0.0,1.0,2.0,4.0
"1,146","7,632",925.0,1010.0,271.0,143.0,422.0,569.0,456.0,658.0,559.0,322.0,95.0,0.0,29.0,0.0,0.0,0.0,1.0,1.0
709,"11,500",24407.0,22131.0,4904.0,7815.0,10585.0,9007.0,12679.0,15151.0,14202.0,7117.0,2668.0,127.0,32.0,1.0,1.0,0.0,1.0,3.0
"1,644","7,500",6282.0,6140.0,1337.0,1610.0,2544.0,3120.0,3289.0,4091.0,4311.0,2531.0,1269.0,129.0,7.0,0.0,0.0,0.0,1.0,1.0
987,"4,000",13402.0,12750.0,2390.0,2553.0,6580.0,7131.0,6704.0,9333.0,10703.0,5620.0,2359.0,185.0,21.0,0.0,0.0,2.0,1.0,3.0
424,"8,000",24590.0,22682.0,6027.0,9469.0,11198.0,8308.0,14792.0,16492.0,14486.0,7957.0,2632.0,41.0,27.0,1.0,0.0,0.0,1.0,2.0
626,"7,200",21094.0,18965.0,3519.0,3977.0,8392.0,9916.0,10083.0,12002.0,13494.0,9612.0,4783.0,335.0,28.0,2.0,0.0,0.0,3.0,5.0
471,"197,982",31109.0,28977.0,6324.0,9143.0,11441.0,12301.0,17374.0,17886.0,18418.0,10438.0,3784.0,254.0,15.0,1.0,1.0,1.0,1.0,4.0
402,"5,500",28731.0,25955.0,5914.0,6402.0,15122.0,15120.0,15127.0,16318.0,16596.0,9422.0,3979.0,246.0,33.0,1.0,1.0,1.0,1.0,4.0
"2,066","30,000",12001.0,11752.0,1874.0,3236.0,6393.0,5058.0,6150.0,8410.0,9279.0,4390.0,1694.0,149.0,14.0,0.0,0.0,0.0,1.0,1.0
66,"1,880",311.0,332.0,64.0,69.0,119.0,63.0,140.0,209.0,290.0,52.0,31.0,0.0,10.0,0.0,1.0,1.0,1.0,3.0
453,"4,800",26125.0,23595.0,3412.0,5489.0,14326.0,10557.0,12965.0,15605.0,18439.0,11793.0,5174.0,198.0,46.0,0.0,3.0,0.0,2.0,5.0
643,"2,073",26818.0,22948.0,4853.0,5194.0,15215.0,15816.0,13904.0,14482.0,14731.0,9451.0,3782.0,317.0,8.0,0.0,0.0,0.0,2.0,2.0
"1,715","8,173",32543.0,28850.0,6670.0,9215.0,15731.0,15790.0,18618.0,19623.0,18724.0,10855.0,4676.0,335.0,23.0,0.0,0.0,0.0,1.0,1.0
137,"36,667",13456.0,12726.0,2009.0,3723.0,5902.0,5034.0,6914.0,9002.0,10520.0,6108.0,2390.0,87.0,20.0,1.0,0.0,1.0,1.0,3.0
477,"4,977",15908.0,14655.0,1078.0,2502.0,8435.0,6759.0,7272.0,10047.0,11625.0,7520.0,3478.0,329.0,33.0,0.0,3.0,1.0,2.0,6.0
"1,725","35,000",27168.0,25577.0,6892.0,10970.0,9130.0,10218.0,17499.0,15767.0,14260.0,7072.0,1879.0,11.0,35.0,1.0,0.0,0.0,1.0,2.0
466.69,"15,585",16511.0,15391.0,1127.0,2546.0,9015.0,6965.0,7818.0,10743.0,12201.0,7892.0,3510.0,319.0,35.0,1.0,3.0,1.0,2.0,7.0
258.79,782,5315.0,5817.0,840.0,984.0,2946.0,3057.0,2768.0,4180.0,4893.0,2486.0,693.0,17.0,13.0,0.0,0.0,0.0,1.0,1.0
827,"15,021",31264.0,28566.0,7421.0,10441.0,11112.0,12802.0,19207.0,18442.0,19975.0,11770.0,4526.0,218.0,14.0,0.0,0.0,0.0,1.0,1.0
,,13687.0,12511.0,2745.0,3985.0,5153.0,5148.0,6662.0,9682.0,8757.0,4547.0,2026.0,146.0,21.0,0.0,0.0,0.0,1.0,1.0
469.3,"1,000",12029.0,11221.0,1247.0,1811.0,4286.0,4404.0,5686.0,7968.0,10398.0,7079.0,3419.0,272.0,14.0,1.0,0.0,0.0,1.0,2.0
335.1,"1,800",26895.0,23894.0,5561.0,7352.0,11572.0,10675.0,14221.0,15657.0,16225.0,10405.0,4677.0,305.0,36.0,1.0,0.0,0.0,1.0,2.0
251.25,"10,117",12707.0,12037.0,3098.0,4781.0,5486.0,5041.0,8052.0,10572.0,10745.0,5015.0,1697.0,62.0,11.0,0.0,0.0,0.0,1.0,1.0
,"1,000",15289.0,13880.0,2085.0,2716.0,5363.0,5779.0,7204.0,8917.0,10684.0,7569.0,3575.0,175.0,20.0,1.0,0.0,0.0,3.0,4.0
,"4,400",26365.0,24508.0,3897.0,4209.0,13046.0,14913.0,13192.0,15395.0,17743.0,11039.0,5057.0,273.0,28.0,1.0,0.0,0.0,2.0,3.0
481.6,"1,784",26017.0,24046.0,6105.0,10896.0,11922.0,12715.0,17166.0,22005.0,22346.0,11849.0,4710.0,180.0,26.0,1.0,0.0,0.0,1.0,2.0
1149.4,"3,000",20583.0,19667.0,1800.0,3601.0,7778.0,7386.0,9483.0,14300.0,18653.0,10905.0,4021.0,136.0,16.0,1.0,0.0,0.0,1.0,2.0
1076.47,"55,414",26818.0,22948.0,4853.0,5194.0,15215.0,15816.0,13904.0,14482.0,14731.0,9451.0,3782.0,317.0,8.0,0.0,0.0,0.0,2.0,2.0
,100,22158.0,19924.0,3779.0,4610.0,9133.0,10186.0,11095.0,13246.0,14967.0,10613.0,4844.0,269.0,22.0,2.0,0.0,0.0,3.0,5.0
827.76,,29323.0,25116.0,4533.0,6244.0,16248.0,14215.0,13771.0,16603.0,17903.0,10520.0,4878.0,274.0,31.0,0.0,1.0,0.0,1.0,2.0
497.9,"7,870",26343.0,25833.0,5274.0,10339.0,25026.0,11179.0,14450.0,16117.0,15323.0,7911.0,3396.0,238.0,24.0,0.0,1.0,0.0,1.0,2.0
1316.74,"6,092",26353.0,23880.0,5179.0,5006.0,17758.0,16457.0,13801.0,14051.0,13556.0,8176.0,3178.0,89.0,27.0,1.0,3.0,0.0,1.0,5.0
,500,21529.0,19812.0,2302.0,3737.0,7478.0,7388.0,9210.0,12070.0,14891.0,10766.0,5068.0,294.0,20.0,2.0,0.0,0.0,4.0,6.0
,"1,599",20034.0,18793.0,3105.0,3624.0,9446.0,10215.0,10197.0,11930.0,13473.0,9057.0,4068.0,296.0,24.0,1.0,1.0,0.0,1.0,3.0
275.64,"1,622",21519.0,19696.0,1881.0,3903.0,11084.0,7671.0,9629.0,13091.0,16382.0,10766.0,4759.0,154.0,37.0,0.0,3.0,0.0,2.0,5.0
,,19937.0,18418.0,5055.0,7130.0,8507.0,8420.0,11435.0,14738.0,12110.0,6131.0,2589.0,185.0,17.0,1.0,0.0,0.0,1.0,2.0
113.84,200,35805.0,33181.0,8354.0,11333.0,16993.0,19610.0,21958.0,24613.0,22268.0,9903.0,3539.0,338.0,43.0,1.0,0.0,0.0,1.0,2.0
532,6995,21283.0,20399.0,5264.0,6847.0,10230.0,9860.0,11666.0,13642.0,12415.0,6426.0,2128.0,54.0,13.0,0.0,0.0,0.0,1.0,1.0
501,4230,25488.0,24226.0,6022.0,8764.0,12036.0,10794.0,13986.0,16116.0,13431.0,6443.0,2314.0,37.0,6.0,0.0,0.0,1.0,1.0,2.0
388.2,16000,224.0,213.0,37.0,84.0,24.0,24.0,50.0,199.0,262.0,139.0,110.0,13.0,0.0,0.0,2.0,0.0,2.0,4.0
446.16,28400,21763.0,21831.0,5142.0,5721.0,9652.0,10968.0,11990.0,12870.0,12961.0,9501.0,4261.0,285.0,12.0,1.0,0.0,0.0,2.0,3.0
257.4,5000,4422.0,4399.0,3021.0,3294.0,2078.0,3352.0,4790.0,3517.0,2010.0,960.0,239.0,0.0,17.0,1.0,1.0,1.0,1.0,4.0
1658,500,0.0,0.0,62.0,123.0,147.0,218.0,278.0,144.0,55.0,75.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
709,1903,804.0,834.0,257.0,281.0,287.0,381.0,469.0,809.0,508.0,322.0,220.0,31.0,11.0,0.0,0.0,0.0,1.0,1.0
463.26,6996,770.0,830.0,205.0,292.0,295.0,297.0,488.0,601.0,493.0,357.0,173.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0
166.9,5400,3855.0,3957.0,3182.0,2908.0,2567.0,4464.0,5671.0,4641.0,3501.0,1657.0,772.0,22.0,11.0,1.0,0.0,0.0,1.0,2.0
564,"23,430",30771.0,28366.0,5708.0,7603.0,16537.0,22188.0,19310.0,14018.0,10822.0,5707.0,1390.0,12.0,31.0,4.0,0.0,1.0,1.0,6.0
,"7,802",58335.0,55497.0,10099.0,13116.0,28826.0,34096.0,32335.0,34800.0,35969.0,17843.0,4882.0,95.0,15.0,3.0,0.0,0.0,2.0,5.0
620,"4,794",37329.0,34039.0,5210.0,7789.0,18606.0,17209.0,18940.0,24224.0,24280.0,15230.0,6525.0,137.0,24.0,0.0,0.0,1.0,1.0,2.0
"2,046","425,950",55411.0,50477.0,10747.0,15404.0,30935.0,34563.0,33560.0,30522.0,28164.0,14904.0,4029.0,283.0,21.0,2.0,0.0,1.0,1.0,4.0
660,"47,452",13381.0,20013.0,1172.0,2172.0,16740.0,13542.0,9435.0,8574.0,7067.0,3964.0,1341.0,0.0,13.0,1.0,0.0,1.0,1.0,3.0
"2,279","77,906",30510.0,27525.0,7223.0,12665.0,15919.0,16456.0,20606.0,18893.0,12559.0,5433.0,2176.0,60.0,24.0,1.0,0.0,0.0,2.0,3.0
"1,061","8,836",41359.0,38960.0,8164.0,9299.0,21286.0,25567.0,22042.0,25364.0,25719.0,15727.0,5292.0,85.0,17.0,1.0,1.0,1.0,1.0,4.0
,"4,500",26609.0,25542.0,4896.0,7914.0,12627.0,13507.0,14781.0,18862.0,17547.0,9717.0,3627.0,75.0,17.0,0.0,0.0,1.0,1.0,2.0
587,"313,475",11254.0,10731.0,1168.0,4391.0,4886.0,3059.0,5595.0,6589.0,5401.0,3008.0,1290.0,31.0,5.0,1.0,0.0,0.0,0.0,1.0
,"19,974",48917.0,43838.0,8788.0,14076.0,23822.0,24159.0,26746.0,32611.0,30552.0,15024.0,6488.0,245.0,23.0,1.0,0.0,1.0,1.0,3.0
561,"150,000",30048.0,29874.0,4714.0,5712.0,20633.0,18227.0,15347.0,17304.0,16925.0,10684.0,4834.0,82.0,29.0,1.0,2.0,0.0,1.0,4.0
"2,507","20,943",49807.0,47385.0,9693.0,11633.0,33915.0,31167.0,26278.0,28069.0,26306.0,14963.0,5943.0,153.0,31.0,3.0,0.0,0.0,1.0,4.0
"1,463","563,800",48776.0,42251.0,10145.0,10694.0,24367.0,31088.0,25666.0,27565.0,21757.0,11706.0,5355.0,124.0,46.0,0.0,2.0,0.0,1.0,3.0
343,"35,108",26595.0,23754.0,4288.0,7097.0,19322.0,14317.0,14371.0,16283.0,14037.0,8220.0,3826.0,95.0,26.0,1.0,1.0,1.0,1.0,4.0
515,"87,875",18575.0,17042.0,3867.0,5227.0,9461.0,12735.0,11431.0,10579.0,8946.0,4491.0,1095.0,0.0,38.0,2.0,1.0,1.0,1.0,5.0
127,"31,000",43308.0,40174.0,8486.0,10874.0,30421.0,24310.0,22346.0,24855.0,19756.0,11191.0,4314.0,47.0,51.0,2.0,0.0,1.0,1.0,4.0
450,"106,734",34654.0,30389.0,5058.0,12383.0,25450.0,17825.0,17884.0,20832.0,15952.0,9523.0,4640.0,202.0,29.0,1.0,7.0,3.0,1.0,12.0
"1,820","90,000",14584.0,13030.0,5586.0,9227.0,11265.0,13454.0,16479.0,14344.0,10739.0,5823.0,1577.0,60.0,19.0,2.0,0.0,0.0,1.0,3.0
,"42,086",30115.0,28556.0,7008.0,14844.0,13619.0,12952.0,21460.0,22331.0,17784.0,8548.0,3087.0,262.0,18.0,3.0,0.0,1.0,1.0,5.0
"3,357","18,980",28442.0,29792.0,4323.0,4616.0,20521.0,21473.0,14799.0,17106.0,16159.0,9030.0,3540.0,70.0,24.0,0.0,0.0,0.0,1.0,1.0
"1,286","2,500",27648.0,24619.0,5960.0,6609.0,12462.0,16814.0,15111.0,16948.0,14200.0,7583.0,3521.0,58.0,26.0,0.0,0.0,0.0,1.0,1.0
684,"11,750",16447.0,15242.0,4635.0,5508.0,7469.0,9220.0,9977.0,9908.0,7639.0,3713.0,1313.0,24.0,13.0,0.0,2.0,0.0,1.0,3.0
248,"2,500",6693.0,5983.0,913.0,1400.0,3244.0,3946.0,3812.0,4143.0,3922.0,2258.0,1257.0,53.0,19.0,1.0,25.0,1.0,3.0,30.0
389,"2,400",3575.0,4144.0,330.0,491.0,2676.0,2659.0,2192.0,3040.0,3349.0,1901.0,797.0,42.0,45.0,1.0,10.0,2.0,2.0,15.0
849,"25,417",36798.0,35715.0,8773.0,9736.0,18661.0,22832.0,23806.0,26004.0,24382.0,13801.0,4170.0,54.0,18.0,1.0,0.0,1.0,1.0,3.0
463.35,250,25230.0,28571.0,3149.0,3127.0,26077.0,25304.0,14335.0,15051.0,14123.0,6905.0,2207.0,142.0,32.0,1.0,1.0,0.0,1.0,3.0
237.15,"8,506",30510.0,27525.0,7223.0,12665.0,15919.0,16456.0,20606.0,18893.0,12559.0,5433.0,2176.0,60.0,20.0,1.0,0.0,0.0,2.0,3.0
397.1,320,45635.0,38346.0,8243.0,14110.0,30510.0,22671.0,25102.0,27582.0,21813.0,12231.0,5633.0,299.0,18.0,3.0,1.0,1.0,1.0,6.0
236,"1,500",57852.0,55080.0,14886.0,18321.0,27907.0,34496.0,38042.0,38169.0,37707.0,18821.0,5075.0,170.0,12.0,2.0,0.0,0.0,2.0,4.0
454,"7,547",4371.0,4866.0,419.0,655.0,2827.0,2803.0,2488.0,3143.0,3247.0,1840.0,774.0,36.0,25.0,0.0,13.0,2.0,3.0,18.0
699.5,"70,000",43557.0,40471.0,11437.0,10910.0,21909.0,29142.0,25821.0,24838.0,22015.0,11045.0,3556.0,135.0,33.0,2.0,0.0,0.0,1.0,3.0
296,"9,378",15040.0,12351.0,2000.0,3169.0,5171.0,6434.0,6985.0,7203.0,5933.0,3685.0,1923.0,40.0,24.0,2.0,11.0,2.0,2.0,17.0
199,"4,610",30161.0,26939.0,5284.0,9301.0,13053.0,12158.0,15259.0,18619.0,18419.0,9296.0,4668.0,310.0,6.0,2.0,1.0,0.0,1.0,4.0
281,"5,000",50720.0,44434.0,7142.0,11826.0,27388.0,26825.0,26455.0,31762.0,28622.0,17128.0,7065.0,79.0,35.0,0.0,0.0,0.0,2.0,2.0
103,"1,640",32813.0,30089.0,6548.0,9034.0,18628.0,19251.0,20165.0,21722.0,20812.0,11298.0,3804.0,57.0,23.0,0.0,1.0,0.0,1.0,2.0
,,25030.0,22006.0,5579.0,8872.0,11549.0,12327.0,14549.0,16145.0,13060.0,7275.0,3711.0,111.0,36.0,4.0,5.0,1.0,1.0,11.0
,,27659.0,25741.0,4176.0,6842.0,18986.0,13918.0,14080.0,16979.0,16172.0,9828.0,3975.0,58.0,5.0,1.0,2.0,2.0,1.0,6.0
777.12,27055,22377.0,20906.0,6276.0,10725.0,11840.0,13543.0,17258.0,16780.0,9974.0,4569.0,2067.0,91.0,31.0,1.0,0.0,1.0,2.0,4.0
177.7,15231,41073.0,43134.0,8382.0,11545.0,22398.0,24242.0,26428.0,28920.0,26731.0,13503.0,4539.0,39.0,20.0,2.0,0.0,0.0,2.0,4.0
"1,715","5,722",7254.0,8080.0,1146.0,2467.0,4183.0,2907.0,3797.0,4916.0,5226.0,2933.0,1581.0,83.0,18.0,0.0,0.0,0.0,2.0,2.0
1194.73,398,2000.0,2531.0,182.0,428.0,843.0,772.0,987.0,1508.0,2140.0,1223.0,917.0,93.0,13.0,0.0,0.0,0.0,1.0,1.0
929,,7576.0,8877.0,1028.0,2422.0,4998.0,3144.0,3782.0,5199.0,5328.0,3046.0,1611.0,76.0,18.0,0.0,0.0,0.0,2.0,2.0
900,1500,518.0,547.0,272.0,276.0,121.0,309.0,421.0,286.0,213.0,59.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
725,1168,5978.0,5693.0,834.0,1476.0,1549.0,1485.0,2327.0,4085.0,5234.0,3428.0,2291.0,206.0,15.0,2.0,1.0,0.0,2.0,5.0
552,19507,1915.0,2844.0,520.0,608.0,714.0,638.0,1203.0,1588.0,1251.0,827.0,434.0,28.0,6.0,0.0,0.0,0.0,1.0,1.0
521.82,35000,2633.0,2516.0,1773.0,737.0,1193.0,2573.0,1996.0,1602.0,1056.0,154.0,21.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0
3444.42,32500,3709.0,3857.0,935.0,908.0,1545.0,1440.0,1704.0,2248.0,2429.0,1533.0,1013.0,152.0,15.0,0.0,1.0,0.0,2.0,3.0
323.9669,31240,11765.0,11056.0,2421.0,4294.0,3651.0,3544.0,6253.0,6562.0,6099.0,4100.0,2500.0,99.0,16.0,1.0,0.0,0.0,2.0,3.0
602,"25,000",20458.0,21267.0,3930.0,4987.0,10718.0,12138.0,11760.0,15439.0,12551.0,5234.0,1418.0,95.0,17.0,0.0,0.0,1.0,1.0,2.0
