size,user,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
300,"5,000",21095.0,22358.0,6396.0,7840.0,8663.0,10767.0,13942.0,14373.0,14096.0,5530.0,1450.0,88.0,24.0,0.0,0.0,0.0,1.0,1.0
477,"5,000",10196.0,10205.0,5074.0,3184.0,3851.0,7698.0,6348.0,5888.0,3214.0,691.0,105.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
70,"50,153",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,3.0
878,"3,000",11306.0,11385.0,2591.0,4100.0,5098.0,5032.0,7253.0,9749.0,8152.0,3565.0,1099.0,10.0,24.0,1.0,0.0,0.0,2.0,3.0
747,"9,960",4119.0,5777.0,1091.0,1238.0,2715.0,2552.0,2362.0,3856.0,2857.0,989.0,326.0,30.0,5.0,0.0,0.0,0.0,1.0,1.0
39.9,"22,001",12137.0,12322.0,2806.0,4387.0,5605.0,5737.0,7840.0,10506.0,8761.0,3796.0,1123.0,10.0,24.0,1.0,0.0,0.0,2.0,3.0
637.2,"3,046",204.0,202.0,0.0,16.0,35.0,72.0,67.0,172.0,266.0,167.0,57.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0
377.6,250,37109.0,33000.0,4582.0,7852.0,19268.0,18539.0,17983.0,22300.0,20035.0,11801.0,4878.0,74.0,31.0,1.0,0.0,0.0,2.0,3.0
357,22900,52092.0,45521.0,13082.0,13339.0,24294.0,32094.0,31667.0,29732.0,26067.0,15490.0,6611.0,367.0,17.0,0.0,0.0,1.0,1.0,2.0
532,9000,9187.0,9070.0,2213.0,3497.0,3992.0,4596.0,5801.0,6702.0,6430.0,2651.0,1142.0,84.0,10.0,0.0,0.0,1.0,2.0,3.0
266,"1,400",4231.0,4017.0,1211.0,2025.0,1603.0,1856.0,2450.0,2668.0,2961.0,1781.0,772.0,23.0,12.0,0.0,1.0,0.0,1.0,2.0
87,"15,621",42743.0,40449.0,7703.0,13232.0,20895.0,20040.0,23060.0,33162.0,24331.0,6420.0,3093.0,238.0,26.0,2.0,1.0,0.0,1.0,4.0
256,"4,800",12704.0,12089.0,3395.0,4926.0,4102.0,4448.0,7174.0,7370.0,4302.0,1257.0,482.0,38.0,10.0,1.0,0.0,1.0,1.0,3.0
777,"98,786",26240.0,28142.0,3770.0,7387.0,19819.0,9959.0,11432.0,14057.0,14214.0,8095.0,3381.0,132.0,5.0,2.0,1.0,1.0,2.0,6.0
394,"5,000",32357.0,29674.0,7121.0,13424.0,14690.0,14766.0,20244.0,24486.0,18837.0,7739.0,3402.0,346.0,19.0,1.0,2.0,1.0,1.0,5.0
10,"93,327",21132.0,20502.0,9680.0,8400.0,10648.0,15148.0,16272.0,16843.0,14000.0,4583.0,1218.0,52.0,15.0,0.0,0.0,0.0,1.0,1.0
"1,529","39,860",14086.0,15138.0,2169.0,3489.0,6960.0,7230.0,7915.0,11773.0,10385.0,4551.0,2096.0,200.0,12.0,1.0,0.0,0.0,1.0,2.0
141,"1,600",18747.0,18706.0,3679.0,4905.0,11080.0,11107.0,10432.0,11870.0,11140.0,6500.0,2921.0,120.0,8.0,0.0,0.0,0.0,1.0,1.0
391,"5,700",1950.0,2100.0,729.0,818.0,709.0,858.0,1391.0,1064.0,792.0,303.0,42.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0
"1,254","3,000",16342.0,16128.0,3748.0,5326.0,7383.0,8087.0,10768.0,10999.0,11029.0,6691.0,2696.0,138.0,21.0,2.0,1.0,1.0,1.0,5.0
297,"8,458",28962.0,28566.0,5270.0,8642.0,14559.0,15053.0,15783.0,21359.0,17796.0,6346.0,2781.0,247.0,19.0,1.0,0.0,0.0,2.0,3.0
363.6,"2,340",22822.0,22388.0,4776.0,7013.0,12109.0,12207.0,13133.0,19134.0,17273.0,6425.0,2097.0,53.0,15.0,1.0,0.0,2.0,1.0,4.0
311.9,"2,570",6077.0,6084.0,1255.0,1726.0,2424.0,2804.0,4065.0,4352.0,4579.0,2860.0,1495.0,263.0,13.0,1.0,8.0,2.0,2.0,13.0
99.6,"1,762",6828.0,6686.0,2409.0,2538.0,3488.0,4667.0,4959.0,4344.0,2876.0,1148.0,637.0,171.0,10.0,0.0,0.0,0.0,1.0,1.0
,,13647.0,12789.0,1481.0,4478.0,8634.0,6524.0,6548.0,10473.0,9752.0,3787.0,1449.0,46.0,10.0,0.0,0.0,1.0,1.0,2.0
2586,"7,297",20801.0,19972.0,5440.0,6717.0,12809.0,15475.0,13953.0,17997.0,16662.0,8044.0,3489.0,202.0,15.0,1.0,0.0,1.0,1.0,3.0
,"4,246",23008.0,22749.0,3708.0,6090.0,8416.0,8845.0,13633.0,14808.0,16326.0,10978.0,4989.0,455.0,24.0,2.0,2.0,2.0,1.0,7.0
598.8,"15,578",6881.0,6797.0,1296.0,1838.0,2647.0,3106.0,4508.0,4960.0,5135.0,3429.0,1709.0,302.0,7.0,1.0,9.0,2.0,2.0,14.0
303,"6,103",21956.0,21707.0,4328.0,7738.0,11710.0,11669.0,12860.0,18296.0,14686.0,5199.0,2174.0,224.0,14.0,0.0,0.0,0.0,2.0,2.0
495,"9,114",26240.0,28142.0,3770.0,7387.0,19819.0,9959.0,11432.0,14057.0,14214.0,8095.0,3381.0,132.0,3.0,2.0,1.0,1.0,2.0,6.0
402.47,2200,412.0,454.0,260.0,379.0,202.0,274.0,487.0,303.0,476.0,258.0,283.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0
165,"5,000",4306.0,4082.0,288.0,405.0,595.0,699.0,1112.0,2569.0,3470.0,2707.0,2445.0,243.0,3.0,1.0,2.0,1.0,1.0,5.0
34,"1,300",855.0,656.0,15.0,82.0,93.0,116.0,211.0,442.0,769.0,644.0,511.0,56.0,0.0,0.0,0.0,1.0,1.0,2.0
259,"35,530",2000.0,1915.0,225.0,296.0,317.0,401.0,647.0,1125.0,1163.0,874.0,654.0,45.0,20.0,1.0,0.0,1.0,2.0,4.0
650,"20,300",7374.0,7606.0,4179.0,4847.0,3169.0,4987.0,6904.0,5129.0,3474.0,1561.0,716.0,93.0,15.0,2.0,0.0,1.0,2.0,5.0
,"1,250",2399.0,2262.0,250.0,1146.0,1329.0,551.0,1000.0,1557.0,1528.0,1054.0,811.0,93.0,6.0,2.0,0.0,1.0,1.0,4.0
506,"42,500",2933.0,2888.0,98.0,368.0,452.0,315.0,522.0,1299.0,1646.0,1156.0,951.0,161.0,5.0,0.0,0.0,1.0,1.0,2.0
"1,014","3,200",2054.0,1912.0,646.0,1258.0,1010.0,1133.0,1265.0,2601.0,1878.0,473.0,122.0,6.0,0.0,1.0,1.0,0.0,1.0,3.0
,"1,500",6503.0,6466.0,1743.0,2566.0,2894.0,2926.0,4581.0,5261.0,4977.0,3163.0,1277.0,16.0,20.0,0.0,6.0,0.0,2.0,8.0
171,500,4097.0,4100.0,354.0,710.0,1014.0,864.0,1264.0,2541.0,3811.0,2936.0,2364.0,190.0,10.0,1.0,0.0,1.0,2.0,4.0
"1,589","43,000",963.0,867.0,45.0,62.0,58.0,92.0,171.0,507.0,954.0,537.0,539.0,56.0,5.0,1.0,0.0,1.0,1.0,3.0
676,"6,000",6319.0,6281.0,1006.0,2531.0,2730.0,2070.0,3510.0,5224.0,4700.0,3186.0,1285.0,61.0,16.0,1.0,0.0,0.0,2.0,3.0
363,"10,000",3406.0,3470.0,518.0,1081.0,1455.0,1068.0,2344.0,2720.0,2800.0,1863.0,756.0,16.0,32.0,0.0,5.0,0.0,2.0,7.0
598,"2,100",3960.0,3859.0,61.0,367.0,580.0,429.0,779.0,2052.0,3076.0,2617.0,1544.0,112.0,23.0,0.0,0.0,0.0,1.0,1.0
"1,434","30,000",6258.0,5896.0,1039.0,1733.0,1674.0,1631.0,2665.0,3940.0,4628.0,3525.0,2621.0,251.0,5.0,1.0,0.0,0.0,0.0,1.0
"1,303","30,000",1613.0,1504.0,147.0,178.0,247.0,272.0,417.0,884.0,1445.0,1009.0,645.0,54.0,12.0,2.0,0.0,1.0,1.0,4.0
820,"9,000",3394.0,3372.0,473.0,796.0,1025.0,835.0,1597.0,3005.0,3280.0,2495.0,1848.0,212.0,4.0,0.0,0.0,1.0,2.0,3.0
331,"3,640",1301.0,1208.0,295.0,250.0,372.0,491.0,587.0,988.0,1459.0,1080.0,630.0,30.0,3.0,1.0,0.0,1.0,1.0,3.0
298,"48,000",1868.0,1680.0,81.0,180.0,191.0,237.0,423.0,1286.0,1500.0,1212.0,1106.0,71.0,0.0,1.0,1.0,1.0,1.0,4.0
731,"1,000",2575.0,2523.0,387.0,269.0,183.0,478.0,761.0,1329.0,1928.0,1732.0,1186.0,136.0,3.0,1.0,0.0,1.0,1.0,3.0
744,500,902.0,920.0,40.0,102.0,202.0,147.0,241.0,513.0,739.0,677.0,448.0,24.0,1.0,1.0,0.0,0.0,1.0,2.0
961,"20,000",6380.0,6106.0,709.0,1474.0,1012.0,1107.0,2189.0,3802.0,4997.0,3970.0,2849.0,341.0,5.0,2.0,0.0,1.0,2.0,5.0
"2,332","51,484",5995.0,5677.0,1187.0,2297.0,2738.0,1921.0,3677.0,5816.0,4924.0,3759.0,2938.0,341.0,13.0,1.0,0.0,0.0,2.0,3.0
60,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0
,"3,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
5760,"120,000",2000.0,1915.0,225.0,296.0,317.0,401.0,647.0,1125.0,1163.0,874.0,654.0,45.0,14.0,1.0,0.0,1.0,2.0,4.0
,"2,500",420.0,413.0,51.0,45.0,34.0,54.0,175.0,220.0,324.0,307.0,309.0,35.0,2.0,0.0,0.0,0.0,1.0,1.0
198,"1,500",8964.0,9138.0,5157.0,5570.0,4261.0,6632.0,8511.0,6151.0,4103.0,1842.0,768.0,93.0,14.0,2.0,0.0,1.0,2.0,5.0
1473.3,"19,477",5947.0,5727.0,743.0,1792.0,2334.0,2017.0,2691.0,4353.0,4842.0,3503.0,1784.0,86.0,21.0,1.0,2.0,0.0,2.0,5.0
443.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0
1266,"33,240",3538.0,3435.0,466.0,777.0,1002.0,807.0,1605.0,3068.0,3360.0,2700.0,2179.0,238.0,3.0,0.0,0.0,1.0,2.0,3.0
56,"1,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0
817.27,170,289.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0
313.9,"4,000",206.0,196.0,182.0,144.0,167.0,317.0,427.0,291.0,248.0,140.0,228.0,87.0,0.0,0.0,0.0,0.0,1.0,1.0
,"25,000",6730.0,6446.0,722.0,1506.0,1090.0,1097.0,2248.0,4082.0,5165.0,3961.0,2887.0,341.0,4.0,2.0,0.0,1.0,2.0,5.0
921.3,"1,300",5995.0,5677.0,1187.0,2297.0,2738.0,1921.0,3677.0,5816.0,4924.0,3759.0,2938.0,341.0,10.0,1.0,0.0,0.0,2.0,3.0
794,"10,500",4011.0,4256.0,452.0,772.0,741.0,860.0,1487.0,2643.0,3511.0,2897.0,2177.0,200.0,12.0,3.0,1.0,2.0,2.0,8.0
508.52,"6,461",475.0,476.0,113.0,287.0,287.0,148.0,324.0,201.0,97.0,112.0,40.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0
,"2,916",3087.0,2803.0,312.0,757.0,840.0,701.0,1400.0,2207.0,2588.0,1821.0,1185.0,122.0,3.0,0.0,0.0,1.0,2.0,3.0
433.84,"2,148",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0
290.4,"2,400",4084.0,3863.0,220.0,770.0,650.0,559.0,1190.0,2264.0,3160.0,2956.0,2074.0,312.0,3.0,1.0,0.0,1.0,2.0,4.0
1137,"18,414",3126.0,3192.0,935.0,908.0,1545.0,1440.0,1704.0,2248.0,2429.0,1533.0,1013.0,152.0,13.0,0.0,1.0,0.0,2.0,3.0
433.6,"10,530",27716.0,25566.0,5367.0,11050.0,11526.0,9951.0,13323.0,18810.0,16974.0,9013.0,4551.0,725.0,7.0,1.0,0.0,0.0,1.0,2.0
443.6,"6,128",9282.0,8817.0,1699.0,2956.0,4622.0,3657.0,5054.0,6229.0,6100.0,3475.0,1420.0,23.0,8.0,1.0,0.0,0.0,1.0,2.0
443.22,"11,034",11765.0,11056.0,2421.0,4294.0,3651.0,3544.0,6253.0,6562.0,6099.0,4100.0,2500.0,99.0,16.0,1.0,0.0,0.0,2.0,3.0
328.4,"3,887",15454.0,14407.0,4183.0,6881.0,6085.0,6176.0,9315.0,10019.0,8974.0,4855.0,1986.0,115.0,12.0,1.0,0.0,0.0,1.0,2.0
460.9,"8,908",21209.0,19799.0,4626.0,7560.0,13355.0,12280.0,13125.0,14008.0,9882.0,5779.0,2425.0,168.0,12.0,1.0,0.0,0.0,1.0,2.0
1233,"1,489",921.0,913.0,44.0,124.0,129.0,142.0,385.0,648.0,914.0,603.0,391.0,34.0,2.0,0.0,0.0,1.0,2.0,3.0
645.2,,1390.0,1291.0,289.0,543.0,533.0,436.0,687.0,1018.0,658.0,230.0,31.0,0.0,13.0,1.0,0.0,0.0,1.0,2.0
633,"7,483",16123.0,15725.0,3570.0,4767.0,11627.0,8012.0,8796.0,10232.0,9357.0,5419.0,3245.0,268.0,14.0,2.0,0.0,1.0,2.0,5.0
1184.62,"33,874",1359.0,1336.0,64.0,191.0,232.0,213.0,535.0,1144.0,1249.0,1015.0,559.0,51.0,8.0,1.0,0.0,1.0,3.0,5.0
385.9,"4,413",24980.0,23421.0,5334.0,10802.0,14571.0,11018.0,14080.0,16265.0,13706.0,7414.0,3065.0,190.0,6.0,0.0,0.0,0.0,1.0,1.0
"1,310","20,000",4508.0,4516.0,571.0,1016.0,932.0,1068.0,1796.0,3070.0,3758.0,3012.0,2064.0,181.0,10.0,3.0,1.0,2.0,2.0,8.0
277,"4,500",18466.0,17393.0,4356.0,6586.0,7558.0,7278.0,11459.0,12123.0,9541.0,4535.0,2065.0,126.0,9.0,1.0,0.0,1.0,1.0,3.0
390,"33,000",4081.0,3946.0,388.0,800.0,1094.0,973.0,1756.0,3235.0,4003.0,2696.0,1938.0,188.0,11.0,0.0,0.0,1.0,2.0,3.0
584,"20,000",5905.0,5450.0,1205.0,1784.0,1603.0,1635.0,2964.0,3974.0,4276.0,3075.0,2396.0,176.0,16.0,2.0,1.0,1.0,1.0,5.0
36,"82,000",2718.0,2772.0,205.0,379.0,413.0,465.0,693.0,1650.0,2565.0,1733.0,1232.0,66.0,20.0,1.0,2.0,0.0,1.0,4.0
600,"5,000",4889.0,4662.0,302.0,868.0,778.0,767.0,1442.0,2895.0,3829.0,3514.0,2553.0,338.0,5.0,1.0,0.0,1.0,2.0,4.0
131,"19,020",2334.0,2285.0,243.0,205.0,387.0,389.0,591.0,1247.0,1728.0,1638.0,1247.0,137.0,10.0,2.0,1.0,1.0,1.0,5.0
545,"20,000",661.0,638.0,114.0,76.0,178.0,156.0,257.0,571.0,584.0,418.0,255.0,6.0,1.0,1.0,0.0,0.0,1.0,2.0
,"31,200",3301.0,3253.0,1104.0,1685.0,1592.0,1499.0,2278.0,2444.0,1171.0,437.0,102.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0
"1,541","10,000",1752.0,1649.0,229.0,661.0,448.0,471.0,799.0,1141.0,1404.0,942.0,672.0,50.0,3.0,1.0,0.0,0.0,1.0,2.0
270,"10,000",921.0,913.0,44.0,124.0,129.0,142.0,385.0,648.0,914.0,603.0,391.0,34.0,2.0,0.0,0.0,1.0,2.0,3.0
704,"4,500",16123.0,15725.0,3570.0,4767.0,11627.0,8012.0,8796.0,10232.0,9357.0,5419.0,3245.0,268.0,20.0,2.0,0.0,1.0,2.0,5.0
391,"5,000",4894.0,4690.0,1079.0,1592.0,1374.0,1481.0,2675.0,3337.0,2887.0,2005.0,980.0,41.0,11.0,1.0,0.0,1.0,2.0,4.0
533,"35,000",1797.0,1748.0,75.0,218.0,261.0,278.0,656.0,1435.0,1735.0,1361.0,792.0,98.0,10.0,1.0,0.0,1.0,3.0,5.0
45,260,5520.0,5257.0,1114.0,1710.0,1450.0,1525.0,2838.0,3527.0,2944.0,2023.0,985.0,41.0,13.0,1.0,0.0,1.0,2.0,4.0
307,"19,000",6022.0,5790.0,1406.0,1701.0,1724.0,2345.0,3448.0,4496.0,3654.0,2411.0,1319.0,66.0,21.0,0.0,3.0,0.0,1.0,4.0
630,"25,000",6033.0,6187.0,2001.0,2441.0,2568.0,2941.0,3920.0,4262.0,3278.0,1699.0,892.0,46.0,9.0,0.0,3.0,1.0,2.0,6.0
285.8,100,1577.0,1572.0,509.0,515.0,688.0,807.0,898.0,1056.0,762.0,312.0,194.0,13.0,9.0,0.0,0.0,0.0,1.0,1.0
368.69,1200,13466.0,13650.0,5295.0,6664.0,6631.0,7640.0,9944.0,10217.0,7520.0,3601.0,1667.0,92.0,15.0,0.0,2.0,1.0,3.0,6.0
121.44,15700,15514.0,14826.0,7354.0,7264.0,8375.0,10243.0,12261.0,11044.0,6559.0,2390.0,1050.0,110.0,14.0,1.0,1.0,1.0,2.0,5.0
121.44,24000,15514.0,14826.0,7354.0,7264.0,8375.0,10243.0,12261.0,11044.0,6559.0,2390.0,1050.0,110.0,14.0,1.0,1.0,1.0,2.0,5.0
356,5549,18679.0,17648.0,5034.0,7531.0,8260.0,8429.0,10906.0,12441.0,10024.0,5323.0,2073.0,112.0,10.0,2.0,1.0,1.0,1.0,5.0
585,600,15829.0,15724.0,5213.0,6182.0,5585.0,6903.0,10480.0,11341.0,9449.0,5312.0,2718.0,232.0,13.0,0.0,2.0,3.0,2.0,7.0
616.6,1777,2200.0,2219.0,505.0,578.0,551.0,754.0,1187.0,1552.0,1347.0,921.0,643.0,45.0,11.0,0.0,0.0,0.0,1.0,1.0
307.9,,563.0,583.0,308.0,225.0,238.0,338.0,388.0,320.0,198.0,40.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0
,180,2742.0,2795.0,935.0,1711.0,2209.0,1711.0,2267.0,2724.0,1257.0,497.0,175.0,10.0,8.0,0.0,0.0,0.0,1.0,1.0
,260,5324.0,5333.0,2462.0,2713.0,2232.0,2835.0,3875.0,3825.0,2296.0,693.0,195.0,7.0,6.0,0.0,0.0,0.0,1.0,1.0
,350,391.0,411.0,131.0,254.0,162.0,156.0,395.0,358.0,316.0,186.0,126.0,34.0,2.0,0.0,0.0,0.0,1.0,1.0
,"1,800",544.0,607.0,216.0,168.0,116.0,268.0,438.0,424.0,380.0,141.0,104.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
,240,469.0,438.0,163.0,175.0,174.0,304.0,341.0,336.0,136.0,104.0,64.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0
,960,563.0,583.0,308.0,225.0,238.0,338.0,388.0,320.0,198.0,40.0,7.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0
370.6,1200,10752.0,10674.0,3331.0,4811.0,5084.0,5657.0,7660.0,8813.0,7761.0,3879.0,1906.0,80.0,19.0,2.0,0.0,0.0,2.0,4.0
495.6,2800,7556.0,7650.0,2121.0,2477.0,3111.0,3678.0,4404.0,4814.0,4943.0,2514.0,1177.0,51.0,12.0,1.0,0.0,0.0,2.0,3.0
1493.4,21500,1797.0,1748.0,64.0,211.0,237.0,250.0,616.0,1302.0,1531.0,1196.0,652.0,92.0,6.0,1.0,0.0,1.0,3.0,5.0
16565,10000,137.0,185.0,21.0,31.0,108.0,110.0,102.0,178.0,141.0,72.0,34.0,14.0,2.0,0.0,0.0,0.0,1.0,1.0
377.4,5000,9430.0,9260.0,1907.0,2404.0,3253.0,4483.0,5033.0,6033.0,7057.0,4548.0,1747.0,55.0,17.0,0.0,0.0,0.0,1.0,1.0
1036,501,3520.0,3541.0,581.0,838.0,751.0,792.0,1626.0,1375.0,1658.0,1150.0,295.0,38.0,12.0,1.0,0.0,0.0,1.0,2.0
424.6,669,9728.0,11993.0,5426.0,4063.0,4441.0,8184.0,9434.0,7806.0,5696.0,2266.0,876.0,28.0,11.0,1.0,0.0,0.0,1.0,2.0
630.4,,18835.0,18906.0,4902.0,5848.0,9569.0,9952.0,11053.0,12503.0,12281.0,5865.0,3140.0,280.0,7.0,0.0,2.0,2.0,1.0,5.0
709.9,40000,16773.0,16491.0,3555.0,5784.0,7922.0,7045.0,9438.0,11457.0,10340.0,6364.0,3444.0,280.0,12.0,0.0,0.0,0.0,1.0,1.0
"2,159","45,000",4947.0,5381.0,695.0,1299.0,1734.0,1434.0,2483.0,3577.0,3919.0,2450.0,2062.0,193.0,23.0,1.0,2.0,0.0,1.0,4.0
"1,203","20,000",4909.0,4499.0,1459.0,2091.0,1692.0,2177.0,3579.0,3103.0,2030.0,1145.0,563.0,10.0,5.0,2.0,1.0,1.0,1.0,5.0
"1,733","89,770",1868.0,1783.0,715.0,975.0,895.0,1239.0,1474.0,1652.0,1465.0,695.0,302.0,39.0,9.0,1.0,0.0,0.0,1.0,2.0
835,"15,000",12638.0,14566.0,5315.0,5686.0,5402.0,8451.0,9713.0,8007.0,5444.0,2543.0,1204.0,11.0,13.0,1.0,0.0,1.0,2.0,4.0
848,"50,000",4887.0,5103.0,1066.0,1600.0,1769.0,1858.0,2766.0,3669.0,3549.0,2212.0,1354.0,215.0,7.0,0.0,1.0,0.0,1.0,2.0
"1,463","9,400",4619.0,4234.0,461.0,1129.0,2347.0,1280.0,1762.0,2704.0,3576.0,2214.0,1166.0,105.0,0.0,1.0,3.0,1.0,2.0,7.0
"1,738","40,046",9181.0,10035.0,3299.0,3989.0,5755.0,5415.0,6838.0,6946.0,5106.0,2639.0,1280.0,108.0,6.0,1.0,0.0,1.0,1.0,3.0
,"8,000",2067.0,2037.0,371.0,389.0,405.0,413.0,701.0,936.0,1003.0,635.0,232.0,11.0,3.0,1.0,0.0,1.0,1.0,3.0
"2,579","300,000",3804.0,3818.0,506.0,925.0,987.0,945.0,1876.0,2040.0,2779.0,1644.0,890.0,44.0,11.0,1.0,0.0,0.0,2.0,3.0
824,"250,000",10224.0,10304.0,2449.0,7010.0,8428.0,4521.0,6936.0,7210.0,5707.0,2934.0,1554.0,169.0,11.0,0.0,0.0,1.0,2.0,3.0
488,"12,000",568.0,593.0,35.0,102.0,226.0,191.0,346.0,701.0,1265.0,705.0,398.0,33.0,17.0,1.0,0.0,0.0,1.0,2.0
276,"12,000",3346.0,3472.0,660.0,835.0,1588.0,1488.0,1735.0,2475.0,2313.0,1134.0,600.0,28.0,16.0,0.0,0.0,1.0,1.0,2.0
913,"62,500",2900.0,2848.0,180.0,278.0,366.0,503.0,806.0,1872.0,3259.0,2659.0,2014.0,321.0,13.0,1.0,0.0,1.0,1.0,3.0
"3,421","20,500",4711.0,4501.0,744.0,1123.0,1234.0,1431.0,2322.0,2982.0,3839.0,2657.0,1492.0,166.0,4.0,1.0,0.0,1.0,1.0,3.0
"2,518","80,000",6932.0,6476.0,969.0,3294.0,4493.0,1821.0,3405.0,4251.0,4499.0,2501.0,1723.0,230.0,3.0,0.0,1.0,1.0,1.0,3.0
"1,542","32,000",2453.0,2464.0,783.0,1016.0,1007.0,1251.0,1824.0,1937.0,1079.0,314.0,131.0,0.0,11.0,1.0,0.0,1.0,2.0,4.0
120,700,2101.0,2091.0,266.0,457.0,523.0,488.0,735.0,1431.0,1594.0,915.0,510.0,36.0,12.0,1.0,0.0,1.0,1.0,3.0
"1,457","48,000",3323.0,3291.0,1044.0,1347.0,1845.0,1832.0,2153.0,2357.0,1991.0,591.0,233.0,11.0,13.0,2.0,1.0,1.0,1.0,5.0
446,"20,000",5978.0,5693.0,834.0,1476.0,1549.0,1485.0,2327.0,4085.0,5234.0,3428.0,2291.0,206.0,15.0,2.0,1.0,0.0,2.0,5.0
"2,669","120,000",7626.0,7444.0,1258.0,2379.0,2567.0,2085.0,3956.0,5176.0,5710.0,3563.0,2140.0,281.0,8.0,2.0,0.0,1.0,1.0,4.0
462,"112,308",4088.0,4127.0,500.0,718.0,1073.0,1178.0,1752.0,3350.0,4992.0,3082.0,1740.0,120.0,8.0,1.0,0.0,0.0,2.0,3.0
"1,407",3000,10785.0,10676.0,3220.0,4582.0,4782.0,5486.0,7282.0,8526.0,7507.0,3715.0,1826.0,80.0,18.0,2.0,0.0,0.0,2.0,4.0
356,"260,000",7556.0,7650.0,2121.0,2472.0,3082.0,3587.0,4291.0,4578.0,4489.0,2230.0,981.0,39.0,12.0,1.0,0.0,0.0,2.0,3.0
729,"200,000",5293.0,5452.0,884.0,1647.0,2285.0,1814.0,2765.0,3738.0,3548.0,2197.0,1222.0,97.0,1.0,2.0,0.0,1.0,1.0,4.0
920,"40,000",7570.0,7478.0,2694.0,3436.0,3680.0,3711.0,5247.0,5987.0,3758.0,1131.0,327.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0
439,"45,000",226.0,247.0,99.0,140.0,216.0,261.0,277.0,204.0,120.0,40.0,21.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0
1691.46,"1,200",8098.0,7546.0,1343.0,2184.0,4533.0,2976.0,3505.0,3992.0,3717.0,2035.0,1211.0,125.0,7.0,1.0,0.0,0.0,1.0,2.0
412.72,"21,704",3908.0,3656.0,908.0,1995.0,1135.0,1246.0,2568.0,2669.0,1658.0,1174.0,770.0,108.0,9.0,1.0,0.0,0.0,2.0,3.0
,"8,990",12638.0,14566.0,5315.0,5686.0,5402.0,8451.0,9713.0,8007.0,5444.0,2543.0,1204.0,11.0,11.0,1.0,0.0,1.0,2.0,4.0
288,"3,604",15399.0,16041.0,5692.0,7318.0,10577.0,12403.0,11618.0,7879.0,4893.0,2171.0,855.0,63.0,14.0,1.0,0.0,1.0,1.0,3.0
492,833,4619.0,4234.0,461.0,1129.0,2347.0,1280.0,1762.0,2704.0,3576.0,2214.0,1166.0,105.0,0.0,1.0,3.0,1.0,2.0,7.0
264,"8,320",18252.0,19303.0,6862.0,9077.0,9072.0,10244.0,13622.0,11992.0,8064.0,3526.0,2136.0,208.0,4.0,0.0,0.0,0.0,1.0,1.0
419,"12,152",3177.0,3019.0,251.0,640.0,680.0,623.0,1265.0,2134.0,3709.0,2535.0,2108.0,156.0,6.0,1.0,0.0,0.0,1.0,2.0
671.9,"10,400",3804.0,3818.0,506.0,925.0,987.0,945.0,1876.0,2040.0,2779.0,1644.0,890.0,44.0,9.0,1.0,0.0,0.0,2.0,3.0
598.4,"6,766",5295.0,6789.0,1144.0,1507.0,2610.0,3779.0,3298.0,3603.0,3977.0,2466.0,1211.0,123.0,12.0,0.0,0.0,0.0,1.0,1.0
635.1,"22,889",10224.0,10304.0,2449.0,7010.0,8428.0,4521.0,6936.0,7210.0,5707.0,2934.0,1554.0,169.0,9.0,0.0,0.0,1.0,2.0,3.0
838,"1,000",614.0,599.0,190.0,272.0,198.0,195.0,392.0,464.0,249.0,72.0,14.0,0.0,14.0,1.0,0.0,0.0,1.0,2.0
,"2,805",561.0,775.0,99.0,189.0,222.0,119.0,337.0,497.0,489.0,369.0,332.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0
