index,size,user,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
245,549,360,8700,8351,1524,1648,1150,1847,3447,4781,6181,5297,3599,309,3,2,5,1,2,10
246,549,4300,9170,8757,1609,1658,1371,1996,3490,5065,6407,5410,3724,294,1,2,6,1,1,10
247,103,2000,28642,26612,5234,8511,9418,8012,13725,18548,16780,11720,8776,1076,3,2,3,1,2,8
248,140,500,7270,6987,1141,1769,1812,1726,2944,4551,6321,4638,3054,313,1,2,3,1,1,7
249,429,30500,15554,15000,2230,3973,3373,3331,6126,9981,12275,9003,6053,563,0,2,3,1,2,8
250,358,4200,5269,4785,232,491,440,471,1325,2910,4455,4199,3026,360,2,1,2,0,0,3
251,1556,125890,65375,62905,16411,24670,30108,25936,38927,48034,41042,20638,10541,995,8,1,7,1,2,11
252,21232,43137,76368,74315,17452,26338,32056,28288,42665,54755,50228,27366,14133,1346,4,3,6,2,2,13
253,2605,16339,4610,4707,526,644,790,1108,1471,3048,4115,2836,2010,170,0,1,2,1,0,4
254,1035,5685,54472,54189,9489,16786,19455,18293,26197,36563,39669,23933,14110,1178,2,2,1,2,3,8
255,5657,156808,184819,185304,46144,64264,72702,77538,106861,132943,130282,61563,24296,2148,5,6,3,5,1,15
256,4500,12000,29581,29011,6997,7828,9984,11207,15595,20937,22028,13142,7505,448,6,1,2,1,2,6
257,397,4232,15316,14724,2441,4297,2845,3530,6004,7859,11015,7577,5701,531,4,1,1,1,0,3
258,300,10000,2479,2367,257,671,673,712,1095,1773,2028,1507,792,94,0,0,1,0,0,1
259,5836,75200,68195,65719,16493,25132,30612,26412,39736,49655,43122,22395,11354,1041,8,2,7,2,2,13
260,787,2500,3299,3026,895,821,659,1910,1855,2234,2726,1791,1557,126,1,0,1,0,0,1
261,6678,3000,76663,77114,23632,34565,48579,38703,49387,46971,34453,17490,7536,326,0,2,3,0,0,5
262,8931,78686,235158,242576,65011,88336,113472,125328,154320,188070,142438,48471,16121,1188,16,8,9,3,2,22
263,43343,26844,193559,192886,49390,76447,91508,86332,125183,153299,106128,42999,17347,1348,22,4,10,4,5,23
264,1110,,162590,158449,42649,62027,80619,71067,94445,103880,95093,50217,24039,1996,6,8,8,1,2,19
265,2027,20297,241117,238533,60390,81832,102426,110960,146225,166782,155723,73917,26782,1809,9,7,5,1,3,16
266,12811,63151,219977,225794,59938,87239,102435,111672,148174,172917,122459,41530,14380,1157,3,8,10,3,2,23
267,583,10000,45001,46169,18995,19445,14346,24020,35077,29144,23189,10834,5185,630,5,3,5,1,2,11
268,1689,7411,17957,16984,2234,4012,3464,4138,8391,12289,15520,10599,6549,634,2,0,1,0,1,2
269,600,6400,36362,37143,9536,13109,11870,15570,22783,23495,19827,9929,4788,575,10,2,3,0,0,5
270,464,33166,53645,52820,11379,19754,15313,18573,32785,37936,38749,20600,8207,435,10,4,4,2,1,11
271,937,11809,55639,54912,11908,20541,15805,19364,34060,39679,40449,21284,8590,459,6,4,5,2,1,12
272,1230,15879,43228,42259,13994,17976,16360,19313,29817,33227,27356,15714,7687,498,9,5,10,2,3,20
273,1608,3812,43050,42179,13725,17764,16071,18653,28983,32579,26520,15376,7393,449,25,5,10,2,3,20
274,589,137902,43265,42395,13820,17831,16202,18848,29157,32875,26782,15522,7557,476,23,5,10,2,3,20
275,1587,81150,15965,15174,3121,3756,3947,4935,7450,10274,12036,8295,6286,589,4,0,12,0,0,12
276,7087,70250,171062,165969,57354,71904,79488,85417,111609,114659,81219,38599,17420,1614,5,5,15,6,10,36
277,1194,52911,16647,15847,6186,7362,6486,8049,11399,12248,8819,4403,2505,130,11,2,10,0,0,12
278,2403,131388,16689,15817,3270,3977,4135,5193,7781,10637,12376,8529,6487,594,6,1,11,0,0,12
279,947,38721,8063,8321,2116,2812,2157,2889,5056,6263,5678,3187,1922,228,4,1,8,0,0,9
280,280,15600,35929,35716,9889,14050,12677,14532,21030,23214,19435,10450,5504,634,7,1,4,0,1,6
281,,42572,14305,14464,4037,5349,3899,5276,9261,9619,8001,4774,3166,495,0,1,5,0,0,6
282,,,171062,165969,57354,71904,79488,85417,111609,114659,81219,38599,17420,1614,3,5,15,6,10,36
283,4608,207593,15735,16000,10358,9944,9579,14200,19313,18049,15249,8151,4174,204,2,2,13,0,1,16
284,2979,,7500,7967,2585,3459,1854,2635,5523,5183,4052,2650,1744,162,0,1,6,0,1,8
285,5715,31940,179058,174075,60669,76673,83058,89366,116985,120991,86252,40987,17807,1541,8,6,15,6,9,36
286,999,23475,42752,41845,13350,17381,15664,18219,28431,31781,25969,15051,7201,461,5,5,10,2,3,20
287,2821,36000,6548,7029,2332,3077,1623,2484,4963,4720,3722,2252,1630,100,0,1,4,0,2,7
288,37600,12000,167410,162306,56000,70321,77893,83410,108985,111953,79073,37420,16888,1552,2,5,14,5,9,33
289,3173,,13867,13007,3610,4317,4604,5633,7969,9649,8465,5552,3806,287,2,0,14,0,0,14
290,1592,100000,17123,16336,6800,7653,6747,8681,12338,13251,9868,4893,2813,150,0,2,12,0,0,14
291,2658,66506,9351,9549,5385,5045,4893,7475,10156,9685,8272,4136,2366,127,0,0,14,0,1,15
292,1087,2500,8575,8771,2127,2771,2484,3420,5403,7028,6687,3727,2111,251,7,1,6,0,0,7
293,674,5000,16461,15711,2938,3600,3956,4657,7480,10704,12757,8819,6922,630,0,1,12,0,0,13
294,403.28㎡,4500,950834,875804,203193,276227,438671,433068,528275,605080,621435,340171,129204,7135,26,25,22,10,17,74
295,749.80㎡,4500,452370,424546,113027,148041,195934,198486,262436,292987,287240,151000,56374,3630,13,12,12,4,6,34
296,1377.76㎡,1000,437562,397735,95827,134842,188577,191085,254019,283653,279679,155971,58794,2985,28,14,4,3,5,26
297,755.34㎡,2100,23387,22743,4762,6697,6218,7986,11378,15363,18636,11039,6740,611,6,2,7,0,2,11
298,1973㎡,17713,753492,744958,202891,256483,356460,407980,479262,500621,425927,190557,73373,4286,11,26,20,14,13,73
299,1102.89㎡,8892,534561,527075,127026,202770,318866,262359,317452,346918,300931,146186,61484,4089,5,15,13,10,8,46
300,538.18㎡,21028,31075,32358,6799,8906,11634,12502,17092,23798,22641,10259,5022,470,10,1,3,1,0,5
301,999.45㎡,41180,47988,49767,11103,18101,24687,20699,27167,31042,28657,14524,8137,656,8,3,3,2,1,9
302,"879,78㎡",6495,1416503,1370736,312438,409281,812613,845724,837933,896717,795651,402566,141726,5605,2,45,9,18,12,84
303,"2,593.23㎡",29917,122339,116099,29679,46337,69623,54841,66809,75913,68495,33428,19478,1216,7,7,7,3,2,19
304,156㎡,700,55940,60729,20102,23015,21342,31081,40283,37141,30160,15907,9480,644,2,3,5,1,2,11
305,858.44㎡,5817,20271,19658,2494,6273,8170,5055,8466,13320,16721,10287,6780,624,15,1,7,2,2,12
306,174.8㎡,200,12823,12335,2502,4175,4100,4072,6700,9382,10449,6071,4149,499,1,0,3,1,0,4
307,615.9㎡,8000,305496,311510,102284,129396,179203,189892,209224,191226,129300,49446,22267,1481,9,9,9,4,0,22
308,194㎡,2040,238840,243294,89655,115290,122001,144865,176022,149041,94687,38550,17665,1215,11,7,7,5,4,23
309,176㎡,540,11991,12031,866,3081,3087,2409,4322,8450,11555,7282,4945,538,5,1,2,0,0,3
310,180㎡,100,10060,9939,2340,3131,1981,3196,5186,6411,8325,5496,3882,528,4,1,3,1,1,6
311,111㎡,1000,43065,42031,10962,15752,15839,16251,22455,24741,25987,16046,10796,981,10,2,6,2,1,11
312,346.985㎡,5000,44602,43933,11188,16695,16710,16853,23651,28008,29526,16821,11016,1118,7,3,2,1,1,7
313,177.97㎡,1007,26612,25427,5115,9956,11331,8428,13732,17178,17354,10658,6906,699,6,2,3,3,1,9
314,"1,002,21㎡",10301,342654,329804,90452,138364,179673,156207,206951,221700,176845,94607,44729,3480,9,17,17,10,10,54
315,495.33㎡,133357,323071,309688,83947,129919,170863,146655,193610,208798,166429,88597,41371,3313,7,13,18,8,6,45
316,533㎡,5097,116749,115316,31045,41254,45535,48447,71677,75535,70578,41405,19571,1869,8,5,6,2,2,15
317,995.93㎡,6032,15770,16466,2422,4925,4177,4223,6901,10068,12615,8376,5154,609,0,1,8,0,0,9
318,482㎡,29226,7684,7432,2193,2395,2079,2572,3591,4908,5456,3888,2527,269,0,1,1,0,0,2
319,167.3㎡,13088,27962,26349,5731,8975,8316,8348,13923,19539,19161,13026,8746,795,9,3,3,3,1,10
320,422.49㎡,10500,26754,25392,5352,9073,8175,8290,13655,17545,18104,11855,7886,840,4,3,3,1,3,10
321,"1,274㎡",22500,5943,5816,606,952,1067,1143,1744,3428,4735,3321,2324,119,20,2,2,0,1,5
322,800㎡,7830,5232,5252,454,920,834,1164,2059,3637,4974,4184,3254,333,5,0,2,0,0,2
323,"1,573㎡",3713,16562,15681,3059,4685,3771,4533,7863,10458,12166,9182,5927,561,3,2,1,1,2,6
324,"1,702㎡",10678,140930,140026,38989,57385,57416,58462,89077,89751,78138,47572,22075,1507,4,7,14,3,3,27
325,639.88㎡,4036,21997,21669,3231,5197,6838,6687,9188,14125,15571,10972,7169,925,7,2,4,1,2,9
326,2386㎡,16728,108233,105364,24502,31267,58965,51230,57898,69814,69102,41337,18113,896,8,1,6,0,2,9
327, 559.28㎡ ,8621,3198,2906,900,1121,1168,1445,1699,2194,1846,1171,690,98,6,0,1,0,0,1
328,895.29㎡,2346,11306,10387,683,1351,1360,1401,3346,7125,9728,8025,6471,691,0,2,3,1,1,7
329,"1,375㎡",18326,9489,8711,1150,1896,1846,1973,3482,5289,6560,5126,3953,366,5,2,2,0,0,4
330,427.23㎡,2500,2453,2210,327,564,562,529,990,1617,2026,1433,950,73,2,0,4,0,0,4
331,635㎡,10000,10907,10212,1156,1849,1968,2176,3313,6060,7817,6164,5096,466,0,1,3,1,1,6
332,1484㎡,12000,15605,15090,2384,4080,3441,3614,6503,10033,11865,9055,5875,557,3,2,4,1,2,9
333,"3,246㎡",17000,1871,1979,93,219,297,266,542,1197,2104,1533,1027,88,2,0,6,0,0,6
334,413㎡,3000,2713,2568,451,880,496,572,1125,1593,2312,1632,1011,107,4,0,1,0,0,1
335,562㎡,5000,143812,147461,47738,63814,52097,69478,107944,95460,73300,32064,11452,860,0,2,3,0,2,7
336,393.39㎡,16694,156981,159215,56981,74315,56435,78626,123390,103580,73327,32148,11874,862,0,6,4,2,1,13
337,461㎡,8000,254514,252217,61949,85348,108741,116214,152826,176229,163980,77273,28113,1907,13,7,5,1,3,16
338,455㎡,12000,7847,7451,547,1496,2321,1317,2458,5196,7164,4973,4061,516,3,0,2,0,0,2
339,"3,753㎡",5980,297697,299875,69726,98773,131181,139876,179103,220201,189649,81075,28047,1643,4,9,8,2,3,22
340,263.46㎡,150,53645,52820,11379,19754,15313,18573,32785,37936,38749,20600,8207,435,10,4,4,2,1,11
341,2498.39㎡,14187,188679,183309,62845,79991,87525,93482,122052,125944,89880,42497,18586,1665,3,6,15,6,12,39
342,138156,3411381,1956469,1804730,390961,538063,1234838,1216324,1139947,1149541,962629,543170,203970,5510,1,67,132,37,17,253
343,20049,1045627,1755817,1595861,355347,476583,1026884,996069,997625,1062137,918116,521527,217563,5872,8,72,134,30,16,252
344,10268,59815,137159,138069,51035,57578,58711,82722,96378,87132,58323,27718,13192,978,6,4,16,0,0,20
345,11117,505366,1840551,1676018,372976,498092,1089043,1055772,1050375,1107326,951228,540647,223882,6049,25,76,139,32,17,264
346,11767,271235,1956469,1804730,390961,538063,1234838,1216324,1139947,1149541,962629,543170,203970,5510,1,67,132,37,17,253
347,3899,46432,1351355,1252474,282995,406241,771054,811424,812440,798310,670550,374295,126580,3861,13,49,45,19,7,120
348,2851,5186,2123608,1936436,431473,601855,1256327,1239647,1240250,1275506,1071468,603221,233968,6267,4,88,141,39,16,284
349,7187,103945,1760952,1600075,364773,486828,1021020,1017140,1008738,1049698,891370,498381,207425,5696,41,68,122,29,18,237
350,29665,650061,1793627,1631926,362350,485935,1058831,1024742,1021074,1080065,931178,528354,219916,5973,21,73,133,31,17,254
351,490,1115,1856112,1702438,386162,538535,1078736,1108462,1092709,1101185,936454,509943,179122,5555,13,72,108,35,13,228
352,1049,10668,1775250,1613399,366991,489693,1033012,1025543,1017923,1061850,903640,506860,209581,5739,20,67,123,28,18,236
353,5705,100042,1889017,1718342,390516,522486,1097988,1089513,1085227,1124164,955760,538664,219939,5741,27,74,131,30,18,253
354,8464,60865,2196773,2037567,452360,606210,1283711,1339742,1280937,1313808,1150035,624945,230464,7148,12,74,71,30,19,194
355,3987,1548926,1927560,1753710,398605,531780,1133976,1116174,1110328,1150545,979672,553342,225733,5951,37,76,130,29,15,250
356,8948,30000,1300300,1207377,276304,395629,676365,653824,754527,838976,742864,402745,161176,5579,20,50,21,13,9,93
357,962,24644,1574336,1433908,351263,457328,837530,943195,936957,953576,811218,424517,167032,5924,26,54,45,14,12,125
358,18632,270641,1402406,1313919,326101,455739,697414,800432,860205,925548,788752,360225,128210,6831,11,47,14,11,7,79
359,9703,111674,1683645,1528063,354680,469204,970817,985827,969780,1008873,857121,476235,199346,5924,16,61,121,28,16,226
360,4609,66231,1194491,1101538,232290,357963,648114,592057,672337,760941,680206,375629,154696,5290,17,49,45,15,10,119
361,7342,245998,1664821,1508025,359258,461942,936468,993419,963209,984795,835084,452412,186617,5955,10,57,118,28,15,218
362,7686,650000,1713605,1555510,361917,479492,989023,1002646,988973,1026849,871267,484768,202226,5860,27,63,121,28,16,228
363,24526,160904,1985001,1809126,409103,542701,1168422,1168085,1141350,1170675,993550,560045,225543,5994,25,72,129,31,17,249
364,10819,436666,1880334,1711740,377728,501802,1099523,1069169,1065465,1133077,980293,556279,229271,6092,31,73,138,32,16,259
365,597,105718,1832194,1667723,365574,490056,1073921,1037308,1036567,1110025,963520,546195,226834,6256,20,72,139,31,17,259
366,19680,339478,2025770,1881128,448250,617468,1095658,1161293,1217724,1246813,1082242,566701,192025,6585,0,79,45,23,12,159
367,6919,108430,1639367,1523726,344846,478966,911228,874929,944085,1036291,911174,489814,192924,6354,34,66,33,23,13,135
368,9703,53724,1898677,1736689,381354,543890,1078292,1053455,1097440,1189098,1027082,559934,221628,6988,21,82,129,36,19,266
369,20974,1086238,1801669,1637892,373012,497083,1048307,1039724,1034008,1078758,918888,517225,213165,5620,11,70,129,28,18,245
370,1385,41507,1936739,1763881,385595,515075,1132573,1103679,1099614,1176052,1021209,577454,235536,6112,21,72,135,33,15,255
371,339,10140,1976210,1798705,382348,529346,1140364,1094621,1104343,1216588,1070864,595709,245973,6880,21,74,134,33,17,258
372,1600,5722,2057603,1877398,424676,564839,1235275,1232109,1186643,1209360,1021042,574326,227874,6149,10,67,130,30,17,244
373,6211,158953,1438760,1348838,344248,469273,731613,848701,910072,888417,761186,385177,112815,4277,4,58,33,15,10,116
374,6663,66809,2047566,1875364,422046,592312,1131298,1179942,1197270,1232562,1057337,573449,202122,6048,17,83,124,39,16,262
375,2067,114119,1587345,1494091,394260,485148,843329,930860,971588,978563,868917,437264,141609,5152,6,50,21,12,9,92
376,2276,69562,1999307,1848047,404986,557283,1232409,1239622,1175067,1181518,983507,551537,207796,5724,24,67,126,35,15,243
377,2901,47148,955047,858631,203331,282371,502459,504607,554308,594327,507521,283103,124300,4021,3,27,70,10,9,116
378,5740,66267,1964478,1797359,396895,567543,1104684,1092781,1144523,1208574,1036303,571101,219945,6521,13,92,129,35,17,273
379,19423,493738,1523881,1432415,369782,483672,772512,904699,959236,936118,812958,409397,122607,4695,10,53,21,14,8,96
380,3934,35378,1504300,1387358,331200,442544,797453,882500,893649,922532,796969,411204,154150,5410,14,48,18,13,7,86
381,162,20626,1905365,1734254,375125,504583,1107315,1072900,1072330,1154692,1007579,567700,233895,6346,8,68,138,32,17,255
382,4080,13290,1762228,1670237,368659,495708,1031497,1076671,1032306,1074778,950828,501393,175066,5854,23,58,15,18,12,103
383,272,18562,1849553,1684404,368103,491643,1083026,1047944,1046312,1121556,976665,552912,228838,6261,18,71,137,31,17,256
384,521,33198,1961795,1785977,381203,527311,1133849,1087829,1098413,1209763,1063544,591319,244554,6799,21,73,132,33,17,255
385,990,3000,1440026,1332961,338002,457372,746245,862373,901752,879457,743398,386449,119604,4462,27,47,44,19,6,116
386,22527,1491,1989357,1812091,417362,553224,1166093,1176516,1151920,1177544,996381,559131,224583,6229,36,68,125,30,18,241
387,25740,1000,1200659,1114104,255774,367274,692679,733773,731806,706923,592684,329088,106681,3334,0,46,39,19,5,109
388,738,4796,1632896,1512987,364189,488053,868952,961715,982348,1015064,884497,451520,167872,6412,23,54,17,14,9,94
389,281,1309,1476989,1332320,309292,399924,841023,842329,846690,892670,768659,432625,184785,5156,23,58,119,25,15,217
390,328,,2037829,1856270,394600,542978,1176972,1140988,1145620,1247913,1091607,607135,247411,7195,17,75,135,34,18,262
391,4504,58312,1878954,1709122,392893,522406,1091301,1091255,1085814,1121772,952301,536270,218623,5748,37,72,130,29,18,249
392,1264,4500,1115828,1001840,232027,312243,614158,613755,636720,672064,564125,314317,136188,4029,13,35,104,16,12,167
393,989,31640,1937313,1773930,401621,559399,1118224,1147667,1137155,1152655,979887,533268,188240,5633,9,75,120,36,13,244
394,2436,6056,1953738,1779675,386723,520236,1143759,1114726,1109732,1185837,1027778,582037,236379,6051,22,75,135,33,15,258
395,8040,181503,1602555,1493124,381193,504322,809061,938946,996456,981015,842165,431323,132395,4804,28,59,33,16,9,117
396,2627,73968,1145755,1059966,256225,368558,638163,689677,709906,682525,567884,306170,95252,3203,25,39,39,17,4,99
397,132,682,1856239,1690142,370778,494496,1089192,1055796,1052889,1126757,979262,555033,229287,6119,28,71,137,31,16,255
398,51,7142,1550050,1403435,322901,423182,906854,898802,887861,933149,800220,449902,191962,5358,0,62,124,28,16,230
399,607,15146,1949951,1777865,393770,523130,1146038,1120620,1114026,1180049,1017180,575667,234808,6098,37,74,135,32,15,256
400,363,4213,1123640,1029349,211357,338786,612869,552700,631457,720023,640898,361780,152212,5113,0,45,63,16,8,132
401,1195,1754,1948159,1772428,401147,536545,1141290,1131968,1119952,1156559,983849,555422,225193,5852,18,78,130,30,16,254
402,9683,83542,2114926,1938479,431541,576187,1287924,1293103,1226859,1244172,1048352,589785,228783,6304,18,68,126,31,17,242
403,200,,1919140,1749701,388473,514901,1127850,1099860,1093639,1156969,997536,564328,231327,6022,48,76,135,32,16,259
404,611,41266,1802224,1640722,360192,483849,1055408,1016778,1020712,1098067,956318,540737,224625,6079,18,71,134,31,17,253
405,301,2600,1856588,1690369,369818,493672,1088182,1054672,1050910,1124642,977571,554058,228995,6142,29,71,137,31,17,256
406,260,2118,1792477,1631386,358719,481649,1046452,1009253,1014626,1091928,950403,537458,223572,6137,18,72,133,31,17,253
407,2100,14701,1895317,1727484,385477,512915,1120337,1089104,1085519,1146294,986239,558416,229384,6042,33,78,137,32,17,264
408,1793,24720,1388400,1309689,353681,427180,727297,817285,858336,857960,759996,374648,119390,4428,0,42,18,11,8,79
409,916,836,1437370,1295554,296218,388606,812004,807629,818101,868019,753167,424337,181235,5206,17,58,116,24,16,214
410,622,,2046608,1863557,411073,551272,1208016,1194945,1172564,1222500,1040538,589866,236226,6040,29,83,137,34,16,270
411,1270,6970,2018305,1838583,397244,538808,1178842,1147416,1145806,1234150,1073666,602363,244000,6546,22,76,136,33,15,260
412,13217,,1606702,1507137,387275,505030,821432,955101,1005453,985370,853675,431661,131982,4981,11,55,27,15,6,103
413,508,257,1667835,1540906,379140,506829,881033,996519,1024236,1016348,872240,459895,148619,5227,29,66,49,24,8,147
414,195,300,1818736,1655291,363356,488009,1064652,1026736,1029462,1100617,954724,541310,225163,6169,17,70,138,31,17,256
415,342,,2034504,1854664,399416,547531,1183055,1150972,1154848,1247258,1085420,605161,245347,6937,10,77,135,36,18,266
416,256,,1473694,1329144,308441,398554,836540,841489,843817,888061,763914,430246,183810,5161,22,58,121,25,15,219
417,3866,8082,1888386,1718838,384700,515094,1116667,1088685,1080865,1132228,968536,549315,225685,6042,41,75,136,30,16,257
418,3757,44226,2089396,1904858,420742,568687,1282451,1248999,1199195,1223643,1034711,586106,231801,6234,10,82,137,32,16,267
419,541,2000,1618182,1464324,329258,440863,920749,895658,915551,984690,856862,482370,204605,5819,8,68,119,26,17,230
420,2429,15640,1857886,1690916,368562,499245,1060366,1031783,1045721,1144102,1006210,560680,234012,6432,3,75,128,32,19,254
421,1560,897,2045338,1861339,413018,552857,1217767,1202191,1172062,1212408,1031069,583812,233937,6057,29,81,133,30,15,259
422,381,550,2026769,1847479,414371,555337,1195413,1213190,1163969,1189028,1018092,563592,221256,6684,35,65,118,31,16,230
423,823,1806,1536008,1387714,315484,411924,885283,870501,869531,925158,797873,451812,193905,5500,11,62,126,27,16,231
424,290,15501,2045115,1867384,417884,558887,1204235,1233436,1178216,1206811,1040951,574321,222342,6928,49,65,118,31,17,231
425,2113,10000,1908769,1735872,394383,527573,1113307,1103847,1097764,1134931,965256,544192,221716,5801,13,76,132,30,18,256
426,5897,23495,1412265,1305561,299332,422678,826211,864651,849592,828354,691543,377841,125184,3899,19,50,51,20,5,126
427,301,4592,1853742,1699797,388946,512345,1060530,1124057,1079826,1104446,962962,523177,201414,6596,26,62,99,25,17,203
428,88289,1989915,2067298,1902046,415362,568887,1292975,1265512,1197693,1211966,1019594,577107,222850,6285,17,72,138,36,17,263
429,524,4367,2058665,1879353,423650,592677,1204838,1185195,1212723,1257200,1059285,594715,232240,6289,19,84,142,40,15,281
430,878,1395,2024254,1842461,395769,542015,1168444,1137791,1142203,1245492,1090724,608074,248222,6957,20,74,134,34,17,259
431,585,757,2068804,1883765,418640,560638,1233138,1220711,1190428,1227918,1042125,589947,235280,6219,22,81,133,31,15,260
432,2113,5870,1973520,1798563,391947,526424,1158116,1131325,1122369,1193357,1030378,583359,236803,6152,42,73,134,32,15,254
433,2644,1084,1923195,1760245,397703,555147,1122129,1140121,1127710,1142359,969965,529146,187298,5561,8,74,124,36,15,249
434,987,3933,1296131,1212456,307653,421556,654573,769295,818434,802705,684749,345683,102205,4286,4,53,29,14,9,105
435,848,,1812662,1729591,399017,535403,988387,1086794,1083225,1148082,1015564,496344,171861,7633,19,62,14,22,14,112
436,883,9515,1956438,1795211,406148,562035,1105021,1157189,1151622,1172072,1003488,543785,189624,5922,18,77,112,37,13,239
437,2417,1272,1907665,1737355,375147,512573,1091667,1056769,1070566,1176328,1033577,575171,239123,6587,7,75,129,32,19,255
438,2836,5150,1647670,1533634,391784,514652,838846,968900,1023395,1007772,866849,445050,138959,5173,30,59,33,16,9,117
439,,10131,1896291,1725024,390163,521009,1119042,1097235,1091687,1137679,971452,551482,225975,6044,41,73,133,29,16,251
440,143,916,1976014,1799702,388673,523968,1154027,1124840,1119914,1196650,1036791,587238,237970,6129,29,75,133,33,15,256
441,4770,116783,2003470,1823040,408512,541273,1182188,1169436,1147232,1189572,1013852,573154,231662,6041,40,79,133,29,14,255
442,,250,2183412,2025489,449843,600957,1269387,1330418,1271540,1294607,1127960,618318,226139,6997,21,70,80,31,19,200
443,1774,29474,2081816,1929274,423937,562583,1230326,1274485,1201634,1235397,1085080,592129,221560,6804,8,73,83,26,18,200
444,545,3500,2056081,1875190,424015,591231,1209008,1190778,1215333,1258943,1061139,596521,233758,6200,21,84,142,38,14,278
445,324,1800,1994924,1815243,390595,534527,1153333,1116564,1122745,1228992,1078737,600170,245994,6768,15,74,134,33,17,258
446,136,1195,2077771,1901136,419370,597425,1272544,1226306,1209366,1225923,1024679,572283,214916,5796,14,82,145,38,15,280
447,102,9159,1997585,1819255,385362,534540,1148844,1100845,1112532,1228779,1081994,601019,248056,7057,14,74,135,33,18,260
448,4627,2858,1755522,1653287,376636,504227,1038276,1076007,1037864,1066622,921874,492584,173690,5098,16,52,27,21,13,113
449,1584,3572,1916902,1759277,398222,557397,1109292,1139215,1128532,1142899,972555,528248,185209,5785,11,75,118,36,13,242
450,4530,2020,1548078,1400293,315039,416702,890723,869791,877494,939532,818026,461608,196676,5502,8,63,121,26,17,227
451,1124,37769,1971980,1830878,428883,599198,1071353,1142530,1189212,1219208,1055247,555095,187416,6156,13,78,50,27,13,168
452,2148,12000,1797880,1664287,357859,507735,995232,969231,1020801,1136282,1001689,541897,215086,7010,9,75,87,30,17,209
453,2036,,1798933,1664701,356959,509245,1000183,972163,1023440,1142222,1005941,546075,217537,7068,1,75,98,31,17,221
454,46211,,1798933,1664701,356959,509245,1000183,972163,1023440,1142222,1005941,546075,217537,7068,1,75,98,31,17,221
455,10017,33960,1836991,1680016,359720,510898,1052357,1012188,1039202,1149562,1001208,546711,220702,6873,22,85,129,34,17,265
456,3327,248,1875976,1712808,365690,516741,1054031,1015732,1051502,1168749,1033622,573301,237519,6880,11,72,123,33,17,245
457,915,2600,1182888,1086599,226178,355301,642043,584425,664820,754903,673573,375801,156636,5381,20,48,62,16,10,136
458,1187,1886,2092789,1906681,425553,589238,1232151,1217736,1223984,1269526,1075216,606774,238479,6423,8,83,141,35,15,274
459,2681,200,1747319,1612626,342330,487018,976526,939412,982722,1105059,978678,533126,216449,6911,21,77,115,32,16,240
460,1428,8000,1251327,1167811,275738,383159,628364,635431,738064,811398,718488,385188,151140,5047,0,43,17,14,7,81
461,2390,634,1666036,1508647,335601,454029,953429,921727,940529,1019229,889983,500516,211489,6007,6,70,122,29,19,240
462,11850,5300,2027155,1845581,396775,541186,1178498,1146443,1146428,1239118,1080439,604441,245592,6754,26,76,136,33,16,261
463,3767,14147,1666569,1563396,354276,474593,999530,1041015,992781,1007372,854913,462001,165674,5103,33,55,42,23,10,130
464,946,1489,1948902,1797810,390185,558533,1076604,1064698,1127409,1219310,1065612,574980,219027,6753,6,79,95,32,16,222
465,886,920,1492285,1388205,316351,437345,803301,783312,861649,950309,840658,451943,177411,5927,1,56,25,17,11,109
466,1695,12500,1941039,1764497,381900,517348,1127643,1091981,1091914,1188732,1041507,582164,240518,6684,11,72,136,33,18,259
467,1232,1708,1915405,1750418,373220,526109,1093199,1049312,1073372,1186046,1036555,568712,231834,7067,9,81,135,33,16,265
468,75933,1677,1474365,1360674,293179,422524,804148,767931,831142,935046,836451,461783,187579,6001,13,62,87,23,15,187
469,75933,1615,1474365,1360674,293179,422524,804148,767931,831142,935046,836451,461783,187579,6001,13,62,87,23,15,187
470,4825,1037,2023484,1877717,436503,616559,1102461,1153459,1213805,1249150,1085390,571688,194834,6413,19,83,57,30,14,184
471,1102,1100,2120728,1942639,434388,584315,1292134,1291627,1232002,1247482,1049386,590282,229099,6197,11,68,131,31,16,246
472,1769,1300,2120728,1942639,434388,584315,1292134,1291627,1232002,1247482,1049386,590282,229099,6197,11,68,131,31,16,246
473,1346,10408,1799132,1671909,379154,522520,1073782,1117832,1080620,1077255,899281,493421,178325,5207,16,60,76,33,12,181
474,3251,39470,1911000,1736972,399506,533900,1102151,1138073,1107686,1133633,967199,533093,211385,6553,12,61,117,29,16,223
475,5615,21421,1908594,1735942,403656,535135,1098082,1127285,1104343,1129393,958969,530563,212494,6306,8,65,119,29,17,230
476,1714,5253,1908594,1735942,403656,535135,1098082,1127285,1104343,1129393,958969,530563,212494,6306,8,65,119,29,17,230
477,998,17836,2091113,1919408,436107,617576,1154464,1193925,1237597,1283929,1103567,597356,214234,6398,18,90,115,36,16,257
478,1682,70,2076192,1907788,423620,563745,1221338,1264898,1198037,1231153,1072923,589496,223487,6895,29,65,108,27,16,216
479,12062,113115,889172,815553,177677,251400,412767,395962,490094,550204,575929,338631,132754,6274,24,23,25,9,23,80
480,25874,730585,409344,381491,72699,110194,196181,174268,218134,253655,280044,174259,71493,3780,5,11,19,6,15,51
