index,size,user,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
44,373,130686,37019,33150,10961,15577,16510,23363,27551,23842,22898,12354,4437,503,6,2,1,0,0,3
45,1248,345102,105603,100739,43807,43019,42425,66088,81189,57278,49909,21839,5954,559,29,3,0,1,0,4
46,997,85205,97195,91571,18853,26302,50948,57186,56486,60421,59887,29828,7835,325,11,5,0,0,1,6
47,1415,352755,142429,133643,26239,34943,74939,86393,80876,87776,87554,44762,12708,520,26,6,0,2,1,9
48,1759,575973,124525,117727,29310,36946,60098,74767,78369,76761,74885,37591,10252,398,4,5,1,0,2,8
49,929,258290,168851,158281,35834,42705,84577,103601,99327,104521,103107,52611,15089,619,15,7,0,1,2,10
50,1767,312504,148722,138730,28423,34335,75280,90863,84201,90757,89088,46740,13963,712,14,5,1,1,2,9
51,5574,105177,156495,145782,29521,41677,76843,76457,90099,102260,94932,56757,21854,527,27,6,2,1,0,9
52,751,43872,161812,149949,28353,43889,79399,76784,93322,106971,97181,59697,23196,474,28,8,2,1,0,11
53,944,45769,133691,122801,27014,41794,65835,62500,78880,84565,73295,43622,17372,402,21,9,2,0,0,11
54,511,19917,183295,167454,40341,57489,86422,87898,110696,117241,101030,60256,23336,468,20,11,3,1,0,15
55,951,36186,136811,126900,20864,34562,69569,64651,75944,90327,84500,52042,20743,382,19,6,2,1,1,10
56,1777,42965,154318,142185,30563,46967,75461,73362,93002,100708,88461,53885,20729,411,22,9,2,0,0,11
57,996,50233,173339,158317,37692,56848,83775,82666,105138,111594,94575,55149,21674,444,11,13,1,1,0,15
58,541,71316,199940,185906,38848,65457,102140,112264,122675,119757,102266,51328,14110,696,18,7,0,2,0,9
59,2279,222635,103104,92462,21100,23422,50269,69121,54461,55941,56618,26606,9520,736,14,3,2,0,0,5
60,2281,236439,120621,105535,24925,33849,61824,75512,67783,66123,64522,31808,10486,670,15,2,3,1,1,7
61,1747,207494,194030,181822,39568,59409,102713,113586,120413,121404,109880,57501,16119,599,17,5,0,0,1,6
62,602,100893,172565,155942,32549,46694,92887,106926,98880,96692,90612,46701,14025,931,7,4,1,1,1,7
63,708,145234,151213,139648,29143,43408,82123,89881,89776,87977,81394,42704,11862,533,13,3,0,1,1,5
64,578,112535,49093,45587,13373,14543,25715,34225,31651,28905,29846,15227,5476,272,19,1,0,0,0,1
65,855,120270,119416,110373,26537,42603,60030,74074,75255,72917,59691,27377,8147,486,19,7,0,1,0,8
66,753,26613,155888,154376,21040,31087,120008,108395,82624,93813,86974,50506,16972,433,17,2,2,1,1,6
67,4802,254362,92601,98221,9124,17249,99863,70890,45663,46639,42935,26663,9325,146,13,2,2,1,1,6
68,694,92398,179938,167951,29631,40837,145124,116619,91690,92597,85954,52438,17225,237,10,5,3,0,0,8
69,329,10328,182496,171101,31982,43331,148271,118067,95725,96774,89643,54353,18539,280,21,6,3,0,0,9
70,457,46920,200760,197426,28228,42391,181163,139429,102652,102503,93220,56925,19447,390,37,5,2,1,1,9
71,267,62527,134260,125397,18813,26966,95469,83911,66438,74240,67273,35518,11920,350,20,3,3,1,0,7
72,7283,748808,83050,76872,18245,27049,38814,45667,51276,53730,46049,23098,8253,494,10,3,1,1,0,5
73,3000,286928,91819,84365,20584,31403,66104,58625,60325,59984,48968,24703,8145,298,9,4,1,1,0,6
74,307,135639,102595,92838,19881,31638,61974,58714,60007,62001,49731,23647,8559,390,26,3,1,2,2,8
75,333,88375,96173,90550,15686,22202,73693,62304,51084,57194,51065,25310,8683,259,23,2,1,1,0,4
76,389,49327,81159,73330,15755,25430,45219,47276,48809,51486,40618,19908,7081,312,0,3,1,1,2,7
77,2032,292717,130921,123232,25055,29221,70770,81920,74405,82507,77337,41050,13323,341,26,3,0,1,1,5
78,521,40799,140662,133031,30011,40351,62801,74953,80277,85805,84362,44577,15174,512,21,4,1,2,2,9
79,690,12195,113707,112544,20425,27133,67264,71437,65110,70162,64307,33778,11600,345,14,8,1,3,1,13
80,476,26991,124946,123972,21474,27767,84059,86440,72574,81047,75147,41166,14555,450,22,6,1,3,1,11
81,908,17896,83636,78152,22598,28097,38461,47800,52778,53336,49919,24795,8320,470,15,2,0,0,1,3
82,1106,114590,146089,136911,37418,52019,69506,85524,95686,94664,79993,40624,13241,572,18,6,0,3,2,11
83,638,59223,119729,118541,21772,26446,76929,81607,69158,76171,70726,38269,13318,355,12,7,1,3,1,12
84,460,55081,120931,116158,24821,30486,65963,76359,72480,79133,73173,40695,14382,429,22,7,0,3,1,11
85,492,74379,131892,124332,27053,38210,60943,70745,75959,84801,82596,46035,15796,452,17,5,1,1,2,9
86,659,21056,75660,71143,15949,23459,36525,40917,43536,48310,43493,24258,8523,265,11,3,2,0,0,5
87,441,19848,153392,143986,35202,48333,68426,80054,90145,97405,90759,49292,16248,605,21,5,1,1,1,8
88,2215,147682,140043,138900,26105,31178,85223,93724,79170,86326,77475,39738,13881,526,31,6,1,3,1,11
89,2205,140955,134342,134228,21630,28566,91026,92303,73807,90368,84410,45142,14807,459,9,4,1,2,0,7
90,2190,62874,72653,68995,13457,20175,34568,37483,40525,49859,47525,25769,9330,324,21,1,0,1,1,3
91,918,642092,114001,110720,24457,32295,62232,70525,67880,76976,67984,34547,12673,409,18,4,0,3,1,8
92,2726,321072,94420,84249,17558,42281,39974,36034,59742,63466,46032,23770,10698,447,8,4,2,1,1,8
93,2466,306582,85185,79454,18645,25430,38743,44979,50369,59689,56441,30667,12334,556,32,3,0,0,1,4
94,1963,201344,133019,122908,28055,40035,67523,65227,77629,86222,79029,44899,17338,646,22,6,1,2,0,9
95,937,307400,113497,104387,23569,36363,68288,59256,64144,69751,64655,33867,12334,377,22,2,3,0,2,7
96,6526,580496,152659,138016,30931,57207,66153,69238,92697,103331,83852,43001,18133,768,25,3,1,3,1,8
97,1362,265100,117391,104904,21342,46950,50387,48055,72295,80909,63768,34162,14722,577,16,3,1,2,0,6
98,559,75355,141152,130615,28393,40017,68735,66947,79318,89285,83811,48760,18859,605,27,4,1,2,0,7
99,3781,46144,136235,122648,27972,55627,72055,61076,84625,88246,71803,37525,14968,652,19,4,3,1,1,9
100,3838,166343,115544,105565,20172,32963,55160,53824,62454,78534,74685,39577,17443,705,17,5,2,1,2,10
101,687,53662,161757,147345,25772,40898,81108,78257,86978,105883,102134,57617,24935,816,31,6,4,2,3,15
102,1662,67816,45438,42745,8210,11366,19362,20806,24549,30741,31433,18389,7762,367,22,3,0,0,0,3
103,3216,175843,157011,141621,27829,43134,73947,75627,87648,101822,91330,51244,21188,665,9,4,1,3,1,9
104,348,56943,98433,89383,16026,26387,48065,45194,51608,66488,64196,34470,15300,617,7,5,3,0,1,9
105,343,33795,159102,145513,25345,41163,78647,75514,84806,105229,99835,54915,23804,822,17,5,2,1,2,10
106,1489,62180,70893,66455,15099,20069,32057,37697,41477,49411,47850,26610,10918,523,24,3,0,0,1,4
107,1498,152204,172951,156875,34004,51140,79808,87290,97475,117125,104613,53065,22154,871,22,4,0,4,2,10
108,800,47403,166890,159252,29420,38507,107350,93905,88159,102276,94870,52257,19768,327,19,6,1,0,0,7
109,331,137469,157186,150238,33537,39878,96414,88999,88541,95436,88170,48868,18485,339,5,6,1,0,0,7
110,303,58288,146216,139889,27658,31974,108493,90258,76902,87491,79710,45103,18650,407,21,8,3,1,2,14
111,3094,286211,116846,111597,20465,32409,95491,61257,61311,68417,63883,37912,16554,457,9,7,8,2,2,19
112,3142,499828,139470,133986,24987,31446,97183,81733,73215,83007,78822,44635,18438,517,17,6,4,0,1,11
113,484,51566,152357,144125,31076,36118,82031,92425,87323,95505,88613,47543,16408,310,20,5,0,1,1,7
114,306,46663,137367,131316,28155,36618,95027,75713,76520,86222,79882,45165,17964,361,14,4,4,1,0,9
115,599,13050,186611,176331,33034,44258,138190,113970,97521,100972,91685,54710,20001,493,7,8,3,0,1,12
116,3317,139931,104666,98976,23855,29450,69056,58969,58356,61009,54047,31040,12398,309,19,5,1,1,0,7
117,1725,79837,164232,151470,27732,39031,128108,108141,86325,86331,79217,48101,15526,189,22,3,3,0,0,6
118,6046,203420,128206,120441,24968,34134,85681,71268,68913,72689,64610,37860,14471,350,38,5,2,1,1,9
119,391,42769,173425,164583,33671,42198,116527,112644,97695,100088,89507,51648,19600,481,26,2,1,0,1,4
120,444,32952,126439,118072,25600,34416,84011,73895,69879,72976,63483,36622,14796,364,19,5,2,1,1,9
121,11234,527314,125272,108203,25988,33667,78208,80600,76178,70639,56345,33506,13917,373,19,1,1,1,0,3
122,1185,307210,98824,87008,20248,26547,85088,66244,56701,52964,39693,21375,9570,179,52,3,4,2,0,9
123,2647,173642,153598,132113,34831,38519,105757,95227,83763,84787,64246,32837,14649,244,14,3,6,3,2,14
124,270,36176,31493,29287,10095,11996,14787,17612,21464,19104,14434,6954,2443,71,18,1,2,0,1,4
125,697,36904,73099,64499,16054,18588,33594,39866,40542,47020,41313,23339,11125,412,9,1,7,0,0,8
126,2765,215529,89605,72910,16287,23725,54587,44118,43415,47254,37855,20944,10066,280,26,5,16,3,2,26
127,675,104414,135954,123843,30032,38810,80438,78115,82275,81545,69980,40867,18299,497,18,4,1,1,1,7
128,271,71699,67855,58955,13336,21518,36930,39341,40458,40612,33313,19381,6054,155,23,2,5,3,0,10
129,364,76313,110973,101128,23922,34424,56394,72684,72634,59458,43448,24149,6171,245,16,6,5,4,2,17
130,314,98177,89021,81433,20845,32940,38114,47291,61547,52658,37906,22115,6887,176,13,2,0,1,0,3
131,316,66793,118006,105230,28458,44235,46257,55107,73651,65413,47202,27769,8346,364,21,5,5,3,0,13
132,1030,196624,116744,106202,27392,42193,60401,77702,84050,67130,47102,26304,6579,231,36,5,5,5,2,17
133,1529,237031,8891,8090,3175,2868,3224,4562,6074,4981,5137,2904,897,28,15,1,0,0,0,1
134,3591,519150,113616,103185,29057,44419,51459,62683,79322,65364,45608,25845,6970,144,22,6,0,1,0,7
135,2986,216095,65563,60106,14615,20835,30089,39280,40369,37864,31676,16715,4180,267,18,2,4,3,1,10
136,5692,605937,146223,134153,31151,32548,88327,89999,78454,84825,72250,39208,16289,415,45,7,3,1,1,12
137,1517,174542,139722,125014,33255,31786,76669,87450,79591,84105,72754,39522,16526,550,43,9,0,2,1,12
138,1014,132609,77549,74450,12385,17829,56545,43677,36909,41491,35758,18627,6895,55,35,1,4,2,1,8
139,378,26229,96746,87080,22275,19926,41969,59487,55257,57091,52551,28752,12668,361,18,8,5,1,0,14
140,1483,89822,124261,118675,25844,30262,81850,75490,69250,75448,68548,37792,15033,385,21,5,3,1,2,11
141,1190,77780,158517,146936,31887,33690,97834,98097,85154,96874,82740,45263,19370,511,24,9,2,4,2,17
142,469,110981,150633,139251,34657,35188,95628,96000,85174,89582,76098,40903,16598,346,43,8,3,1,2,14
143,924,186208,178519,160629,39594,61567,99241,86320,107075,109993,88706,51204,21620,823,36,11,3,1,1,16
144,283,41377,129771,117000,30721,45999,64787,61492,80461,82293,65790,37862,15480,487,37,8,4,1,1,14
145,2016,135513,150273,133870,35145,57597,96863,78563,94592,96217,75049,43455,18465,624,43,9,7,2,2,20
146,829,79081,164127,148034,36980,57111,90766,81387,100218,104472,86215,49071,20107,647,26,8,3,1,1,13
147,1409,188935,185419,168197,40754,62230,94536,89411,112409,117603,97875,56442,22766,678,15,13,1,1,1,16
148,6667,149671,136102,126979,27875,41208,93887,70827,76313,84238,76054,43834,18104,461,18,6,5,3,1,15
149,341,127298,141415,130058,29584,42636,87905,70758,78994,85919,75519,43427,17938,531,25,7,5,3,1,16
150,543,190514,149920,141205,31643,42156,93322,81631,85652,94330,89269,49830,18034,405,37,3,2,3,2,10
151,585,48267,143183,133684,31629,42076,76592,73753,85523,95057,87985,52171,20120,595,28,7,3,4,1,15
152,462,52995,138551,126259,31840,48148,67950,65599,85616,89483,73414,42535,17081,476,30,10,2,1,0,13
153,342,67004,130955,116746,24461,43427,91154,65915,71784,77600,61448,35361,15758,517,24,7,14,4,2,27
154,579,73689,145354,131881,29811,46792,96797,73250,83042,87444,75469,43771,18477,578,26,7,6,2,1,16
155,694,87728,148891,132427,32837,54047,93669,74980,88806,90925,71175,41153,17588,597,42,8,8,2,2,20
156,886,109583,104477,100442,40161,39702,47325,67651,75163,71505,59862,26766,7741,270,24,5,0,0,0,5
157,265,72782,177124,158367,38788,48145,83066,109602,102621,96399,89803,45054,10714,386,16,3,5,0,0,8
158,914,191716,117003,110719,43702,42252,52545,77157,81200,74245,59937,25118,7016,397,13,6,0,0,0,6
159,3697,355850,111327,103737,37448,39192,53023,73077,73018,66339,55776,23922,6784,365,19,4,0,0,0,4
160,329,125837,146531,130017,35390,46752,71402,93117,94403,84219,74614,38267,8525,261,8,5,4,0,0,9
161,343,32130,77266,75287,32562,28709,32086,49077,55370,51211,41761,18959,5828,202,12,4,0,0,0,4
162,510,54054,112265,103500,26992,53285,55934,64824,85102,77218,60111,32126,6805,239,3,7,2,2,1,12
163,1273,170812,95914,86247,22595,35831,45210,55856,65792,58423,49384,26236,6040,174,16,4,2,0,1,7
164,772,62130,111308,98595,25246,33558,49369,59786,64717,59671,52824,26499,6384,112,7,2,6,0,2,10
165,2678,136973,153303,144293,41066,61506,67663,80284,104834,103154,86252,44092,13782,600,14,4,0,1,1,6
166,267,80805,181074,167924,38567,64475,93848,107467,115996,110122,90954,43892,12116,652,9,7,0,2,0,9
167,417,54061,195935,183492,41791,69897,97169,104181,125537,124526,106088,54253,14998,517,14,6,0,2,0,8
168,544,214075,133795,123870,33413,52731,67839,83795,90179,83171,63234,29449,8855,331,15,5,0,2,0,7
169,841,142028,171485,161923,33367,47750,91191,101054,101823,107912,101129,53116,15815,554,12,5,0,0,0,5
170,5666,352024,105622,101004,23581,32465,50008,56253,63116,71176,65862,34714,11466,346,17,5,0,0,0,5
171,573,97426,131931,125969,26915,38053,66074,72965,78416,86130,80190,41758,12921,407,22,5,0,0,0,5
172,442,59603,134484,126113,25402,38629,72195,77269,80342,84790,78329,40601,12336,503,20,4,0,0,1,5
173,715,205489,161827,151838,38903,62848,69258,78117,105324,102278,84694,42987,13402,690,20,5,0,2,1,8
174,1946,151088,155583,148209,36440,38687,78959,97000,91185,95600,84413,47300,17013,405,17,5,0,3,1,9
175,1796,157114,148824,140806,34946,38989,79195,100878,87066,82583,69119,36084,12601,493,22,4,0,1,1,6
176,2340,81853,105826,98694,26502,34719,56281,75148,67008,57527,45637,22625,7968,389,17,5,0,2,0,7
177,458,40388,91617,87064,18195,20758,56288,64126,50606,51686,46405,25878,11011,335,19,3,2,1,1,7
178,323,57682,117333,103478,27511,29544,73379,80240,68663,71846,57735,29372,12512,302,17,9,24,3,1,37
179,1104,148045,112217,99319,26897,25390,62306,81261,66089,69676,56613,28748,12765,272,17,5,9,0,2,16
180,1076,169444,82568,73295,14468,25351,40164,39967,46934,51337,45321,25712,10547,250,13,4,3,0,2,9
181,515,60421,35749,31900,10050,16645,15203,17832,23883,21679,17227,8653,3613,161,7,3,2,0,0,5
182,5060,381064,119674,104673,19091,29955,58875,61256,64760,73857,67102,39608,16522,372,8,2,2,1,2,7
183,1000,213772,163340,148091,37976,47247,84251,90404,99760,101026,88387,50451,21710,557,26,4,0,1,2,7
184,2110,254815,142485,130208,34350,42524,72429,80354,87825,86472,73513,41558,17528,496,22,4,1,1,1,7
185,2550,443110,152442,135970,29058,38918,78475,86981,89209,96961,87758,51388,21291,526,17,1,0,1,3,5
186,2040,308848,48696,43136,9292,18650,22092,22051,28670,29791,25521,14233,5829,185,7,3,2,0,0,5
187,2065,146258,141829,130501,33153,41025,68049,79213,88219,88885,78703,44607,18168,453,17,3,1,0,1,5
188,468,10523,134095,124169,22381,27590,95627,83915,68487,81268,69492,38266,16801,496,31,6,5,5,0,16
189,734,77739,52103,45675,10540,14826,22756,26080,29481,34674,29064,16654,8390,238,9,3,12,1,1,17
190,511,36804,62717,57314,9155,19788,45254,32657,32530,38418,31233,18139,8545,337,13,3,32,4,2,41
191,966,150846,119831,107853,29079,25496,58794,77430,69770,73991,66278,35805,14946,445,30,9,4,6,0,19
192,9499,772239,62258,57674,10985,14760,30772,35199,33933,38253,34004,18697,8705,278,45,10,48,8,5,71
193,1557,158344,154976,141348,32830,32159,85124,96866,84962,95284,82989,45051,18990,599,9,12,2,4,1,19
194,1028,24584,86468,78130,20421,18521,43633,58631,52391,55128,51737,28537,12387,404,6,7,7,3,0,17
195,468,56363,138373,126370,29832,28647,76354,89578,78018,88364,77603,42158,17824,548,21,11,4,4,0,19
196,771,79863,125965,106855,26787,30157,82625,79445,67738,71053,56566,28803,12353,271,16,9,24,3,2,38
197,445,41177,126190,106887,27449,30259,78610,80938,68808,71839,56967,28964,12359,271,12,9,24,3,2,38
198,274,34699,106718,95625,25383,23281,47879,66100,61582,64765,57995,31835,13568,414,19,8,6,1,0,15
199,971,159178,69950,65492,15815,20596,31593,36256,38458,45665,42443,21019,8041,479,6,2,0,0,0,2
200,1753,155143,167364,159759,28882,36555,96604,97220,88050,107746,101338,53992,19285,428,18,3,0,0,0,3
201,5106,559403,125257,115660,27489,37947,72153,68093,70839,78058,73408,37478,13148,437,17,2,2,0,1,5
202,1234,213850,145094,139517,26263,31653,77150,86452,79306,96880,90365,47505,16362,327,25,3,0,1,1,5
203,978,61082,89219,83494,18170,23126,43843,50727,48058,57841,55776,28063,10581,531,22,2,0,0,0,2
204,1072,90731,84565,79115,15895,24067,38891,35214,46267,52359,58385,33945,12810,734,16,2,1,1,2,6
205,1462,133482,45132,41741,6225,8306,18483,19299,21649,27191,31224,22104,10324,615,24,3,1,0,5,9
206,1700,147514,111807,104387,25439,35555,42271,47654,65557,75622,79567,41751,14343,762,26,5,1,0,1,7
207,2704,192175,101872,92227,17922,19795,59687,54860,49755,54736,57842,33398,13701,452,45,2,6,2,4,14
208,12558,544541,66894,60191,14392,22196,23279,25240,38353,40703,39875,23182,9390,444,33,2,1,1,0,4
209,701,83179,106580,97364,21033,26381,65272,61449,57785,64870,69763,39298,16354,682,21,3,5,1,3,12
210,7402,257887,50324,49779,7891,11231,23205,22549,25106,37867,41417,20122,6517,285,15,2,1,2,0,5
211,1765,208471,63666,59587,10600,17077,25515,24648,33146,40849,47169,26478,9909,685,23,1,1,0,0,2
212,1314,161622,45944,41896,8031,12076,21863,19505,24349,28035,30851,19976,8849,449,11,2,2,1,1,6
213,1370,231145,124637,114502,27779,35609,46452,55745,70249,76681,83215,46685,16719,973,19,5,0,0,2,7
214,6260,412842,72951,66566,10998,15992,35549,30666,36639,44004,49716,32425,14702,939,32,2,6,1,6,15
215,1497,105431,67967,60620,17135,22657,22973,27464,39377,43950,36562,19146,7783,251,7,2,1,0,0,3
216,1803,108518,17863,16771,1811,3636,7054,5671,8527,12061,15173,10210,4321,193,24,2,0,0,0,2
217,8555,755790,64743,56945,13999,22037,27573,27833,38222,44484,34070,17159,7588,187,14,2,1,1,0,4
218,414,11440,131682,120629,38245,48203,54976,63915,87163,83882,80365,45487,17109,1093,25,2,4,1,2,9
219,330,12050,43967,41062,10831,14627,18054,18205,23407,31820,26403,11880,4613,264,20,2,1,0,2,5
220,278,2188,19828,18605,2072,4032,7554,6244,9361,13278,16830,11345,4797,204,10,3,0,0,0,3
221,894,31516,11076,11691,5283,5383,2785,6870,9189,5504,3744,1711,470,33,18,1,0,0,0,1
222,3418,85590,1057,1307,56,128,408,353,438,780,1151,645,266,13,26,1,0,0,0,1
223,1289,252614,28399,28202,17376,13465,8038,19261,24310,12132,9966,3011,632,38,14,1,0,0,0,1
224,4788,290314,62422,58603,12419,21191,40441,24754,33973,38151,38031,21137,8747,667,21,1,2,0,2,5
225,8466,429929,27373,25291,3364,7721,15573,9871,12227,18099,19357,11194,4507,280,17,1,1,0,0,2
226,1046,40230,28191,26660,9662,8616,10851,15395,18070,18702,16405,8330,3757,391,19,2,0,0,0,2
227,2514,139091,26773,25429,7640,8077,10430,13486,16312,18037,16425,9043,4212,457,38,3,0,0,1,4
228,7371,414822,35509,34151,16966,18903,9385,18282,31846,16613,12681,7084,1822,164,21,2,1,0,0,3
229,714,53386,5226,4709,1216,1131,2163,2689,3052,3630,4024,2351,878,6,13,1,0,0,0,1
230,711,27695,13132,12154,1313,2614,4297,3747,6079,8834,11519,7165,2906,94,14,2,0,0,0,2
231,983,41509,19262,18193,3897,5715,8140,8638,10933,13370,12462,7346,3475,365,18,2,0,0,1,3
232,828,48463,37088,35678,18411,20255,9822,19654,34075,17512,13217,7304,1840,164,29,2,1,0,0,3
233,5259,376958,89064,82373,21559,31969,50712,37278,54721,56875,52890,31121,11920,620,20,2,5,3,0,10
234,1536,188109,61412,56678,12768,21799,33519,21852,35597,38865,36080,21558,8275,504,14,2,1,1,1,5
235,2462,123398,72767,66800,10905,14831,36567,37387,35112,41604,46078,28935,12755,495,22,3,3,1,5,12
236,843,67378,54633,50667,9447,13040,25093,27740,28079,33762,39087,25617,11753,584,31,3,1,0,5,9
237,956,91957,124018,114283,27326,36947,47665,52667,70135,78096,82958,47332,17460,1037,21,5,2,1,2,10
238,993,90747,118614,109881,27038,37143,43434,50130,67862,76573,79144,40885,13709,722,17,5,0,0,0,5
239,796,119643,88232,80283,17577,27165,42429,39610,48105,55634,59456,33014,13104,643,28,3,1,1,2,7
240,1773,137522,14659,13608,2428,3316,5441,5558,6540,10586,11670,5946,2744,201,25,1,0,0,1,2
241,3315,132463,45296,42375,10959,12221,17689,21876,24569,28344,32214,14802,4418,290,36,1,0,0,0,1
242,3859,428727,49977,47336,15012,19748,21779,22487,30670,38000,30366,12812,4244,231,14,2,1,0,1,4
243,16305,522295,41539,41153,6321,8698,21255,18582,19879,28663,32833,16348,5102,282,28,2,2,0,0,4
244,3650,83178,42984,42351,7013,9928,22931,19849,21865,31855,35670,17601,5515,304,16,3,2,0,0,5
245,3522,251141,24887,23850,5763,8952,9453,9597,15037,18260,17404,8295,3043,202,35,1,0,0,0,1
246,930,128654,101451,90873,20546,25655,43603,48287,55573,58623,65159,38481,14870,894,23,3,0,0,1,4
247,4290,134902,84268,76070,17087,26463,49738,35706,46906,48728,43746,25541,9985,553,12,4,1,1,3,9
248,950,37850,83423,72813,14954,18627,40972,43153,44193,49719,54124,33738,13475,975,10,3,0,1,2,6
249,2017,199845,96760,85963,19356,21378,45753,49874,51096,56652,62531,36819,14787,716,33,1,1,0,2,4
250,2985,245282,29408,28283,4393,9589,16396,10497,15019,18838,23395,14484,5459,154,20,1,2,1,1,5
251,2010,70878,44682,41874,4975,8134,17276,15843,21273,28847,36434,25716,11641,670,33,1,2,0,3,6
252,891,33456,53119,49901,10145,16871,21124,20946,30391,37421,36167,17636,5584,212,6,2,0,0,0,2
253,2997,150596,70778,66173,14849,23417,27696,28747,41937,49095,48561,24418,7545,290,17,3,0,0,0,3
254,1091,157702,114499,106301,24750,37375,41562,45579,66373,73234,73461,37831,12353,620,25,5,0,0,2,7
255,7533,444712,44252,40217,5770,9586,23999,19909,21564,27826,29104,17728,8196,334,9,2,0,1,3,6
256,3461,419315,98330,90772,17050,24777,47617,45808,52273,67346,68969,38354,15755,782,9,2,1,1,0,4
257,1861,176376,21334,22278,10613,9169,8795,14628,15699,9677,7085,2502,686,12,9,1,0,1,1,3
258,7395,341013,91983,90489,16040,24203,57709,41396,45419,57650,56661,32510,14176,523,7,3,3,2,0,8
259,6485,519603,64824,63222,11995,16293,35362,30471,33896,43738,43857,24951,10567,471,0,2,0,1,0,3
260,4633,474203,77689,74480,16693,24012,39660,35774,44935,53574,50848,30032,13025,585,16,3,3,2,1,9
261,7025,43373,83307,79994,11614,18922,35237,33518,40681,59276,61801,35297,14692,713,13,5,0,1,1,7
262,5827,457289,77530,73286,18387,27668,33533,34206,46621,51041,41908,24387,10460,347,9,3,2,1,1,7
263,1813,104020,100208,89409,21644,28490,45053,44375,54110,58656,50569,32368,15577,663,15,5,4,4,2,15
264,357,19050,120164,112790,33706,50541,49609,51434,77970,83325,67853,30187,11557,450,12,4,0,0,0,4
265,1174,6440,32755,31806,10103,14599,20911,15962,21106,20323,14246,6026,2202,188,7,2,1,1,0,4
266,532,11567,28517,27431,7657,10835,12643,12223,17426,22789,18662,8105,2875,120,16,1,0,0,0,1
267,266,4350,108778,99831,26006,38654,47295,47394,66064,72271,58393,35400,16081,570,14,5,3,0,1,9
268,287,9188,14861,13999,3938,3991,4251,6164,7842,8153,6884,3367,1521,137,8,1,0,0,0,1
269,321,10670,53264,50500,13344,23313,26456,21485,34999,40988,22882,9253,4364,262,13,1,0,0,0,1
270,322,15725,63897,64675,13233,22123,47043,29282,36582,43404,39413,21085,8831,358,8,2,3,1,0,6
271,265,10280,72564,68700,14569,27825,39233,27973,41494,54520,37100,16089,7271,424,16,3,1,0,2,6
272,675,15984,62165,57026,7504,13009,35014,28080,29216,39139,40930,24517,10960,416,17,3,2,2,3,10
273,1294,35389,90245,80525,17459,25825,42656,39290,48379,55398,49274,31708,15769,915,15,4,2,2,1,9
274,928,79302,70403,65024,13805,21313,35075,32135,40910,50763,49267,26072,10414,441,14,3,1,2,1,7
275,2896,419261,92252,87868,30061,44211,37450,41126,65634,63415,46561,20216,7578,359,12,2,0,0,0,2
276,1230,165178,75495,70842,16533,25676,34262,32073,41753,56504,50629,21728,8628,400,10,3,0,0,0,3
277,2040,191586,100078,93333,19740,32017,46156,42918,57119,72950,64725,32245,12120,503,14,2,1,3,0,6
278,1979,195746,65433,64171,11505,22712,39888,27970,35887,54996,38465,14022,4692,107,15,1,0,2,2,5
279,1381,124158,99461,93104,17372,30685,40638,36545,50233,66857,62117,30246,12069,419,17,4,0,1,1,6
280,2008,298210,31520,30408,11640,13602,14041,17162,22229,20258,14421,6058,2017,176,11,2,0,1,0,3
281,2469,236459,39526,37143,9929,13583,16843,18043,23708,26182,23891,12042,5026,160,4,1,0,0,0,1
282,694,66673,103268,94959,24945,32794,47513,47547,60542,66307,55293,34461,16344,749,21,6,4,0,1,11
283,3702,191245,70521,66952,14525,28414,39181,27811,42203,55512,36442,15562,7339,457,7,3,1,1,2,7
284,937,237652,59954,56943,11162,23010,34217,23179,33072,45157,32897,14278,6395,403,17,3,1,1,2,7
285,847,149343,96207,93118,23631,29457,60457,49688,56360,59518,54453,32759,15034,560,7,5,4,4,0,13
286,823,28781,65699,63831,12149,17507,28957,29713,37552,51152,50844,29570,12678,737,13,4,1,0,1,6
287,757,28992,81431,78604,14681,19479,34074,34781,43229,57544,57824,33594,14475,848,11,5,1,0,1,7
288,651,19018,63860,61598,10638,17568,30593,27825,33641,46933,44045,22119,8525,593,8,3,0,1,1,5
289,489,30082,92453,86908,16986,21172,42496,43301,49277,64682,66724,39831,17476,890,8,4,3,0,0,7
290,1624,45350,51600,50325,8255,13191,22205,21603,26771,37272,39222,20808,8381,572,8,3,0,1,1,5
291,2992,299660,67895,63208,18920,28017,32594,30122,42317,48394,35431,15604,6744,454,10,1,0,0,0,1
292,5651,535690,98159,90328,22932,41746,39116,36118,61058,64711,46263,26323,11607,376,11,5,4,0,1,10
293,4516,263556,32282,28437,5197,9846,12753,10840,16882,22608,22659,11861,5458,310,13,1,0,0,0,1
294,412,21740,15504,13653,3790,5957,6131,6552,9380,11755,11216,6133,2585,104,14,1,0,0,0,1
295,302,38496,64196,58020,13024,22643,26947,24787,37600,45452,38290,20768,9004,499,1,1,1,1,2,5
296,339,36231,91522,82270,19103,31031,36872,36993,53432,61474,51644,31910,15325,985,9,3,1,0,2,6
297,307,45942,98616,89803,24198,40617,40871,39860,64042,66503,48538,29248,13109,647,16,5,1,0,2,8
298,565,17969,85163,76322,15312,20662,43524,39708,43469,50694,48589,32054,15263,770,25,3,4,4,1,12
