index,시설명,address,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
927,한국민속극박물관,충청남도 공주시 의당면 돌모루2길 17-15,500,6527,36.5022325,127.1481791,81837,78001,28020,37743,35212,40494,54161,44672,38892,18578,9788,871,5,3,8,1,2,14
928,한국식기박물관,충청남도 홍성군 장곡면 무한로 957-24,247,3000,36.4941629,126.7425712,10060,9939,2340,3131,1981,3196,5186,6411,8325,5496,3882,528,8,1,3,1,1,6
929,한국자연사박물관,충청남도 공주시 반포면 임금봉길 49-25,12290,34212,36.3663118,127.2460317,107391,106981,35495,42106,57211,59537,69747,67954,52213,20020,9028,953,0,3,4,1,0,8
930,한국토종씨앗박물관,충청남도 예산군 대술면 시산서길 64-9,250,5000,36.6663081,126.8784085,20322,20104,3347,5970,6178,6389,9730,13438,16094,9993,6248,542,7,2,1,1,2,6
931,공주대학교역사박물관,충청남도 공주시 공주대학로 56,1572,600,36.4689627,127.1408071,40110,38536,5602,13712,22480,13165,18071,24772,27357,15108,9647,858,3,3,9,1,2,15
932,공주교육대학교 박물관,충청남도 공주시 웅진로 27,543,100,36.4446971,127.1193542,38908,36383,5917,13831,20707,12200,17480,23515,25679,14365,9171,836,14,3,9,1,2,15
933,백석대학교 기독교박물관,충청남도 천안시 동남구 백석대학로 1,8720,,36.8384047,127.1827791,305440,311415,102002,128951,179000,189639,208806,190769,129061,49345,22231,1481,9,8,9,3,0,20
934,선문대학교박물관,충청남도 아산시 탕정면 선문로 221번길 70,2289,1642,36.7979576,127.0733491,376230,387552,132901,167799,215978,237801,266150,231752,154263,61293,26738,1748,4,11,7,3,4,25
935,한국전통문화대학교박물관,충청남도 부여군 규암면 백제문로367,981,972,36.3078868,126.8969281,19189,18681,2626,6190,8061,5147,8143,12480,15093,9165,5749,542,6,1,8,2,2,13
936,한서대학교박물관,충청남도 서산시 해미면 대곡리 한서 1로 46,2767,1065,36.6911661,126.5841229,16298,16473,2650,3677,3337,4459,6605,8675,11045,7108,4996,627,1,1,7,0,0,8
937,국립익산박물관,"전라북도 익산시 미륵사지로 362, 1층",10027,412670,36.0112033,127.0280799,71641,71554,15706,29564,43742,27423,40669,49247,39348,20562,10916,1204,4,3,9,1,1,14
938,국립전주박물관,전라북도 전주시 완산구 쑥고개로 249,13269,452759,35.8012937,127.0897609,328903,315715,83954,131122,171905,147223,195607,212121,170822,92313,44237,3622,5,13,18,8,8,47
939,국립무형유산원,전라북도 전주시 완산구 서학로95,29967,38783,35.8099898,127.1599841,311025,298169,80641,123785,164971,141948,185641,201771,161112,85346,39234,3144,15,13,18,8,6,45
940,국립태권도박물관,전라북도 무주군 설천면 무설로 1482,7314,243645,36.0099017,127.7766356,2426,2386,449,623,491,647,1140,1944,2056,1684,1336,113,4,0,2,0,0,2
941,국립전사박물관,전라북도 익산시 여산면 옥금동길 6,763,3124,36.0621807,127.0659432,14371,14541,1746,4196,4054,3478,5501,9086,12547,8442,5457,649,2,2,7,0,0,9
942,고부역사문화관,전라북도 정읍시 고부면 영주로 530,778,120,35.619285,126.7716174,16460,16002,2329,4345,4203,4489,7416,11450,13558,10112,6587,633,5,0,3,0,0,3
943,고창고인돌박물관,전라북도 고창군 고창읍 고인돌공원길 74,3953,149008,35.4418636,126.6520149,14630,14443,2640,4900,3224,3853,6416,9269,11227,7621,5613,475,2,3,2,2,2,9
944,고창판소리박물관,전라북도 고창군 고창읍 동리로100,1219,9799,35.4324742,126.7027832,14766,14599,2324,4058,3251,3770,6155,9489,12077,8261,6248,495,13,3,2,2,2,9
945,군산근대역사박물관,전라북도 군산시 해망로 240,4248,265790,35.9906994,126.7119653,123512,123375,33679,45345,49508,52207,78398,82091,73961,42582,19517,1738,14,7,7,3,2,19
946,남원향토박물관,전라북도 남원시 양림길 14-9,1382,45591,35.4017117,127.3870785,27862,26291,5618,8653,8190,8195,13655,18857,18811,12822,8560,770,3,3,3,3,1,10
947,대한민국술테마박물관,전라북도 완주군 구이면 덕천전원길 232-58,4354,40304,35.7374536,127.1338061,120613,111922,22993,43789,58563,45263,62641,79234,72755,41710,20654,2028,0,4,10,2,3,19
948,동학농민혁명기념관,전라북도 정읍시 덕천면 동학로 742,5490,31063,35.6309292,126.8293704,36347,35242,6961,11458,10922,10831,19163,25324,24215,16793,10730,1003,2,2,3,2,3,10
949,마한박물관,전라북도 익산시 금마면 고도9길 41-14,1398,34560,36.0019491,127.0603364,52400,52759,12375,20726,21446,20199,31389,37715,30342,15616,8451,819,0,3,8,0,0,11
950,무주곤충박물관,전라북도 무주군 설천면 무설로 1324,4451,91881,36.0131532,127.7586118,4677,4701,546,940,782,1004,1744,3255,4096,3217,2318,150,4,0,2,0,0,2
951,백정기의사기념관,전라북도 정읍시 영원면 영원로 1049,237,7742,35.6523136,126.7835129,14003,13370,2037,3666,3506,3909,6675,9481,11368,8763,5682,489,6,0,3,0,0,3
952,백제왕궁박물관,전라북도 익산시 왕궁면 궁성로 666,4107,122404,35.9717708,127.0561123,83307,84684,19615,34403,51110,34930,48538,57777,47585,25348,13043,1343,2,5,9,2,3,19
953,벽골제농경문화박물관,전라북도 김제시 부량면 벽골제로 442,2183,13559,35.7529646,126.8524556,27159,25725,5529,9259,8246,8469,13867,17648,17993,11849,7985,851,6,3,3,1,3,10
954,보석박물관,전라북도 익산시 왕궁면 호반로 8,6214,54367,35.9903546,127.1012838,25671,26807,5539,9982,11831,9222,13802,17318,18569,11516,7126,732,7,3,7,1,0,11
955,부안청자박물관,전라북도 부안군 보안면 청자로 1493,5841,45428,35.6115463,126.6518965,5608,5510,829,1351,974,1475,2368,3771,5030,3748,2796,271,2,0,2,0,0,2
956,순창장류박물관,전라북도 순창군 순창읍 장류로 43,1294,13504,35.3699,127.1109766,10184,9655,1506,2344,2389,2293,4050,6961,8118,6291,4493,358,7,2,3,1,1,7
957,신평면 생활사박물관,전라북도 임실군 신평면 석등슬치로 369,410,2000,35.6571304,127.2239728,6576,6562,967,1784,1744,1597,2838,4174,5280,3794,2745,208,8,2,1,0,2,5
958,어진박물관,전라북도 전주시 완산구 태조로 44,1194,271370,35.8154276,127.1495364,326133,312540,85004,131459,172209,148160,195927,211162,168469,90018,42217,3362,12,13,18,8,6,45
959,일제강점기군산역사관,전라북도 군산시 동국사로 21,1869,22377,35.9835564,126.7082906,123351,123320,33676,45068,48204,52299,78370,81906,73851,42480,19411,1747,13,7,7,3,2,19
960,입점리고분전시관,전라북도 익산시 웅포면 입점고분길80,1224,4680,36.045854,126.8698069,13331,12595,2252,3889,3163,3473,6241,8323,9271,5991,4454,655,0,1,1,0,0,2
961,전북산림박물관,전라북도 순창군 복흥면 추령로 1777,6153,60303,35.4791237,126.9212435,4633,4529,1072,1872,1677,1464,2609,3549,3186,2231,1484,73,0,0,2,0,0,2
962,전주역사박물관,전라북도 전주시 완산구 쑥고개로 259,2242,64554,35.8009096,127.0934069,329711,316495,83942,131128,171852,147122,195533,212067,170667,92063,44219,3626,6,15,18,8,8,49
963,전주전통술박물관,전라북도 전주시 완산구 한지길 74,282,702790,35.8170088,127.1535193,320805,307556,83635,129183,169866,145696,192384,207320,165174,87729,40959,3303,8,13,17,8,6,44
964,정읍시립박물관,전라북도 정읍시 내장산로 370-12,1997,20106,35.5277922,126.8945451,35139,33631,7661,12126,10916,11146,19722,24529,21834,14832,9540,874,9,3,3,3,2,11
965,진안가위박물관,전북 진안군 진안읍 마이산로 258,557,14203,35.7659235,127.4149942,5857,5796,750,1802,1274,1168,2266,4000,4853,3344,2407,221,0,1,2,1,3,7
966,진안역사박물관,전라북도 진안군 진안읍 내사양길 7,1483,10346,35.7723389,127.4166433,5857,5796,750,1802,1274,1168,2266,4000,4853,3344,2407,221,3,1,2,1,3,7
967,금산사 성보박물관,전라북도 김제시 금산면 모악15길 1,758,4520,35.7232472,127.0537163,9404,8851,1413,2502,3113,3104,4286,6401,7157,4990,3440,558,1,2,2,0,1,5
968,예수병원의학박물관,전라북도 전주시 완산구 서원로 394,400,1773,35.8147985,127.1366945,335481,322113,87797,135340,175888,152070,201511,216402,172541,92088,43322,3512,12,13,18,8,6,45
969,완주책박물관,전라북도 완주군 삼례읍 삼례역로 68,245,,35.9076048,127.0659685,140215,139868,45263,63702,67091,65829,92880,91076,67735,34176,16904,1390,10,5,4,2,4,15
970,원불교역사박물관,전라북도 익산시 익산대로 504,2570,1228,36.0601968,126.9617299,15468,15036,3347,6001,4773,4912,8186,10400,11248,6660,4070,523,2,2,2,0,0,4
971,원숭이학교 자연사박물관(휴관),전라북도 부안군 상서면 부안로 1783,4069,,35.6681579,126.6715944,14167,13477,2069,3613,2974,3594,5796,8943,11022,8344,5638,578,4,1,2,1,2,6
972,전주한지박물관(휴관),전라북도 전주시 덕진구 팔복로 59,3788,,35.8486305,127.0986012,343137,330316,90518,138444,180046,156471,206927,221997,176947,94711,44727,3535,1,16,17,9,10,52
973,천호가톨릭성물박물관,전라북도 완주군 비봉면 천호성지길 151,983,,36.0355445,127.129315,15121,16038,2917,5069,4857,4845,7542,10084,11692,7699,4933,547,0,1,6,0,0,7
974,충간공보물제651호박물관,전라북도 익산시 삼기면 미륵산1길 8,813,1156,36.0260934,127.0161367,65068,64016,14655,28518,37095,25301,38385,46535,36182,18566,9895,1078,4,5,9,1,1,16
975,카메라영상박물관,전라북도 완주군 소양면 신교응암길 14,157,3000,35.8530033,127.2065579,199725,192805,53169,79103,105789,94423,122220,127960,101393,54499,25592,1904,12,8,12,8,4,32
976,군산대학교박물관,전라북도 군산시 대학로558,1286,7200,35.9470221,126.6815184,120977,120882,33709,44850,47293,52675,77389,80461,72153,41178,18473,1557,4,7,6,3,2,18
977,원광대학교 박물관,전라북도 익산시 익산대로 460,6047,4869,35.9678372,126.9580954,122694,120858,26851,48144,66189,47049,69072,83609,73405,40306,20093,1891,0,7,3,2,2,14
978,전북대학교박물관,전라북도 전주시 덕진구 백제대로 567,6521,12800,35.8455188,127.1330403,336634,323338,89416,136628,177204,154292,204035,217794,173064,92042,43332,3559,2,16,17,9,8,50
979,전주대학교박물관,전라북도 전주시 완산구 천잠로303,1877,8739,35.8106837,127.0883549,337739,324542,87594,135561,175610,151789,202062,218213,174856,93676,44701,3681,4,15,16,8,7,46
980,국립나주박물관,전라남도 나주시 반남면 고분로 747,11359,303827,34.9145065,126.6596089,8136,7968,1910,2281,2906,2985,4778,6308,5393,2970,1863,304,4,0,3,0,0,3
981,국립소록도병원 한센병박물관(휴관),전라남도 고흥군 도양읍 소록해안길 82,3933,,34.5127364,127.1189477,7133,6804,1689,2796,2031,2211,4096,5341,5793,4306,2429,341,0,1,2,0,0,3
982,국립해양문화재연구소 해양유물전시관,전라남도 목포시 남농로 136,8358,76040,34.7921525,126.4215005,141679,140841,39103,57506,57582,58607,89356,90301,78863,48073,22490,1538,7,7,14,3,3,27
983,국립해양문화재연구소 태안해양유물전시관,충청남도 태안군 근흥면 신진대교길 94-33,9990,35341,36.6766298,126.151721,1007,1001,106,215,253,244,686,1076,2090,1577,819,60,2,0,1,0,0,1
984,고려청자박물관,전라남도 강진군 대구면 청자촌길 33,2429,37365,34.5086834,126.8008612,4568,4310,1501,2126,1648,1792,2704,3264,3018,1987,1293,159,3,0,3,0,0,3
985,고산윤선도유물전시관(휴관),전라남도 해남군 해남읍 녹우당길 130,1875,,34.5498982,126.6209605,15605,15090,2384,4080,3441,3614,6503,10033,11865,9055,5875,557,3,2,4,1,2,9
986,고흥갑재민속전시관,전라남도 고흥군 두원면 두원운석길 9,728,3173,34.6517791,127.312581,10544,9728,646,1188,1229,1255,3026,6444,8830,7239,5826,608,6,2,3,1,1,7
987,고흥분청문화박물관,전라남도 고흥군 두원면 분청문화박물관길 99,9723,46334,34.628033,127.3236745,11306,10387,683,1351,1360,1401,3346,7125,9728,8025,6471,691,0,2,3,1,1,7
988,기독교역사박물관,전라남도 순천시 매산길 61,866,9751,34.960457,127.4801635,131311,128751,39736,52287,59020,58116,78038,90430,70113,34968,18368,1726,8,8,4,1,2,15
989,김대중노벨평화상기념관,전라남도 목포시 삼학로92번길 68,4677,114905,34.7827212,126.3917239,137079,136214,37940,55548,55106,56789,87286,87869,76977,47153,21935,1507,5,6,14,3,3,26
990,나주배박물관,전라남도 나주시 금천면 영산로 5838,1108,5651,35.0343346,126.7665686,49870,49322,13804,17265,20481,22271,27106,30427,27332,17121,11061,1252,2,4,2,1,2,9
991,나주복암리고분전시관,전라남도 나주시 다시면 백호로 287,4031,15367,34.9958516,126.6559243,20918,20481,3139,5009,6619,6452,8739,13605,14671,10421,6732,889,2,2,3,1,2,8
992,다산박물관,전라남도 강진군 도암면 다산로 766-20,2794,52673,34.5763814,126.7495729,10574,9889,1222,1648,2010,2109,3512,6475,7739,6063,4844,531,2,1,3,1,1,6
993,동학농민혁명기념관,전라남도 장흥군 장흥읍 읍성로 2,2194,15000,34.669031,126.8953527,10554,9897,1147,2567,2109,2022,3704,7443,9188,7000,5204,486,11,2,3,1,1,7
994,목포근대역사관1관,전라남도 목포시 영산로 29번길 6,714,190157,34.7877553,126.3821248,131569,130481,35949,53103,51417,53560,83464,84567,74346,45358,20821,1412,16,5,14,2,3,24
995,목포근대역사관2관,전라남도 목포시 번화로 18,595,,34.785942,126.3816622,130651,129571,35895,52950,51163,53420,83247,84506,74472,45478,20930,1422,16,5,14,2,3,24
996,목포생활도자박물관,전라남도 목포시 남농로 117,2094,169366,34.7937044,126.4209603,141632,140777,39045,57460,57573,58616,89305,90351,79059,48084,22370,1519,7,7,14,3,3,27
997,목포자연사박물관,전라남도 목포시 남농로 135,9177,169366,34.7937044,126.4209603,141632,140777,39045,57460,57573,58616,89305,90351,79059,48084,22370,1519,7,7,14,3,3,27
998,방촌유물전시관,전라남도 장흥군 관산읍 장흥대로 1645,721,2212,34.5510535,126.9430695,4996,4602,1477,1946,1497,1802,2905,3751,3320,2243,1580,218,3,0,1,0,1,2
999,뿌리깊은나무박물관,전라남도 순천시 낙안면 평촌3길 45,1736,15999,34.9038844,127.3397893,7587,6998,1426,1729,1564,2009,3251,4301,5051,3908,2865,240,4,1,2,0,0,3
1000,세계조개박물관,전라남도 신안군 자은면 자은서부2길 508-65,1022,27000,34.8780003,125.9962282,951,1086,105,100,109,227,354,613,1014,843,557,33,1,0,2,0,0,2
1001,세계화석광물박물관,전라남도 신안군 안좌면 대리길 18-20,2190,10396,34.7156879,126.1695462,1618,1684,238,495,282,493,731,1374,1662,1302,754,72,3,0,1,0,0,1
1002,신안갯벌박물관 ,전라남도 신안군 증도면 지도증도로 1766-4,4269,944,34.9646103,126.136869,1065,1211,73,66,115,146,338,703,1039,942,834,33,0,0,1,0,0,1
1003,신안철새박물관,전라남도 신안군 흑산면 흑산일주로 212,1015,4446,34.6867651,125.4275726,874,1173,90,140,154,209,351,787,884,702,480,28,1,1,1,0,0,2
1004,에로스서각박물관,전라남도 신안군 암태면 박달로 362-26,1764,25542,34.8580615,126.1228565,2075,2200,285,535,287,497,907,1355,1777,1488,1062,59,2,0,1,0,0,1
1005,여수민속전시관,전라남도 여수시 율촌면 서부로 1442,563,7131,34.8466464,127.5569523,7403,7410,3630,3397,2958,4455,5796,5396,4215,2289,1204,103,5,3,1,0,0,4
1006,영암도기박물관,전라남도 영암군 군서면 서호정길 5,3027,15263,34.760459,126.6202766,8243,7843,1206,1570,1892,1975,3516,5136,6813,4820,3492,386,0,0,5,0,1,6
1007,왕인박사기념관,전라남도 영암군 군서면 왕인로 440,695,23064,34.7554431,126.6310079,8391,7894,1257,1583,1873,1867,3372,5388,7135,5052,3644,386,2,2,5,1,1,9
1008,장보고기념관,전라남도 완도군 완도읍 청해진로 1455,1739,9300,34.3550943,126.7302461,10721,10679,2716,2847,3088,3855,5602,8317,8944,6299,4544,362,2,1,2,1,2,6
1009,전라남도농업박물관,전라남도 영암군 삼호읍 녹색로 653-15,32391,94694,34.7769212,126.4589686,140964,139948,38775,56680,57185,58302,88560,90287,78786,47371,22269,1493,4,6,13,3,2,24
1010,전라남도산림박물관,전라남도 완도군 군외면 초평1길 156,2059,57299,34.3600015,126.6613332,7798,7649,1677,2100,2138,2295,4028,6466,6944,5106,3549,203,0,0,2,0,0,2
1011,진도역사관,전라남도 진도군 의신면 운림산방로 315,1710,,34.4661227,126.3082841,9064,8735,1714,1872,1435,2187,3907,5246,6374,5369,3674,270,3,2,5,1,1,9
1012,필암서원 유물전시관,전라남도 장성군 황룡면 필암서원로 187,538,67056,35.3098102,126.7509251,12196,11771,2404,2864,2723,3024,5150,7406,8824,7100,4769,333,4,2,3,1,1,7
1013,하의3도농민운동기념관,전라남도 신안군 하의면 대리 35-9,612,5000,34.6162612,126.0284124,1222,1408,207,290,221,287,674,1069,1113,953,494,10,0,0,1,0,0,1
1014,한국대나무박물관,전라남도 담양군 담양읍 죽향문화로35,3848,22824,35.3095423,126.9766326,18091,17329,3699,6263,7032,6361,8351,14569,13895,7352,4755,373,0,1,5,1,2,9
1015,한국민화뮤지엄,전라남도 강진군 대구면 청자촌길 61-5,1859,,34.5085821,126.8056129,4598,4336,1565,2187,1815,1890,2874,3450,3250,2141,1419,159,2,0,3,0,0,3
1016,한국압화박물관,전라남도 구례군 구례읍 동산1길 29,1365,6063,35.196854,127.46059,9148,8384,1392,3069,3575,2594,4121,6626,7129,5216,4201,587,1,2,2,1,1,6
1017,한국차박물관,전라남도 보성군 보성읍 녹차로 775,4598,58571,34.719792,127.0819363,6832,6486,487,892,847,814,1938,4076,5952,4790,3913,521,0,1,1,1,1,4
1018,한국천연염색박물관,전라남도 나주시 다시면 백호로 379,1338,75487,34.9942025,126.6627599,21823,21485,3231,5197,6838,6687,9188,14125,15571,10972,7169,925,5,2,5,1,2,10
1019,해남공룡박물관,전라남도 해남군 황산면 공룡박물관길 234,7966,194603,34.5889661,126.4400805,3256,3147,276,307,451,396,1050,2063,3017,2431,1814,168,0,0,1,0,0,1
1020,홍길동 전시관,전라남도 장성군 황룡면 홍길동로 431,602,70974,35.3194076,126.727178,12837,12580,2578,3206,2908,3274,5483,7324,8951,6701,4667,344,2,2,2,1,1,6
1021,귀족호도박물관,전라남도 장흥군 장흥읍 남부관광로 56-90,330,18500,34.6749627,126.919249,10775,10128,1107,2616,2098,2077,3732,7378,9110,6976,5226,477,3,2,2,1,1,6
1022,규남박물관,전라남도 화순군 이서면 백아로 3109,205,5000,35.1100218,127.0800456,3683,3325,351,785,1250,575,1375,2282,3068,2003,1521,147,7,0,1,0,0,1
1023,나야나 교육 박물관,전라남도 담양군 담양읍 향교리 352-5,450,11894,35.3253036,126.9837251,15355,14744,3214,5579,5974,5591,7269,13019,12351,6159,3784,259,8,1,5,1,2,9
1024,담양우표박물관,전라남도 담양군 대전면 대치9길 16,207,7000,35.2765258,126.8896461,105794,105140,32680,47407,55228,51628,69846,75958,47163,20547,11226,1139,9,3,4,1,1,9
1025,대원사 티벳박물관,전라남도 보성군 문덕면 죽산길 520-1,737,4000,34.9592136,127.132331,2453,2210,327,564,562,529,990,1617,2026,1433,950,73,2,0,4,0,0,4
1026,대흥사성보박물관,전라남도 해남군 삼산면 대흥사길 400,1386,10708,34.476008,126.6163013,5574,5354,1599,1944,1672,1929,3141,3818,3224,2279,1289,96,1,0,3,0,0,3
1027,도갑사 성보박물관,전라남도 영암군 군서면 도갑사로 306,446,30000,34.7527935,126.6628574,8076,7629,1611,2077,2058,2332,3621,5149,6513,4593,3173,351,1,2,6,1,1,10
1028,땅끝해양자연사박물관,전라남도 해남군 송지면 땅끝마을길 89,2462,36003,34.3015384,126.5296057,2224,2238,542,943,962,618,1376,2177,2058,1302,798,68,12,0,1,0,0,1
1029,미암박물관,전라남도 담양군 대덕면 장동길 76,653,3500,35.2596255,127.0216195,13270,12825,3663,4819,6192,5737,7126,11564,9866,4707,2473,246,1,1,6,1,2,10
1030,선암사 성보박물관(휴관),전라남도 순천시 승주읍 선암사길 450,275,,34.9965837,127.3309161,2809,2661,862,1580,1032,1001,2145,1943,1501,974,439,27,0,0,2,0,0,2
1031,송광사성보박물관,전라남도 순천시 송광면 송광사국사길 216-2,3046,21021,35.0022459,127.2757962,2145,2150,952,1536,1310,1197,2354,1972,1516,869,350,20,0,0,2,0,0,2
1032,수다라성보박물관,전남 영광군 불갑면 불갑사로450,798,30000,35.2007754,126.5498501,9601,9183,1476,2563,2218,2412,4077,5848,7131,5585,4165,373,0,0,2,0,0,2
1033,시에그린한국시화박물관,전라남도 진도군 임회면 죽림길 97,763,15000,34.3905335,126.2503041,3395,3210,1116,1283,1260,1434,2322,2698,2603,1792,1015,45,2,0,4,1,0,5
1034,영암곤충박물관,전라남도 영암군 기찬랜드로 41,631,20263,34.790662,126.6846255,8002,7635,1902,2415,2267,2530,4311,5276,5604,4014,2488,303,2,2,6,1,1,10
1035,와보랑께박물관,전라남도 강진군 병영면 장강로 804-6,348,4000,34.6996684,126.8269123,15373,14485,1315,2951,2670,2760,4735,9471,12240,9593,7623,708,3,0,3,1,1,5
1036,우리삶옥당문화박물관,전라남도 영광군 백수읍 대신길 3길 3,894,6400,35.3606102,126.4028543,6313,6416,2774,3062,2406,3072,4015,4485,3487,2370,1403,55,3,0,1,0,0,1
1037,청우요도자기박물관,전라남도 강진군 대구면 청자촌길 30-11,324,390,34.5066292,126.8017312,4398,4137,1501,2126,1648,1792,2704,3264,3018,1987,1293,159,3,0,3,0,0,3
1038,호남호국기념관,전라남도 순천시 원연향길17,4898,27591,34.9359186,127.5212885,141643,139744,45455,58912,64108,65654,87900,98123,75002,36341,18785,1789,5,12,5,2,4,23
1039,화엄사성보박물관,전라남도 구례군 마산면 화엄사로 539,772,39770,35.2565028,127.4975089,9898,9187,1528,3254,3550,2408,4372,6767,7261,5326,4065,520,0,2,2,1,1,6
1040,히든트릭박물관(휴관),전라남도 담양군 담양읍 학동리 642,,,35.3296952,127.0174095,14808,14287,3419,5841,5922,5776,7580,13159,11786,5953,3312,191,4,1,5,1,1,8
1041,동신대학교 문화박물관(휴관),전라남도 나주시 동신대길 67,850,,35.0520354,126.718583,43816,43554,11548,14200,17358,19242,23014,25237,24183,16003,10267,1146,7,3,4,1,2,10
1042,목포대학교박물관,전라남도 무안군 청계면 영산로 1666,5870,,34.9084823,126.4347591,12859,13110,3640,5819,5267,5058,8134,8318,6868,3816,2476,210,0,0,2,0,0,2
1043,순천대학교박물관,전라남도 순천시 중앙로 255,5882,13524,34.9690301,127.481764,132241,129932,40964,53626,59501,59010,79904,90767,70020,35046,18314,1741,16,8,4,1,2,15
1044,국립경주박물관,경상북도 경주시 일정로 186,28438,1121949,35.8291686,129.2279154,76897,74581,17553,26448,32780,28744,43340,55635,50508,27351,14093,1359,10,3,9,2,2,16
1045,국립낙동강생물자원관,경상북도 상주시 도남2길 137,7703,128748,36.4443412,128.2550047,14904,13509,4308,5528,4633,6085,8459,10696,11274,6123,3652,230,2,0,4,0,0,4
1046,국립등대박물관,경상북도 포항시 남구 호미곶면 해맞이로150번길 20,9086,4585,36.0775336,129.5688628,1735,1634,251,289,423,626,768,1351,1640,941,522,18,3,0,2,0,0,2
1047,경산시립박물관,"경상북도 경산시 박물관로 46,경산시립박물관",5016,66429,35.8139007,128.7631357,205720,198643,56166,81856,105390,95153,127628,136683,110635,54949,24396,1531,7,4,6,1,3,14
1048,경상북도산림과학박물관(휴관),경상북도 안동시 도산면 퇴계로 2189,5284,,36.7140801,128.8251941,1875,1906,398,521,297,309,763,963,1357,1125,843,61,4,0,5,0,0,5
1049,구미성리학역사관,경상북도 구미시 금오산로 336-13,2627,118961,36.1144961,128.3136743,135744,141061,39663,55638,59883,69053,92633,105001,72967,27395,12791,1177,5,5,3,1,0,9
1050,구미시립민속관(휴관),경상북도 구미시 산책길 51(원평동),404,,36.1236958,128.3306325,167353,176319,53621,75224,79183,91043,122224,125690,82017,29746,13585,1224,7,5,3,1,0,9
1051,군위숭덕박물관,경상북도 군위군 동서2길 35(서부리 99),423,250,36.2331227,128.5679219,6988,7107,2019,2141,1782,3053,4222,4701,5528,3471,2277,303,11,1,1,1,2,5
1052,감문역사문화전시관,경상북도 김천시 개령면 광한1길 520,1961,,36.1735739,128.2005885,37068,36900,6936,11869,13149,13020,18009,24432,26545,16209,9416,677,5,1,2,0,0,3
1053,김천시립박물관,경상북도 김천시 대항면 직지사길 130,5895,39450,36.1173169,128.0079705,17756,17581,3409,5443,6018,5917,9072,12770,12399,7806,5011,447,0,0,2,0,0,2
1054,대가야박물관,경상북도 고령군 대가야읍 대가야로1203,5024,81900,35.7227472,128.2573309,9143,8955,743,1847,1375,1456,2929,6349,9536,6599,4439,412,4,1,2,1,2,6
1055,독도박물관,경상북도 울릉군 울릉읍 약수터길 90-17,1600,123232,37.4864235,130.8983307,3386,4111,479,665,921,1034,1623,2453,2783,1448,824,69,3,1,1,1,1,4
1056,문경도자기박물관,경상북도 문경시 문경읍 문경대로 2416,1055,37115,36.7410545,128.0840746,5301,4874,840,1663,1428,1624,3014,4095,4876,3293,2043,273,4,1,4,1,0,6
1057,문경석탄박물관,경상북도 문경시 가은읍 왕능길 112,1805,158147,36.6536898,128.0618137,5190,4717,538,2223,3007,1098,1818,2892,4884,2793,1956,209,5,1,4,0,0,5
1058,문경자연생태박물관,경상북도 문경시 문경읍 새재1길 45,3643,23940,36.7524109,128.0784817,5071,4701,812,1583,1381,1556,2866,3845,4591,3032,1794,243,0,1,4,1,0,6
1059,박열의사기념관,경상북도 문경시 마성면 샘골길 44,1603,9065,36.680848,128.1364915,8202,7380,1345,1863,1893,2255,3671,5140,6957,4963,3055,339,1,1,3,0,0,4
1060,박정희대통령역사자료관,경상북도 구미시 박정희로 123,4359,89611,36.0908101,128.348844,185690,197712,60872,83302,89194,104927,138500,138030,88867,32500,14906,1296,5,7,3,1,0,11
1061,사촌마을자료관,경상북도 의성군 점곡면 점곡길 28,249,1001,36.4252335,128.7628892,3298,3177,822,668,1130,1404,1627,2109,2525,1548,810,50,6,0,1,0,0,1
1062,삼성현역사문화관,경상북도 경산시 남산면 삼성현공원로59,4981,69565,35.8012341,128.7967461,127580,124874,32532,49747,72122,56230,76055,85408,69408,34886,16442,1305,2,2,6,1,3,12
1063,상주동학교당유물전시관,경상북도 상주시 은척면 우기1길 64,926,4400,36.5398906,128.0601737,3827,3408,236,865,413,629,1160,2427,4133,2574,2077,182,2,0,2,0,0,2
1064,상주박물관,경상북도 상주시 사벌국면 경천로 684,5697,17868,36.4606438,128.2402266,19222,17891,4797,6255,5654,6999,10084,12993,13966,8265,4918,388,0,0,4,0,0,4
1065,상주자전거박물관,경상북도 상주시 용마로 415,3379,46099,36.4543816,128.2544637,12028,10751,3310,4161,3715,4858,6668,8539,9409,5142,3165,202,5,0,4,0,0,4
1066,성주성산동고분군전시관,경상북도 성주군 성주읍 성산4길37,2895,24259,35.9067403,128.299224,14040,14532,1763,2655,3128,3808,5787,10928,14067,8746,5467,542,0,2,1,1,1,5
1067,세계유교문화박물관,경상북도 안동시 도산면 월천길 301,4886,15549,36.6942106,128.8461048,2527,2536,1100,1017,449,898,1909,1452,1924,1321,1003,82,0,0,5,0,0,5
1068,소수박물관,경상북도 영주시 순흥면 소백로 2780,4359,191146,36.9258349,128.5823573,9211,9565,3447,2791,3862,5920,5160,6207,6004,3199,1705,208,4,0,1,0,1,2
1069,안동민속박물관,경상북도 안동시 민속촌길 13,3090,76445,36.5792982,128.7667861,61263,58970,14628,20893,25758,22208,33330,39024,40008,23257,13308,1211,7,5,4,1,1,11
1070,영양산촌생활박물관,경상북도 영양군 입암면 963,1927,8500,36.5995978,129.0595531,5693,5710,607,755,814,1232,1852,3815,5651,3700,2628,274,3,2,2,1,0,5
