index,시설명,address,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
331,시문학파기념관,전라남도 강진읍 영랑생가길 14,635㎡,10000,34.6422694,126.7659306,10907,10212,1156,1849,1968,2176,3313,6060,7817,6164,5096,466,0,1,3,1,1,6
332,땅끝순례문학관,전라남도 해남군 해남읍 녹우당길 123 ,1484㎡,12000,34.55146,126.6192699,15605,15090,2384,4080,3441,3614,6503,10033,11865,9055,5875,557,3,2,4,1,2,9
333,이육사문학관,경상북도 안동시 도산면 백운로 525,"3,246㎡",17000,36.7389878,128.8627009,1871,1979,93,219,297,266,542,1197,2104,1533,1027,88,2,0,6,0,0,6
334,문경문학관,경상북도 문경시 산북면 김용길 278-1,413㎡,3000,36.7310797,128.2249699,2713,2568,451,880,496,572,1125,1593,2312,1632,1011,107,4,0,1,0,0,1
335,경남문학관,경상남도 창원시 진해구 진해대로 311,562㎡,5000,35.1284577,128.7398399,143812,147461,47738,63814,52097,69478,107944,95460,73300,32064,11452,860,0,2,3,0,2,7
336,김달진문학관,경상남도 창원시 진해구 소사로 59번길 13,393.39㎡,16694,35.1288556,128.7765085,156981,159215,56981,74315,56435,78626,123390,103580,73327,32148,11874,862,0,6,4,2,1,13
337,창원시립마산문학관,경상남도 창원시 마산합포구 노산북8길 49-1,461㎡,8000,35.2142164,128.5742462,254514,252217,61949,85348,108741,116214,152826,176229,163980,77273,28113,1907,13,7,5,1,3,16
338,이주홍어린이문학관,경상남도 합천군 용주면 합천호수로 828-7,455㎡,12000,35.5468376,128.0807967,7847,7451,547,1496,2321,1317,2458,5196,7164,4973,4061,516,3,0,2,0,0,2
339,이원수문학관,경상남도 창원시 의창구 평산로 135번길 32,"3,753㎡",5980,35.2566018,128.6186053,297697,299875,69726,98773,131181,139876,179103,220201,189649,81075,28047,1643,4,9,8,2,3,22
340,한빛문학관,경상남도 통영시 봉수1길 9,263.46㎡,150,34.8261649,128.4152435,53645,52820,11379,19754,15313,18573,32785,37936,38749,20600,8207,435,10,4,4,2,1,11
341,제주문학관,제주특별자치도 제주시 연북로 339,2498.39㎡,14187,33.4814163,126.5180137,188679,183309,62845,79991,87525,93482,122052,125944,89880,42497,18586,1665,3,6,15,6,12,39
342,국립중앙박물관,서울특별시 용산구 서빙고로 137,138156,3411381,37.5230368,126.982235,1956469,1804730,390961,538063,1234838,1216324,1139947,1149541,962629,543170,203970,5510,1,67,132,37,17,253
343,국립민속박물관,서울특별시 종로구 삼청로 37,20049,1045627,37.5808473,126.9768515,1755817,1595861,355347,476583,1026884,996069,997625,1062137,918116,521527,217563,5872,8,72,134,30,16,252
344,"국립민속박물관 파주
(개방형 수장고 및 정보센터)",경기도 파주시 헤이리로 30 ,10268,59815,37.7863679,126.6940035,137159,138069,51035,57578,58711,82722,96378,87132,58323,27718,13192,978,6,4,16,0,0,20
345,대한민국역사박물관,서울특별시 종로구 세종대로 198,11117,505366,37.5739187,126.9779261,1840551,1676018,372976,498092,1089043,1055772,1050375,1107326,951228,540647,223882,6049,25,76,139,32,17,264
346,국립한글박물관,서울특별시 용산구 서빙고로 139,11767,271235,37.5230368,126.982235,1956469,1804730,390961,538063,1234838,1216324,1139947,1149541,962629,543170,203970,5510,1,67,132,37,17,253
347,국립국악원 국악박물관,서울툭별시 서초구 남부순환로 2364,3899,46432,37.478359,127.0090729,1351355,1252474,282995,406241,771054,811424,812440,798310,670550,374295,126580,3861,13,49,45,19,7,120
348,국립극장 공연예술박물관,서울특별시 중구 장충단로 59,2851,5186,37.5528698,127.0001308,2123608,1936436,431473,601855,1256327,1239647,1240250,1275506,1071468,603221,233968,6267,4,88,141,39,16,284
349,국립경찰박물관,서울특별시 종로구 송월길 162,7187,103945,37.5720879,126.9621243,1760952,1600075,364773,486828,1021020,1017140,1008738,1049698,891370,498381,207425,5696,41,68,122,29,18,237
350,국립고궁박물관,서울특별시 종로구 효자로 12,29665,650061,37.5770207,126.976631,1793627,1631926,362350,485935,1058831,1024742,1021074,1080065,931178,528354,219916,5973,21,73,133,31,17,254
351,국립관세박물관,서울특별시 강남구 언주로 721,490,1115,37.5181513,127.0340192,1856112,1702438,386162,538535,1078736,1108462,1092709,1101185,936454,509943,179122,5555,13,72,108,35,13,228
352,국립기상박물관,서울특별시 종로구 송월길 52,1049,10668,37.571365,126.9659027,1775250,1613399,366991,489693,1033012,1025543,1017923,1061850,903640,506860,209581,5739,20,67,123,28,18,236
353,국토발전전시관,서울특별시 중구 정동길 18,5705,100042,37.5666702,126.9701792,1889017,1718342,390516,522486,1097988,1089513,1085227,1124164,955760,538664,219939,5741,27,74,131,30,18,253
354,국회박물관,서울특별시 영등포구 의사당대로 1,8464,60865,37.5310582,126.9153816,2196773,2037567,452360,606210,1283711,1339742,1280937,1313808,1150035,624945,230464,7148,12,74,71,30,19,194
355,석조전 대한제국역사관,서울특별시 중구 세종대로 99,3987,1548926,37.565936,126.9750354,1927560,1753710,398605,531780,1133976,1116174,1110328,1150545,979672,553342,225733,5951,37,76,130,29,15,250
356,육군박물관,서울특별시 노원구 사서함77-1,8948,30000,37.6525076,127.075042,1300300,1207377,276304,395629,676365,653824,754527,838976,742864,402745,161176,5579,20,50,21,13,9,93
357,한국영화박물관,서울특별시 마포구 월드컵북로 400,962,24644,37.5805208,126.8896388,1574336,1433908,351263,457328,837530,943195,936957,953576,811218,424517,167032,5924,26,54,45,14,12,125
358,국립항공박물관,서울특별시 강서구 하늘길 177,18632,270641,37.5567557,126.8084734,1402406,1313919,326101,455739,697414,800432,860205,925548,788752,360225,128210,6831,11,47,14,11,7,79
359,국립대한민국임시정부기념관,서울특별시 서대문구 통일로 279-24,9703,111674,37.5760524,126.9542793,1683645,1528063,354680,469204,970817,985827,969780,1008873,857121,476235,199346,5924,16,61,121,28,16,226
360,둘리뮤지엄,서울특별시 도봉구 시루봉로1길 6,4609,66231,37.6522793,127.0276141,1194491,1101538,232290,357963,648114,592057,672337,760941,680206,375629,154696,5290,17,49,45,15,10,119
361,서대문자연사박물관,서울특별시 서대문구 연희로32길 51,7342,245998,37.576673,126.9374741,1664821,1508025,359258,461942,936468,993419,963209,984795,835084,452412,186617,5955,10,57,118,28,15,218
362,서대문형무소역사관,서울특별시 서대문구 통일로 251,7686,650000,37.5742169,126.9561692,1713605,1555510,361917,479492,989023,1002646,988973,1026849,871267,484768,202226,5860,27,63,121,28,16,228
363,서소문성지 역사박물관,서울특별시 중구 칠패로 5가,24526,160904,37.5605524,126.96935,1985001,1809126,409103,542701,1168422,1168085,1141350,1170675,993550,560045,225543,5994,25,72,129,31,17,249
364,서울공예박물관,서울특별시 종로구 율곡로3길 4 ,10819,436666,37.5768583,126.9835802,1880334,1711740,377728,501802,1099523,1069169,1065465,1133077,980293,556279,229271,6092,31,73,138,32,16,259
365,서울교육박물관,서울특별시 종로구 북촌로 5길 48,597,105718,37.5807787,126.9830411,1832194,1667723,365574,490056,1073921,1037308,1036567,1110025,963520,546195,226834,6256,20,72,139,31,17,259
366,서울상상나라,서울특별시 광진구 능동로 216,19680,339478,37.5495886,127.081578,2025770,1881128,448250,617468,1095658,1161293,1217724,1246813,1082242,566701,192025,6585,0,79,45,23,12,159
367,서울생활사박물관,서울특별시 노원구 동일로 174길 27,6919,108430,37.6196117,127.0767787,1639367,1523726,344846,478966,911228,874929,944085,1036291,911174,489814,192924,6354,34,66,33,23,13,135
368,서울약령시한의약박물관,서울특별시 동대문구 약령중앙로 26,9703,53724,37.5806549,127.0376267,1898677,1736689,381354,543890,1078292,1053455,1097440,1189098,1027082,559934,221628,6988,21,82,129,36,19,266
369,서울역사박물관,서울특별시 종로구 새문안로 55,20974,1086238,37.5707551,126.9688336,1801669,1637892,373012,497083,1048307,1039724,1034008,1078758,918888,517225,213165,5620,11,70,129,28,18,245
370,서울우리소리박물관,서울특별시 종로구 율곡로 96,1385,41507,37.5771508,126.9896733,1936739,1763881,385595,515075,1132573,1103679,1099614,1176052,1021209,577454,235536,6112,21,72,135,33,15,255
371,성북선잠박물관,서울특별시 성북구 성북로 96,339,10140,37.5931802,126.9980918,1976210,1798705,382348,529346,1140364,1094621,1104343,1216588,1070864,595709,245973,6880,21,74,134,33,17,258
372,손기정기념관,서울특별시 중구 손기정로 101,1600,5722,37.5555781,126.9647417,2057603,1877398,424676,564839,1235275,1232109,1186643,1209360,1021042,574326,227874,6149,10,67,130,30,17,244
373,송파책박물관,서울특별시 송파구 송파대로37길 77,6211,158953,37.4987846,127.1039657,1438760,1348838,344248,469273,731613,848701,910072,888417,761186,385177,112815,4277,4,58,33,15,10,116
374,수도박물관,서울특별시 성동구 왕십리로 27,6663,66809,37.5398258,127.0422626,2047566,1875364,422046,592312,1131298,1179942,1197270,1232562,1057337,573449,202122,6048,17,83,124,39,16,262
375,암사동선사유적박물관,서울특별시 강동구 올림픽로 875,2067,114119,37.5609568,127.1306436,1587345,1494091,394260,485148,843329,930860,971588,978563,868917,437264,141609,5152,6,50,21,12,9,92
376,용산역사박물관,서울특별시 용산구 한강대로14길 35-29,2276,69562,37.5251353,126.9658045,1999307,1848047,404986,557283,1232409,1239622,1175067,1181518,983507,551537,207796,5724,24,67,126,35,15,243
377,은평역사한옥박물관,서울특별시 은평구 연서로50길 8,2901,47148,37.6381967,126.9351573,955047,858631,203331,282371,502459,504607,554308,594327,507521,283103,124300,4021,3,27,70,10,9,116
378,청계천박물관,서울특별시 성동구 청계천로 530,5740,66267,37.5711935,127.0349103,1964478,1797359,396895,567543,1104684,1092781,1144523,1208574,1036303,571101,219945,6521,13,92,129,35,17,273
379,한성백제박물관,서울특별시 송파구 위례성대로 71,19423,493738,37.5153979,127.1208596,1523881,1432415,369782,483672,772512,904699,959236,936118,812958,409397,122607,4695,10,53,21,14,8,96
380,허준박물관,서울특별시 강서구 허준로 87,3934,35378,37.5680242,126.8509738,1504300,1387358,331200,442544,797453,882500,893649,922532,796969,411204,154150,5410,14,48,18,13,7,86
381,종로구립 고희동미술관,서울특별시 종로구 창덕궁5길 40,162,20626,37.5831316,126.9889642,1905365,1734254,375125,504583,1107315,1072900,1072330,1154692,1007579,567700,233895,6346,8,68,138,32,17,255
382,G밸리산업박물관,서울특별시 구로구 디지털로26길 38  G타워 3층,4080,13290,37.4802017,126.8951205,1762228,1670237,368659,495708,1031497,1076671,1032306,1074778,950828,501393,175066,5854,23,58,15,18,12,103
383,가회민화박물관,서울특별시 종로구 북촌로 52,272,18562,37.5814789,126.9852404,1849553,1684404,368103,491643,1083026,1047944,1046312,1121556,976665,552912,228838,6261,18,71,137,31,17,256
384,간송박물관,서울특별시 성북구 성북로 102-11,521,33198,37.5945132,126.9966038,1961795,1785977,381203,527311,1133849,1087829,1098413,1209763,1063544,591319,244554,6799,21,73,132,33,17,255
385,경기여자고등학교 경운박물관,서울특별시 강남구 삼성로 29,990,3000,37.4867111,127.0659079,1440026,1332961,338002,457372,746245,862373,901752,879457,743398,386449,119604,4462,27,47,44,19,6,116
386,고촌이종근기념관,서울특별시 서대문구 충정로 8,22527,1491,37.5600312,126.9632221,1989357,1812091,417362,553224,1166093,1176516,1151920,1177544,996381,559131,224583,6229,36,68,125,30,18,241
387,관문사성보 박물관,서울특별시 서초구 바우뫼로7길111,25740,1000,37.4735911,127.0220191,1200659,1114104,255774,367274,692679,733773,731806,706923,592684,329088,106681,3334,0,46,39,19,5,109
388,기생충박물관,서울특별시 강서구 화곡로 333,738,4796,37.5538111,126.8507209,1632896,1512987,364189,488053,868952,961715,982348,1015064,884497,451520,167872,6412,23,54,17,14,9,94
389,김달진미술자료박물관,서울특별시 종로구 홍지문1길 4,281,1309,37.6000406,126.956692,1476989,1332320,309292,399924,841023,842329,846690,892670,768659,432625,184785,5156,23,58,119,25,15,217
390,꼭두박물관(휴관),"서울특별시 종로구 동숭길 122, 동숭아트센터 2층",328,,37.583653,127.0036978,2037829,1856270,394600,542978,1176972,1140988,1145620,1247913,1091607,607135,247411,7195,17,75,135,34,18,262
391,농협 농업박물관,서울특별시 중구 새문안로 16,4504,58312,37.5664064,126.9684511,1878954,1709122,392893,522406,1091301,1091255,1085814,1121772,952301,536270,218623,5748,37,72,130,29,18,249
392,다문화박물관,서울특별시 은평구 불광로 135,1264,4500,37.6187875,126.9325601,1115828,1001840,232027,312243,614158,613755,636720,672064,564125,314317,136188,4029,13,35,104,16,12,167
393,도산안창호기념관,서울특별시 강남구 도산대로 45길 20,989,31640,37.5243895,127.0351173,1937313,1773930,401621,559399,1118224,1147667,1137155,1152655,979887,533268,188240,5633,9,75,120,36,13,244
394,떡박물관,서울특별시 종로구 돈화문로 71,2436,6056,37.5748919,126.9906409,1953738,1779675,386723,520236,1143759,1114726,1109732,1185837,1027778,582037,236379,6051,22,75,135,33,15,258
395,롯데월드 민속박물관,서울특별시 송파구 올림릭로 240,8040,181503,37.5112862,127.0979392,1602555,1493124,381193,504322,809061,938946,996456,981015,842165,431323,132395,4804,28,59,33,16,9,117
396,매헌윤봉길의사기념관,서울특별시 서초구 매헌로99 매헌기념관,2627,73968,37.4695908,127.0365105,1145755,1059966,256225,368558,638163,689677,709906,682525,567884,306170,95252,3203,25,39,39,17,4,99
397,명인박물관,서울특별시 종로구 북촌로6길 1,132,682,37.5801716,126.985201,1856239,1690142,370778,494496,1089192,1055796,1052889,1126757,979262,555033,229287,6119,28,71,137,31,16,255
398,목인박물관 목석원,서울특별시 종로구 창의문로5다길 27-4,51,7142,37.5879324,126.9592544,1550050,1403435,322901,423182,906854,898802,887861,933149,800220,449902,191962,5358,0,62,124,28,16,230
399,뮤지엄김치간,"서울특별시 종로구 인사동길 35-4, 인사동마루 본관 4~6층",607,15146,37.5723323,126.9870523,1949951,1777865,393770,523130,1146038,1120620,1114026,1180049,1017180,575667,234808,6098,37,74,135,32,15,256
400,박을복자수박물관,서울특별시 강북구 삼양로149가길 53,363,4213,37.6536679,127.0086451,1123640,1029349,211357,338786,612869,552700,631457,720023,640898,361780,152212,5113,0,45,63,16,8,132
401,배재학당역사박물관,서울특별시 중구 서소문로 11길 19,1195,1754,37.5637052,126.9722864,1948159,1772428,401147,536545,1141290,1131968,1119952,1156559,983849,555422,225193,5852,18,78,130,30,16,254
402,백범김구기념관,서울특별시 용산구 임정로 26,9683,83542,37.5451823,126.9602216,2114926,1938479,431541,576187,1287924,1293103,1226859,1244172,1048352,589785,228783,6304,18,68,126,31,17,242
403,보나장신구박물관(휴관),서울특별시 종로구 인사동9길 9,200,,37.5735761,126.9845539,1919140,1749701,388473,514901,1127850,1099860,1093639,1156969,997536,564328,231327,6022,48,76,135,32,16,259
404,북촌동양문화박물관,서울특별시 종로구 북촌로11길 76,611,41266,37.5840252,126.9834474,1802224,1640722,360192,483849,1055408,1016778,1020712,1098067,956318,540737,224625,6079,18,71,134,31,17,253
405,북촌박물관,서울특별시 종로구 북촌로 39,301,2600,37.5803336,126.9847638,1856588,1690369,369818,493672,1088182,1054672,1050910,1124642,977571,554058,228995,6142,29,71,137,31,17,256
406,북촌생활사박물관,서울특별시 종로구 북촌로5나길 90(삼청동),260,2118,37.584462,126.9829649,1792477,1631386,358719,481649,1046452,1009253,1014626,1091928,950403,537458,223572,6137,18,72,133,31,17,253
407,불교중앙박물관,서울특별시 종로구 우정국로 55,2100,14701,37.573909,126.9825588,1895317,1727484,385477,512915,1120337,1089104,1085519,1146294,986239,558416,229384,6042,33,78,137,32,17,264
408,브이센터 더 라이브 뮤지엄,서울특별시 강동구 아리수로61길 103,1793,24720,37.5654623,127.1476672,1388400,1309689,353681,427180,727297,817285,858336,857960,759996,374648,119390,4428,0,42,18,11,8,79
409,삼성출판박물관,서울특별시 종로구 비봉길 2-2,916,836,37.6087042,126.9570727,1437370,1295554,296218,388606,812004,807629,818101,868019,753167,424337,181235,5206,17,58,116,24,16,214
410,샬트르 성바오로수녀회 역사박물관(휴관),서울특별시 중구 명동길 74-2,622,,37.5624228,126.9880466,2046608,1863557,411073,551272,1208016,1194945,1172564,1222500,1040538,589866,236226,6040,29,83,137,34,16,270
411,서울대학교병원 의학박물관,서울특별시 종로구 대학로 101,1270,6970,37.5791563,126.9987965,2018305,1838583,397244,538808,1178842,1147416,1145806,1234150,1073666,602363,244000,6546,22,76,136,33,15,260
412,서울올림픽기념관(휴관),서울특별시 송파구 올림픽로 424,13217,,37.5210311,127.1161652,1606702,1507137,387275,505030,821432,955101,1005453,985370,853675,431661,131982,4981,11,55,27,15,6,103
413,세계골프역사박물관,서울특별시 강남구 테헤란로 528 B2,508,257,37.5081321,127.0619116,1667835,1540906,379140,506829,881033,996519,1024236,1016348,872240,459895,148619,5227,29,66,49,24,8,147
414,세계장신구박물관,서울특별시 종로구 북촌로5나길 2,195,300,37.5809772,126.9818059,1818736,1655291,363356,488009,1064652,1026736,1029462,1100617,954724,541310,225163,6169,17,70,138,31,17,256
415,쇳대박물관(휴관),서울특별시 종로구 이화장길 100,342,,37.5798019,127.0046643,2034504,1854664,399416,547531,1183055,1150972,1154848,1247258,1085420,605161,245347,6937,10,77,135,36,18,266
416,뮤제 쉼(휴관),서울특별시 종로구 세검정로 209-17,256,,37.5994829,126.9556748,1473694,1329144,308441,398554,836540,841489,843817,888061,763914,430246,183810,5161,22,58,121,25,15,219
417,신문박물관 PRESSEUM,서울특별시 종로구 세종대로 152 일민미술관 건물 5~6층,3866,8082,37.5697944,126.9776649,1888386,1718838,384700,515094,1116667,1088685,1080865,1132228,968536,549315,225685,6042,41,75,136,30,16,257
418,안중근의사기념관,서울특별시 중구 소월로91,3757,44226,37.5537287,126.9801695,2089396,1904858,420742,568687,1282451,1248999,1199195,1223643,1034711,586106,231801,6234,10,82,137,32,16,267
419,영인문학관,서울특별시 종로구 평창30길 81,541,2000,37.6119118,126.971735,1618182,1464324,329258,440863,920749,895658,915551,984690,856862,482370,204605,5819,8,68,119,26,17,230
420,우리옛돌박물관,서울특별시 성북구 대사관로 13길 66,2429,15640,37.6008585,126.9896787,1857886,1690916,368562,499245,1060366,1031783,1045721,1144102,1006210,560680,234012,6432,3,75,128,32,19,254
421,우리은행 은행사박물관,"서울특별시 중구 소공로 51, 지하 1층",1560,897,37.559236,126.9815052,2045338,1861339,413018,552857,1217767,1202191,1172062,1212408,1031069,583812,233937,6057,29,81,133,30,15,259
422,우석뮤지엄,"서울특별시 서대문구 신촌로 129, 5층",381,550,37.5565616,126.9402326,2026769,1847479,414371,555337,1195413,1213190,1163969,1189028,1018092,563592,221256,6684,35,65,118,31,16,230
423,유금와당박물관,서울특별시 종로구 창의문로 11가길 4,823,1806,37.5936667,126.9626569,1536008,1387714,315484,411924,885283,870501,869531,925158,797873,451812,193905,5500,11,62,126,27,16,231
424,이한열기념관,서울특별시 마포구 신촌로 12나길 26,290,15501,37.555069,126.9338886,2045115,1867384,417884,558887,1204235,1233436,1178216,1206811,1040951,574321,222342,6928,49,65,118,31,17,231
425,이화박물관,서울특별시 중구 정동길 26,2113,10000,37.5658654,126.9713247,1908769,1735872,394383,527573,1113307,1103847,1097764,1134931,965256,544192,221716,5801,13,76,132,30,18,256
426,전기박물관,서울특별시 서초구 효령로 72길 60,5897,23495,37.4856988,127.0279981,1412265,1305561,299332,422678,826211,864651,849592,828354,691543,377841,125184,3899,19,50,51,20,5,126
427,전쟁과여성인권박물관,서울특별시 마포구 월그컵북로11길 20,301,4592,37.5600573,126.9148993,1853742,1699797,388946,512345,1060530,1124057,1079826,1104446,962962,523177,201414,6596,26,62,99,25,17,203
428,전쟁기념관,서울특별시 용산구 이태원로 29,88289,1989915,37.5363171,126.9771144,2067298,1902046,415362,568887,1292975,1265512,1197693,1211966,1019594,577107,222850,6285,17,72,138,36,17,263
429,종이나라박물관,서울특별시 중구 장충단로 166 ,524,4367,37.5596792,127.0062029,2058665,1879353,423650,592677,1204838,1185195,1212723,1257200,1059285,594715,232240,6289,19,84,142,40,15,281
430,짚풀생활사박물관,서울특별시 종로구 성균관로4길 45,878,1395,37.5849188,126.9998471,2024254,1842461,395769,542015,1168444,1137791,1142203,1245492,1090724,608074,248222,6957,20,74,134,34,17,259
431,초전섬유·퀼트박물관,서울특별시 중구 퇴계로 18길 66,585,757,37.5581444,126.9842582,2068804,1883765,418640,560638,1233138,1220711,1190428,1227918,1042125,589947,235280,6219,22,81,133,31,15,260
432,춘원당한의약박물관,서울특별시 종로구 돈화문로9길 27,2113,5870,37.5715924,126.9901734,1973520,1798563,391947,526424,1158116,1131325,1122369,1193357,1030378,583359,236803,6152,42,73,134,32,15,254
433,코리아나 화장박물관,서울특별시 강남구 언주로 827,2644,1084,37.524005,127.0326264,1923195,1760245,397703,555147,1122129,1140121,1127710,1142359,969965,529146,187298,5561,8,74,124,36,15,249
434,탄허기념불교박물관,서울특별시 강남구 밤고개로14길 13-51,987,3933,37.4789653,127.102929,1296131,1212456,307653,421556,654573,769295,818434,802705,684749,345683,102205,4286,4,53,29,14,9,105
435,평강성서유물박물관(휴관),서울특별시 구로구 오류로8라길 44,848,,37.4919603,126.8440668,1812662,1729591,399017,535403,988387,1086794,1083225,1148082,1015564,496344,171861,7633,19,62,14,22,14,112
436,피규어뮤지엄W,서울특별시 강남구 선릉로158길 3,883,9515,37.5258005,127.0403854,1956438,1795211,406148,562035,1105021,1157189,1151622,1172072,1003488,543785,189624,5922,18,77,112,37,13,239
437,한국가구박물관 ,서울특별시 성북구 대사관로 121,2417,1272,37.6000442,126.9930488,1907665,1737355,375147,512573,1091667,1056769,1070566,1176328,1033577,575171,239123,6587,7,75,129,32,19,255
438,한국광고박물관,"서울특별시 송파구 올림픽로 35길 137, 한국광고문화회관 3층",2836,5150,37.5159813,127.0996333,1647670,1533634,391784,514652,838846,968900,1023395,1007772,866849,445050,138959,5173,30,59,33,16,9,117
439,한국금융사박물관,"서울특별시 중구 세종대로 135-5(태평로1가) 3,4층",,10131,37.5685876,126.9764252,1896291,1725024,390163,521009,1119042,1097235,1091687,1137679,971452,551482,225975,6044,41,73,133,29,16,251
440,한국색동박물관,서울특별시 종로구 율곡로 10길 85-7,143,916,37.5738967,126.9920962,1976014,1799702,388673,523968,1154027,1124840,1119914,1196650,1036791,587238,237970,6129,29,75,133,33,15,256
441,한국은행 화폐박물관,서울특별시 중구 남대문로 39,4770,116783,37.5621502,126.9799919,2003470,1823040,408512,541273,1182188,1169436,1147232,1189572,1013852,573154,231662,6041,40,79,133,29,14,255
442,한국잡지박물관,서울특별시 영등포구 여의대방로67길 11 지하1층,,250,37.5197844,126.9302843,2183412,2025489,449843,600957,1269387,1330418,1271540,1294607,1127960,618318,226139,6997,21,70,80,31,19,200
443,한국천주교순교자박물관,서울특별시 마포구 토정로 6,1774,29474,37.5441221,126.912096,2081816,1929274,423937,562583,1230326,1274485,1201634,1235397,1085080,592129,221560,6804,8,73,83,26,18,200
444,한국현대문학관,서울특별시 중구 동호로 268,545,3500,37.5598141,127.0041652,2056081,1875190,424015,591231,1209008,1190778,1215333,1258943,1061139,596521,233758,6200,21,84,142,38,14,278
445,한무숙문학관,서울특별시 종로구 혜화로9길 20,324,1800,37.5877874,126.9985964,1994924,1815243,390595,534527,1153333,1116564,1122745,1228992,1078737,600170,245994,6768,15,74,134,33,17,258
446,한익환서울아트박물관,서울특별시 용산구 한남대로 108,136,1195,37.5380235,127.0049709,2077771,1901136,419370,597425,1272544,1226306,1209366,1225923,1024679,572283,214916,5796,14,82,145,38,15,280
447,혜곡최순우기념관,서울특별시 성북구 성북로 15길 9,102,9159,37.5929066,127.0003577,1997585,1819255,385362,534540,1148844,1100845,1112532,1228779,1081994,601019,248056,7057,14,74,135,33,18,260
448,호림박물관 신림본관,서울특별시 관악구 남부순환로 152길 53,4627,2858,37.481111,126.9183641,1755522,1653287,376636,504227,1038276,1076007,1037864,1066622,921874,492584,173690,5098,16,52,27,21,13,113
449,호림박물관 신사분관,서울특별시 강남구 도산대로 317,1584,3572,37.5226388,127.0362752,1916902,1759277,398222,557397,1109292,1139215,1128532,1142899,972555,528248,185209,5785,11,75,118,36,13,242
450,화정박물관,서울특별시 종로구 평창8길 3,4530,2020,37.6046236,126.9659833,1548078,1400293,315039,416702,890723,869791,877494,939532,818026,461608,196676,5502,8,63,121,26,17,227
451,건국대학교 박물관,서울특별시 광진구 능동로 120,1124,37769,37.5425408,127.0737253,1971980,1830878,428883,599198,1071353,1142530,1189212,1219208,1055247,555095,187416,6156,13,78,50,27,13,168
452,경희대학교 자연사박물관,서울특별시 동대문구 경희대로 26 경희대학교 자연사박물관,2148,12000,37.5976644,127.0551237,1797880,1664287,357859,507735,995232,969231,1020801,1136282,1001689,541897,215086,7010,9,75,87,30,17,209
453,경희대학교 중앙박물관,서울특별시 동대문구 경희대로 26,2036,,37.5967122,127.0513948,1798933,1664701,356959,509245,1000183,972163,1023440,1142222,1005941,546075,217537,7068,1,75,98,31,17,221
454,경희대학교 한의학역사박물관,서울특별시 동대문구 경희대로 26 경희대학교 168호 한의학역사박물관,46211,,37.5967122,127.0513948,1798933,1664701,356959,509245,1000183,972163,1023440,1142222,1005941,546075,217537,7068,1,75,98,31,17,221
455,고려대학교박물관,서울특별시 성북구 안암로 145 ,10017,33960,37.5887496,127.0323735,1836991,1680016,359720,510898,1052357,1012188,1039202,1149562,1001208,546711,220702,6873,22,85,129,34,17,265
456,국민대학교 박물관,서울특별시 성북구 정릉로 9길68,3327,248,37.6110981,127.0002006,1875976,1712808,365690,516741,1054031,1015732,1051502,1168749,1033622,573301,237519,6880,11,72,123,33,17,245
457,덕성여자대학교박물관,서울특별시 도봉구 삼양로 144길 33,915,2600,37.6512976,127.0165728,1182888,1086599,226178,355301,642043,584425,664820,754903,673573,375801,156636,5381,20,48,62,16,10,136
458,동국대학교박물관,서울특별시 중구 필동로 1길 30,1187,1886,37.5592871,126.9985627,2092789,1906681,425553,589238,1232151,1217736,1223984,1269526,1075216,606774,238479,6423,8,83,141,35,15,274
459,동덕여자대학교 박물관,서울특별시 성북구 화랑로 13길 60 (하월곡동),2681,200,37.6045357,127.0376377,1747319,1612626,342330,487018,976526,939412,982722,1105059,978678,533126,216449,6911,21,77,115,32,16,240
460,삼육대학교 박물관,서울특별시 노원구 화랑로 815,1428,8000,37.6429012,127.1060303,1251327,1167811,275738,383159,628364,635431,738064,811398,718488,385188,151140,5047,0,43,17,14,7,81
461,상명대학교박물관,서울특별시 종로구 평창문화로 151,2390,634,37.6105524,126.9759598,1666036,1508647,335601,454029,953429,921727,940529,1019229,889983,500516,211489,6007,6,70,122,29,19,240
462,"서울대학교 치의학대학원
치의학박물관",서울특별시 종로구 대학로 103,11850,5300,37.5807323,126.9994808,2027155,1845581,396775,541186,1178498,1146443,1146428,1239118,1080439,604441,245592,6754,26,76,136,33,16,261
463,서울대학교박물관,서울득별시 관악구 관악로 1,3767,14147,37.480967,126.953148,1666569,1563396,354276,474593,999530,1041015,992781,1007372,854913,462001,165674,5103,33,55,42,23,10,130
464,서울시립대학교 박물관,서울특별시 동대문구 서울시립대로163 서울시립대학교 박물관,946,1489,37.5831406,127.0570192,1948902,1797810,390185,558533,1076604,1064698,1127409,1219310,1065612,574980,219027,6753,6,79,95,32,16,222
465,서울여자대학교 박물관,서울특별시 노원구 화랑로 621,886,920,37.6277725,127.0904878,1492285,1388205,316351,437345,803301,783312,861649,950309,840658,451943,177411,5927,1,56,25,17,11,109
466,성균관대학교박물관,서울특별시 종로구 성균관로 25-2,1695,12500,37.5883924,126.9922151,1941039,1764497,381900,517348,1127643,1091981,1091914,1188732,1041507,582164,240518,6684,11,72,136,33,18,259
