index,시설명,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
663,이동꿈틀도서관,792,20904,37.1391507,127.1997285,2142,2366,495,838,670,762,1424,1513,839,402,173,0,11,1,0,0,0,1
664,용인시구성도서관,2775,333476,37.2966821,127.1187796,47114,44443,13303,19876,25663,21926,32787,30786,21260,13641,6022,458,21,2,0,0,0,2
665,용인시수지도서관,5059,838117,37.3201871,127.0945017,107859,102511,37758,50565,45338,57592,82500,68513,40760,26045,10009,317,37,2,0,1,1,4
666,용인시죽전도서관,4965,437419,37.3304103,127.1188112,69130,65394,19718,27018,35492,36997,45841,43476,29186,17046,7722,543,25,2,2,2,1,7
667,용인시포곡도서관,2733,179061,37.2789044,127.2326774,13183,13867,4181,5427,6596,7023,9836,9428,6934,3531,1417,73,7,1,0,0,0,1
668,용인시 기흥도서관,6607,489194,37.2861411,127.1133818,58524,56613,17425,21009,27654,31436,38748,38093,26905,15508,6765,504,35,2,0,0,0,2
669,용인시 동백도서관,5560,517171,37.2741015,127.1580713,48914,45162,16299,27191,18322,17822,39426,30766,16985,11198,5251,587,10,1,1,0,0,2
670,용인시 모현도서관,2728,108092,37.3357183,127.2496581,7790,7597,1518,2748,3568,2724,3671,4364,3752,1729,614,47,13,1,0,0,0,1
671,용인시 청덕도서관,1981,260850,37.2928014,127.1474798,41359,38273,16111,24799,20735,18258,37122,27101,15869,10511,4322,220,14,1,0,0,0,1
672,용인시 흥덕도서관,4494,258176,37.2749326,127.0839176,42988,42463,14774,18427,18251,24084,29924,28373,16691,6688,3172,514,14,1,0,0,0,1
673,용인시양지해밀도서관,706,35733,37.2374844,127.2858167,5683,7063,595,2057,3209,2436,2746,3715,3553,1519,778,63,11,1,0,0,0,1
674,용인시구갈희망누리도서관,264,67677,37.2727664,127.1323161,41819,39781,15322,17632,21641,24645,32007,29419,19576,11510,4998,523,14,1,2,0,0,3
675,백운호수도서관,602,25689,37.3700411,127.0076551,5821,5751,1907,1513,2277,3217,3251,4126,3386,1105,333,0,6,1,0,0,0,1
676,의왕시내손도서관,6905,289567,37.3875393,126.9816303,66909,63674,20133,30743,32439,35263,46969,49172,35142,12152,4937,236,25,3,1,0,0,4
677,의왕시중앙도서관,7268,238030,37.3422674,126.9697893,25283,25284,6937,11431,12321,13019,16421,18007,15163,5851,2425,240,8,2,1,1,3,7
678,의왕시 포일어울림도서관,818,90063,37.3961707,126.9826598,67039,63864,18197,25089,31401,34657,41305,45927,33901,12178,4908,166,12,3,0,0,0,3
679,의왕시글로벌도서관,3519,157939,37.3578047,126.9715939,41051,40501,12607,15435,19175,21636,26146,29273,25830,9224,3361,274,10,2,1,1,2,6
680,가재울도서관,1942,46088,37.748362,127.044251,80429,78380,17082,25984,47203,44880,48750,61584,51559,25081,11128,679,24,3,0,2,0,5
681,의정부과학도서관,6952,248293,37.744874,127.0690533,76771,73212,19191,25912,39168,38348,46010,57538,44434,19789,9048,650,14,1,0,0,1,2
682,의정부미술도서관,6565,310839,37.7450621,127.1061726,47540,45405,19390,19526,19114,27264,34457,28851,18087,7880,3445,230,3,1,0,0,0,1
683,의정부영어도서관,2185,69762,37.7265004,127.0426093,75646,71346,15157,21857,41454,37999,43674,51549,42705,22773,9552,264,26,3,1,2,0,6
684,의정부음악도서관,798,198511,37.728448,127.0538189,91121,86073,18784,27168,49304,45901,52680,64284,52825,26688,11361,345,13,2,1,1,0,4
685,의정부정보도서관,5310,187750,37.7366126,127.0340397,70382,68157,13905,20339,40987,38333,41025,50207,41848,21597,9082,195,13,3,0,2,0,5
686,이천시립도서관,3296,99966,37.2869883,127.4366483,35821,36115,11396,14370,20140,21931,23135,22554,17851,6987,3026,176,4,2,3,1,1,7
687,이천시청미도서관,1941,41747,37.1170762,127.6152887,4736,4565,960,1404,1680,1861,2534,3083,3994,2212,1322,94,4,1,0,0,0,1
688,이천시립마장도서관,1386,131709,37.2536353,127.3546334,4962,5416,1726,1618,2249,3224,2422,2663,2715,1437,1016,97,13,1,0,0,0,1
689,이천시립효양도서관,3484,174605,37.2614434,127.4779283,12014,14875,2573,4172,4961,5393,7025,7223,5000,2287,980,16,9,1,0,0,0,1
690,이천시 어린이도서관,2158,103785,37.2782172,127.4410438,31850,32277,10201,12354,15014,17841,20498,19364,15922,6534,2843,176,19,2,2,1,1,6
691,가람도서관,2103,165726,37.7315175,126.7622165,46646,43369,19066,20851,18965,28105,35360,28977,17498,8229,3314,100,9,2,0,2,1,5
692,교하도서관,8547,428922,37.7232081,126.7122916,34624,33840,12274,12437,11114,18964,20085,16179,9443,4279,1814,175,12,2,0,0,0,2
693,월롱도서관,304,9461,37.7992622,126.7891812,1438,2037,341,489,945,682,972,1293,1120,738,432,15,10,1,0,0,0,1
694,적성도서관,4997,19487,37.9542004,126.9176262,1336,1445,135,266,490,226,339,839,1079,661,357,41,7,1,0,0,0,1
695,조리도서관,942,36319,37.7475209,126.8066245,8812,8983,1442,2983,3824,3525,4819,6996,6497,3005,1639,47,15,1,0,0,0,1
696,탄현도서관,271,29769,37.8023977,126.7161638,642,736,18,64,4057,2412,713,588,505,161,106,0,8,1,0,0,0,1
697,파평도서관,279,2647,37.9217217,126.8378254,181,224,6,6,26,48,87,95,152,84,111,9,8,1,0,0,0,1
698,한빛도서관,1654,267275,37.7120393,126.7493972,83060,77619,33504,39652,31457,44362,64223,53781,31924,14014,6105,169,5,4,0,1,1,6
699,한울도서관,2700,300689,37.717773,126.743837,82301,77025,35175,38150,28738,46308,62681,47512,28054,12632,5058,153,6,3,0,1,1,5
700,해솔도서관,1998,202734,37.7267333,126.7481819,82133,77147,36159,38378,32075,51405,64479,49305,29821,13503,5547,230,10,4,0,2,1,7
701,물푸레도서관,944,38129,37.7342331,126.7204413,34983,33988,15877,16423,12825,22609,27256,20697,11602,5120,2074,151,4,2,0,0,0,2
702,술이홀도서관,398,4745,37.8305402,126.8198325,3157,3512,757,1036,1416,1900,2400,2789,3028,1518,683,71,12,1,0,0,0,1
703,파주시중앙도서관,6516,281808,37.7499887,126.7710957,32114,31715,11104,13111,15798,20400,23011,22575,15812,8062,3899,302,11,2,0,1,1,4
704,행복어린이도서관,330,24104,37.8567429,126.790438,21381,21925,7245,8322,8840,12749,13354,12180,9915,5725,3080,144,17,2,0,1,0,3
705,금촌3동솔빛도서관,741,68718,37.7712163,126.778153,25249,26235,7471,9959,13657,14540,17620,19863,14881,7427,3554,190,12,2,0,1,0,3
706,파주시립중앙도서관광탄분관,1859,32056,37.7803433,126.8525858,2027,2401,261,486,806,657,1095,1739,1518,865,533,99,10,1,0,0,1,2
707,파주시립중앙도서관금촌분관,447,11891,37.7585863,126.7799701,34015,34075,10869,13234,16300,19889,22764,23898,17114,8554,4230,313,13,3,0,1,1,5
708,파주시립중앙도서관문산분관,1163,125615,37.8531073,126.783286,17600,17905,5096,6446,7341,9894,10811,10381,8185,4887,2626,123,10,2,0,1,0,3
709,파주시립중앙도서관법원분관,1080,54752,37.8474432,126.886415,2594,2725,301,734,1021,817,1202,2043,2160,1268,749,87,5,1,1,0,0,2
710,평택시립세교도서관,1044,109981,37.0064192,127.0784897,34049,36505,11886,13069,18216,22659,24398,23923,15636,6648,2807,70,16,1,0,0,0,1
711,평택시립안중도서관,4200,181529,36.9894563,126.9192178,18686,19824,6029,9657,9305,9379,14892,13384,7157,3289,1705,183,14,1,0,1,0,2
712,평택시립오성도서관,729,18369,37.0091407,126.9806332,1878,2090,372,398,642,782,874,1078,1094,639,398,24,5,1,0,0,0,1
713,평택시립장당도서관,2813,190142,37.052806,127.0651265,36081,38418,10104,13453,24195,21840,24512,26335,16855,7666,3438,182,5,1,0,1,0,2
714,평택시립청북도서관,478,65539,37.0215834,126.9163318,10007,10860,4045,4068,3354,5582,7473,5236,4339,1962,995,73,16,1,0,0,0,1
715,평택시립팽성도서관,969,76105,36.9648641,127.0516539,9428,10423,2757,2863,4166,5264,6417,6630,5637,2783,1511,84,8,1,0,0,0,1
716,평택시립 비전도서관,2616,161185,36.9958544,127.0937084,54988,56964,16795,22604,31118,34322,38408,41088,27725,11906,5344,129,14,1,0,0,0,1
717,평택시립 진위도서관,1209,18982,37.1068057,127.078455,3019,3669,752,1123,1841,2260,2259,1972,1709,833,404,32,0,1,0,0,0,1
718,평택시립배다리도서관,5132,522458,37.0022023,127.1194269,58840,59123,22326,25370,27248,35017,42401,37913,22381,8602,3633,96,13,1,0,1,1,3
719,평택시립지산초록도서관,2187,90752,37.0789243,127.0603369,36041,38548,7084,11523,21147,20152,24170,27328,19725,9123,4055,233,39,2,0,1,0,3
720,포천시립가산도서관,998,37408,37.8485564,127.1858846,4446,5132,549,1382,2164,1394,1994,3573,3593,1501,764,32,6,1,0,0,0,1
721,포천시립선단도서관,998,48365,37.8535958,127.1600494,7287,8414,949,2418,4662,2240,3192,5269,4502,1809,993,58,6,1,0,0,0,1
722,포천시립소흘도서관,1985,137431,37.8295888,127.1375298,17222,17098,4964,7092,8782,8045,10946,12800,9300,3447,1799,224,12,1,0,0,0,1
723,포천시립영북도서관,1127,62151,38.0877623,127.2742825,2454,2707,924,624,1183,1508,1047,1413,1943,1252,640,30,6,1,0,0,0,1
724,포천시립일동도서관,1999,104331,37.9549174,127.3155406,2430,2493,161,475,1054,615,790,1726,2367,1432,1109,196,9,1,0,0,0,1
725,포천시립중앙도서관,4919,175773,37.9052299,127.2063442,11666,11821,1881,3464,5506,4034,5061,8122,8573,4310,2379,104,17,2,1,1,1,5
726,포천시립영중꿈나무도서관,611,1937,38.0054764,127.2450259,841,940,210,289,466,602,554,801,781,314,100,0,3,1,0,0,0,1
727,하남시미사도서관,6450,412890,37.5674715,127.1873037,89439,84833,36507,33939,38614,59403,68963,48391,40374,18642,5265,481,14,4,0,0,0,4
728,하남시세미도서관,1323,70699,37.5434436,127.1941013,69822,68397,21562,20167,27835,40446,42817,42398,39646,18425,6219,469,13,3,1,1,1,6
729,하남시신장도서관,2202,5933,37.537876,127.214336,54277,53805,14573,15360,21510,30294,32344,35045,36326,17181,5256,249,25,3,1,1,2,7
730,하남시위례도서관,2218,243569,37.4821712,127.1483483,108148,102897,40627,39703,45734,65142,74115,69624,57386,24933,7238,419,11,5,0,0,0,5
731,하남시일가도서관,844,207171,37.5586875,127.1832405,117660,111824,43562,41727,44908,68317,81267,58389,50140,22395,6075,486,16,4,0,1,0,5
732,하남시 나룰도서관,3486,281704,37.5534934,127.2084621,67771,66323,20562,19727,28520,40115,43087,40093,37402,18117,5636,357,16,4,1,1,2,8
733,하남시 덕풍도서관,719,112297,37.533499,127.2005529,43069,43133,12563,12940,18992,26082,28171,30898,31282,14978,4577,237,19,3,1,1,2,7
734,하남시디지털도서관,1526,60175,37.5631451,127.1972075,77751,74257,29766,29140,34988,51719,59867,42053,35216,16317,4692,421,9,4,0,0,0,4
735,봉담도서관,4574,148545,37.2194378,126.9490376,27490,27229,10238,14763,16658,17076,22648,18709,12841,6008,1798,156,29,1,0,1,2,4
736,정남도서관,567,26655,37.1684221,126.982896,1868,2283,178,394,951,724,924,1781,1602,874,489,36,12,1,0,0,0,1
737,노을빛도서관,739,56118,37.2031489,127.0273275,46284,51123,17611,21347,27740,30785,36698,32157,20362,8748,2910,157,15,4,1,1,0,6
738,목동이음터도서관,1774,153372,37.1895483,127.1244879,45737,44817,25513,21824,12102,31483,38280,18537,8690,1807,169,0,15,3,0,0,0,3
739,서연이음터도서관,1669,184361,37.1606476,127.1094863,43943,44206,28541,19535,15555,39321,38152,19989,11730,2571,325,20,15,1,0,0,2,3
740,왕배푸른숲도서관,2193,182421,37.1792804,127.1133707,55209,55011,37111,26819,19005,50282,50654,24636,13149,2573,221,0,7,2,0,0,0,2
741,화성시남양도서관,4499,119382,37.2088526,126.8240626,16231,19098,5792,4883,8355,12743,11322,10781,8654,3184,1247,116,7,1,0,1,0,2
742,화성시병점도서관,2818,156054,37.2122737,127.0460839,76961,82149,30985,35435,47871,56383,61485,45546,25895,10426,3028,139,24,3,0,1,0,4
743,화성시삼괴도서관,1965,41141,37.0893886,126.8145889,4738,5351,887,1726,2278,1878,3082,3975,3782,1757,899,62,8,1,0,0,0,1
744,화성시태안도서관,4506,86836,37.205864,127.0140042,17828,19778,7274,8654,12685,13145,15772,13748,9085,4258,1377,82,9,2,3,0,0,5
745,화성시 진안도서관,2931,98621,37.2132549,127.0395351,72986,77182,29367,33930,45424,53317,59119,44467,26850,11289,3551,205,24,4,0,1,0,5
746,화성시립송산도서관,3907,42362,37.2170109,126.7391278,2332,2718,292,488,921,1069,1260,1878,1881,1022,535,50,6,1,0,0,0,1
747,동탄복합문화센터도서관,6464,422015,37.2000798,127.0774226,67271,67783,31052,39046,33673,45155,58861,37558,16622,5282,1195,37,6,1,0,1,0,2
748,화성시 다원이음터도서관,1696,210990,37.2105302,127.104617,54693,54185,29092,29378,20861,39810,49020,25909,11753,3265,689,12,10,2,0,0,1,3
749,화성시 송린이음터도서관,1141,88596,37.2775058,126.8226015,24864,24561,14347,13322,16544,18864,21417,17233,9461,1744,362,25,7,1,0,0,0,1
750,화성시 동탄중앙이음터도서관,2965,267152,37.1987111,127.1106577,69388,68561,38453,36024,25080,51781,61499,30963,13487,2827,399,0,9,3,0,0,0,3
751,두빛나래 어린이도서관,1628,24205,37.2094214,127.0566655,91891,96765,37244,46808,50893,62996,74764,53879,28823,11170,3195,139,27,3,0,0,0,3
752,화성시립둥지나래어린이도서관,1619,55429,37.1280831,126.9241695,24806,25853,12359,17151,11229,16047,25346,17554,10255,4050,1699,114,20,2,1,0,3,6
753,강릉교육문화관,5226,152440,37.7459378,128.8999721,29845,29420,7505,11482,17517,12604,18385,19793,18572,10595,5076,413,11,1,1,3,1,6
754,명주교육도서관,1114,79599,37.8865492,128.8265957,7299,6892,1918,2590,2611,3141,4356,5293,5251,2934,1572,235,18,1,0,0,1,2
755,고성교육도서관,708,29122,38.439178,128.450216,2157,2036,549,537,693,877,1040,1396,1663,979,582,59,18,1,0,1,0,2
756,동해교육도서관,2904,133300,37.5387738,129.109837,17085,16696,3728,6034,5944,6040,10386,12198,12464,6291,2708,93,13,2,1,1,2,6
757,삼척교육문화관,3683,207421,37.4451643,129.1648039,17659,18821,4212,6120,8633,6145,9791,11334,12048,6799,3923,390,14,1,1,1,1,4
758,속초교육도서관,1604,82804,38.2026814,128.5804888,28217,27176,6149,8225,8978,11015,15864,19598,19730,9965,4724,313,11,2,1,1,1,5
759,속초교육문화관,3049,184494,38.2063762,128.5859889,23471,22606,5304,7195,7791,9477,13865,17981,18244,9371,4544,292,6,2,1,1,1,5
760,양구교육도서관,2565,81547,38.1018568,127.9873867,4951,4795,1423,1064,1753,1982,1804,2659,3322,1710,1083,87,9,1,1,2,1,5
761,양양교육도서관,1525,71348,38.0758946,128.618285,4930,5013,844,1126,1483,1723,2526,3410,3807,2242,1238,71,7,1,0,1,1,3
762,영월교육도서관,1454,58008,37.1805813,128.4597538,8048,8148,971,2137,2393,1964,3343,5892,8195,4448,2511,114,11,1,3,1,2,7
763,문막교육도서관,797,39304,37.305127,127.8149526,4209,4265,727,1561,2005,1420,2078,3161,2893,1552,991,85,8,1,0,0,0,1
764,원주교육문화관,10997,496904,37.3512784,127.9357398,44798,42566,9310,14010,21418,19655,23838,30937,28049,12242,6606,524,12,1,0,0,2,3
765,인제교육도서관,1116,72130,38.0701063,128.1705606,3286,3501,376,499,1278,905,1011,2355,3111,1750,1200,68,3,1,2,1,1,5
766,정선교육도서관,1404,42035,37.3782007,128.6616765,3369,3393,831,1154,1079,1217,2235,2635,2825,1736,976,59,8,1,1,1,2,5
767,철원교육도서관,1140,53524,38.2107656,127.2126502,6308,6160,1046,1265,1377,1814,2518,4134,4956,2708,1922,106,3,2,0,0,0,2
768,춘성교육도서관,1147,32010,37.9270848,127.7507336,2153,1967,352,774,692,555,1078,1098,1515,749,387,13,8,1,1,0,0,2
769,춘천교육문화관,11449,283219,37.8757024,127.7236547,43879,42764,11083,18951,32949,22213,23775,27884,26174,13557,8079,507,11,3,2,2,1,8
770,태백교육도서관,1069,69396,37.1579032,128.9892859,8216,8225,1514,2564,2687,2697,5036,6698,6831,4615,2300,141,27,1,0,1,0,2
771,평창교육도서관,912,34882,37.3696405,128.3943934,1957,1970,122,175,219,284,607,1580,2697,1631,769,50,6,1,0,1,1,3
772,홍천교육도서관,1875,69452,37.691564,127.883739,12838,12465,4068,5203,5069,5721,8262,9058,7361,3402,1710,95,5,2,1,2,1,6
773,화천교육도서관,1635,41815,38.1074923,127.7042923,3168,3187,725,938,1018,988,1528,1854,2297,1530,715,54,6,2,1,1,0,4
774,횡성교육도서관,1047,44875,37.4869671,127.9799491,7990,7792,1099,1776,2243,2218,3234,5336,6234,3408,2088,257,5,2,0,1,1,4
775,모루도서관,3859,134304,37.7637978,128.891195,34688,33684,8087,12417,16574,14624,22179,25005,22674,13379,6363,413,9,1,2,4,2,9
776,강릉시립중앙도서관,2583,119311,37.7730055,128.9129149,25193,24009,4720,8581,10213,9289,14120,17991,17420,8986,3945,222,7,1,0,1,0,2
777,고성군립도서관,551,21903,38.3809917,128.4657475,2228,2438,597,346,906,1133,696,1092,1658,833,437,45,9,1,0,1,2,4
778,토성공공도서관,880,3362,38.2588158,128.5562077,1835,1891,127,219,300,406,594,1241,1878,1123,863,56,9,1,0,0,0,1
779,동해시립발한도서관,2018,110404,37.5482437,129.1057917,10746,10494,2161,4062,3875,3399,6816,8323,8637,4708,2043,50,17,2,1,0,0,3
780,동해시립북삼도서관,2344,97058,37.4926787,129.1044202,11090,11785,3772,4594,3883,5251,8469,8151,6887,3489,1830,151,22,1,0,0,0,1
781,삼척도계도서관,1160,11495,37.2324004,129.0496733,2837,2689,294,377,692,723,1129,2096,2457,1448,690,104,6,1,0,0,0,1
782,삼척원덕도서관,365,2258,37.1776001,129.3356798,584,732,159,248,173,201,359,613,778,244,182,0,2,1,0,0,0,1
783,속초시립도서관,2651,105463,38.1865798,128.5907735,21289,20326,6484,7032,7287,10086,13183,15036,13124,6082,2647,182,11,1,1,0,0,2
784,영월주천도서관,695,6957,37.2721434,128.2691175,586,641,262,263,212,335,467,657,664,335,195,5,20,1,1,0,0,2
785,미리내도서관,2979,129845,37.3252918,127.9838482,19566,18187,9195,11002,7801,12628,16984,12775,7383,2275,927,55,20,1,0,0,0,1
786,중천철학도서관,889,21721,37.3053553,127.9201048,3983,4630,702,1003,2421,1542,1826,2419,3092,1367,924,74,11,1,1,0,0,2
787,원주시립중앙도서관,9890,401141,37.3265193,127.9538296,56635,53715,13380,21097,28848,26641,34294,39883,31653,13518,7485,384,7,1,0,2,1,4
788,원통도서관,822,9884,38.1252669,128.2053333,2199,2300,680,530,831,1274,955,1357,1730,904,435,39,7,1,0,0,0,1
789,사북공공도서관,1380,37310,37.2242124,128.824665,1547,1610,301,516,330,327,969,1031,918,440,251,30,11,1,1,0,0,2
790,관전도서관,917,4632,38.2169095,127.213757,6334,6156,1144,1363,1463,1873,2687,4344,5058,2693,1971,106,7,2,0,0,0,2
791,철원갈말도서관,868,22588,38.1472164,127.3050624,3241,3428,938,1146,1160,1808,1733,2251,2594,1247,676,11,3,1,0,0,1,2
792,철원김화도서관,1579,56073,38.2387021,127.4403846,1605,1534,401,644,754,712,865,1241,1250,522,435,41,7,1,0,1,1,3
793,소양도서관,968,22986,37.8926727,127.7452112,40743,38427,7923,12027,19598,16022,18582,22975,23447,12248,8019,595,9,1,2,0,0,3
794,춘천남산도서관,1041,7255,37.7931634,127.6432562,459,446,96,198,222,166,231,414,334,214,124,22,10,1,0,0,0,1
795,춘천동내도서관,1097,26471,37.8360087,127.7627639,4564,4601,1911,2603,2146,2745,3837,3228,2217,920,407,39,4,1,0,0,0,1
796,춘천서면도서관,973,8018,37.8995741,127.6957917,486,365,639,290,198,798,374,229,329,189,90,0,8,1,2,0,0,3
797,춘천시립도서관,7702,459209,37.861877,127.7551387,51327,48334,11622,18706,28097,21525,28671,32212,28201,13509,7825,377,6,1,2,1,1,5
798,춘천신사우동도서관,1570,51580,37.9056482,127.7280602,12916,12515,3977,4592,5092,5891,7219,8188,7176,3602,2014,114,7,1,2,1,0,4
799,춘천시립청소년도서관,4676,110809,37.871323,127.708378,21814,21036,6961,8073,11136,11561,12805,13981,11874,5893,2986,209,8,2,1,0,0,3
800,담작은도서관,502,43709,37.8719288,127.7315753,69185,66296,14044,24298,44261,29672,33753,40021,36699,18560,11029,556,11,2,3,3,1,9
801,태백시립도서관,1160,91814,37.0996837,129.0220687,1883,1926,1026,1248,434,963,2067,1421,1113,424,174,0,8,1,0,0,0,1
802,태백산소드림도서관,908,137230,37.1799377,128.9849964,5634,5592,1096,1511,1317,1745,3228,4033,4931,3344,1724,103,20,1,0,1,0,2
803,평창군립대화도서관,1618,15470,37.5012646,128.4578,861,885,95,176,183,201,416,737,1050,538,267,22,5,1,0,0,0,1
804,평창군립봉평도서관,474,13474,37.616138,128.3794418,800,785,49,97,80,94,252,625,1021,472,267,11,4,1,0,0,0,1
805,평창군립진부도서관,1153,16095,37.6354497,128.5543238,2317,2267,309,561,488,626,1175,2068,2592,1360,781,7,9,1,0,0,0,1
806,평창군립대관령도서관,775,10680,37.6739697,128.7057217,1071,1148,189,293,303,356,761,1018,1402,810,375,26,5,1,0,0,0,1
807,남면도서관,962,18760,37.6177672,127.7675786,1023,974,103,93,149,141,252,753,1273,739,441,24,9,1,0,0,0,1
808,서석도서관,854,56502,37.7135797,128.1849987,221,209,5,12,51,13,53,232,163,77,93,23,5,1,0,0,0,1
809,홍천내면도서관,696,3727,37.7734866,128.3893123,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1
810,홍천연봉도서관,2215,102022,37.6825302,127.8774469,9284,9075,2861,3279,3658,4046,5676,6230,5210,2470,1209,42,4,2,1,2,1,6
811,화천어린이도서관,882,46320,38.1038899,127.7023941,3168,3187,725,938,1018,988,1528,1854,2297,1530,715,54,6,2,1,1,2,6
812,둔내태성도서관,488,19534,37.5147331,128.2125458,1110,1118,55,1013,133,172,264,663,1226,631,382,27,8,1,0,0,0,1
813,횡성군립도서관,3948,65678,37.4892291,127.975833,7773,7622,1001,1543,2115,1975,2987,5220,6328,3441,2047,189,5,2,0,1,1,4
814,괴산교육도서관,1874,42900,36.8109221,127.7920861,4090,4428,952,1299,1354,1676,2459,2572,1456,589,226,10,10,1,1,1,2,5
815,단양교육도서관,1395,1401,36.9795635,128.3567969,4262,4292,710,1380,2438,1205,1961,3006,3600,1843,1044,36,5,2,0,1,1,4
816,보은교육도서관,1776,22967,36.4839344,127.7161014,5432,5369,1536,2129,2439,2498,3247,3902,3456,1509,671,30,14,2,1,1,1,5
817,영동교육도서관,1650,0,36.1713571,127.7727094,7784,7421,1066,2034,2060,1980,3300,5344,6782,4272,2792,251,11,2,1,0,2,5
818,옥천교육도서관,1835,31658,36.3009047,127.5723295,11444,11325,1798,3293,3292,2824,5561,7186,8574,4969,3202,475,7,2,0,1,1,4
819,금왕교육도서관,1584,48430,36.9900435,127.5922332,6305,7008,1009,2032,2556,2332,4018,5261,4704,2430,1262,69,10,1,0,0,0,1
820,음성교육도서관,1325,0,36.9401364,127.693005,5106,5197,760,1116,1392,1459,2267,4031,5375,3272,1879,136,2,1,0,1,2,4
821,제천학생회관,1931,10135,37.1327698,128.209781,32138,31774,8663,11355,11821,13434,18631,22784,21825,10822,4941,197,13,4,0,1,3,8
822,증평교육도서관,1563,0,36.7830578,127.5886546,14460,15298,3537,4049,5202,6293,8101,9871,10606,5211,2538,88,5,2,0,0,2,4
823,진천교육도서관,1092,36712,36.8558112,127.4392798,12352,13231,2088,4236,4662,3793,6482,9189,9282,5522,3384,255,19,2,0,1,1,4
824,미원교육도서관,807,9665,36.6372156,127.660374,856,912,88,150,325,262,372,495,748,582,245,0,5,1,0,0,0,1
825,충청북도교육도서관,8831,267218,36.6329142,127.4776853,59211,58847,11759,19029,32722,25977,31087,38225,37059,19491,10522,704,9,3,5,2,1,11
826,충청북도교육문화원,334,28202,36.6830457,127.4792135,20206,19215,6730,8087,10091,10949,13008,10739,8097,2758,1191,125,4,2,0,1,0,3
827,중원교육도서관,780,10330,36.9716898,127.7870385,1308,1347,146,105,158,320,425,608,872,570,278,25,5,1,0,0,0,1
828,충청북도중원교육문화원,6025,99450,36.9571116,127.9305017,30028,29182,8288,12065,12164,13578,19020,19362,17060,8960,4877,343,7,3,1,2,1,7
829,청주열린도서관,1831,62796,36.6562805,127.4909064,55640,54603,12167,17977,29904,25376,29502,32467,31133,15063,8497,619,9,2,4,0,1,7
830,매포도서관,1412,11921,37.0324573,128.2972738,1485,1556,324,470,429,623,831,1331,1498,717,423,33,6,1,0,0,1,2
831,다누리도서관,1508,52919,36.9846908,128.3658248,4262,4292,674,1302,2361,1172,1840,2808,3428,1769,988,36,3,2,0,1,1,4
832,보은군립도서관,2002,18760,36.4874369,127.7228593,5209,5194,1530,2090,2402,2480,3197,3740,3232,1309,633,16,13,2,1,1,1,5
833,레인보우영동도서관,1994,43584,36.1727729,127.7778385,7791,7414,1152,2090,2107,1943,3393,5410,6438,4282,2730,246,13,2,1,0,2,5
834,옥천군민도서관,2865,44230,36.3004396,127.5748873,11719,11562,1811,3313,3332,2861,5588,7390,8907,5115,3401,494,7,2,0,1,1,4
835,감곡도서관,1331,34930,37.1196808,127.6371611,6675,6418,977,1837,2265,2227,3186,4571,5559,3042,1945,152,15,1,1,0,0,2
836,삼성도서관,547,176307,37.0197735,127.4980253,1473,1835,553,909,651,518,1263,1270,593,208,61,0,14,1,0,0,0,1
837,음성대소도서관,1361,34068,36.96752,127.4849432,3856,4553,1346,1295,2152,3055,3310,3449,2779,1100,565,36,6,1,0,0,0,1
838,맹동혁신도서관,3409,89447,36.9139289,127.5446607,13730,14379,4105,4893,4213,6497,8257,7391,7162,3638,2393,207,10,1,0,0,0,1
839,봉양도서관,991,8381,37.1322753,128.1245097,806,799,152,188,187,275,406,484,468,175,140,14,13,1,0,0,0,1
840,제천시립도서관,2800,156154,37.1451372,128.220664,33437,32975,8628,13285,17695,13915,20020,25284,23754,11586,5978,313,6,5,0,0,2,7
841,제천여성도서관,965,53527,37.1388862,128.2106377,33600,33240,9534,12407,14866,14224,20345,24265,21766,10849,5102,228,18,4,0,1,3,8
842,제천시립의병도서관,1864,108,37.1451372,128.220664,33437,32975,8628,13285,17695,13915,20020,25284,23754,11586,5978,313,6,5,0,0,2,7
843,제천기적의도서관,1070,87977,37.155191,128.219861,22207,21839,5164,9025,13713,8927,13215,17350,16728,7710,4061,205,8,3,0,0,0,3
844,증평군립도서관,3472,167763,36.7894844,127.5796594,14088,14891,3423,3820,5017,6131,7619,9369,10381,5144,2514,88,11,2,0,1,2,5
845,진천군립도서관,6110,105250,36.8565115,127.4384987,11704,12342,2066,4174,4454,3762,6310,8745,8887,5288,3200,255,23,2,0,1,1,4
846,진천군립광혜원도서관,578,27283,36.9942285,127.4357981,4526,5322,755,1081,1489,1769,2571,3375,4069,2102,1577,132,2,1,0,0,0,1
847,생거진천혁신도시도서관,1829,131744,36.8990812,127.5273718,13190,13572,5558,5613,4571,8004,9573,6764,4871,1976,1181,129,9,1,0,0,0,1
848,강내도서관,1140,41572,36.6237905,127.363403,5626,5134,919,1138,2453,2453,2715,2977,2823,1353,754,33,5,1,1,0,0,2
849,옥산도서관,679,16692,36.6661019,127.3693273,3658,3610,1758,2430,4015,2800,1956,1979,1684,696,357,0,6,1,0,0,0,1
850,오창호수도서관,8338,122729,36.7128794,127.4238911,20929,24248,12172,11179,9785,17914,18564,10111,5516,1666,618,87,3,1,0,0,0,1
