city,small,name,address,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
강원특별자치도,정선군,신동 생활문화센터,강원특별자치도 정선군 신동읍 함백로 565,428.51,,37.2150284,128.694288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0
강원특별자치도,춘천시,아르숲 생활문화센터,강원특별자치도 춘천시 효석로9번길 13,223.7,"12,581",37.8649951,127.7344657,16158.0,16672.0,3423.0,8678.0,17204.0,8209.0,8956.0,10089.0,8676.0,4395.0,2381.0,43.0,14.0,1.0,0.0,2.0,1.0,4.0
강원특별자치도,원주시,원주생활문화센터,강원특별자치도 원주시 원일로 139 건강문화센터 1층,977,"2,349",37.3515729,127.9468045,9552.0,9035.0,1845.0,3134.0,4633.0,4018.0,5510.0,6638.0,6740.0,3440.0,2057.0,173.0,8.0,0.0,0.0,0.0,1.0,1.0
강원특별자치도,정선군,임계 생활문화센터,강원특별자치도 정선군 임계면 서동로 4575,512.45,450,37.4946926,128.8520734,280.0,304.0,17.0,146.0,36.0,31.0,110.0,211.0,290.0,198.0,147.0,15.0,6.0,0.0,0.0,0.0,1.0,1.0
강원특별자치도,강릉시,임당생활문화센터,강원특별자치도 강릉시 문화의길6,527,"17,654",37.7547408,128.8949635,10196.0,9884.0,2641.0,3806.0,4409.0,4031.0,6168.0,6424.0,5790.0,3790.0,1678.0,158.0,13.0,0.0,1.0,3.0,1.0,5.0
강원특별자치도,정선군,정선군 생활문화센터(아리샘터),강원특별자치도 정선군 정선읍 애산로 21-8,757.2,"1,300",37.375425,128.6714868,1591.0,1569.0,311.0,492.0,502.0,484.0,966.0,1246.0,1338.0,873.0,472.0,37.0,4.0,0.0,1.0,1.0,1.0,3.0
강원특별자치도,원주시,판부생활문화센터,강원특별자치도 원주시 치악로 1503 판부면행정복지센터 2층,514.8,241,37.3187278,127.9664083,11908.0,11789.0,5287.0,5795.0,4359.0,7103.0,9722.0,7733.0,4696.0,1716.0,808.0,38.0,12.0,0.0,0.0,0.0,1.0,1.0
강원특별자치도,영월군,한반도생활문화센터,강원특별자치도 영월군 한반도면 서강로 736-19,,500,37.2343264,128.3286556,179.0,232.0,15.0,39.0,42.0,61.0,94.0,214.0,456.0,252.0,223.0,36.0,8.0,0.0,0.0,0.0,1.0,1.0
강원특별자치도,철원군,화강 생활문화센터,강원특별자치도 철원군 서면 약수로 3,1847.6,"5,189",38.2450345,127.4275884,627.0,618.0,163.0,262.0,276.0,347.0,333.0,502.0,662.0,322.0,244.0,42.0,1.0,0.0,0.0,1.0,1.0,2.0
강원특별자치도,화천군,화천생활문화센터,강원특별자치도 화천군 하남면 용화산로 1357,"2,939","4,000",38.0903565,127.6976716,500.0,542.0,98.0,136.0,186.0,114.0,220.0,224.0,391.0,181.0,77.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
경기,가평군,가평문화원,경기도 가평군 가평읍 문화로 121(2층),484,"1,300",37.8238472,127.5089754,3014.0,3019.0,453.0,687.0,1187.0,990.0,1292.0,2031.0,2544.0,1407.0,560.0,31.0,7.0,1.0,0.0,1.0,1.0,3.0
경기,고양시,고양문화원,경기도 고양시 일산서구 한류월드로 280,"2,314","3,600",37.6652146,126.7562215,27719.0,25049.0,5469.0,9836.0,12101.0,12275.0,16538.0,18219.0,11579.0,5050.0,3586.0,145.0,10.0,1.0,0.0,0.0,1.0,2.0
경기,과천시,과천문화원,경기도 과천시 문원로 40-1(문원동 31-7),"4,293","50,000",37.4281584,127.0017662,18466.0,17461.0,7490.0,7904.0,8880.0,11906.0,12661.0,14177.0,11056.0,4512.0,2039.0,119.0,8.0,2.0,1.0,0.0,1.0,4.0
경기,광명시,광명문화원,경기도 광명시 철망산로 42,"2,339","71,386",37.46646,126.8729918,40556.0,38305.0,11621.0,16422.0,16582.0,21125.0,28424.0,26648.0,20373.0,8544.0,3076.0,122.0,14.0,1.0,0.0,1.0,2.0,4.0
경기,광주시,광주문화원,경기도 광주시 문화로 85번길 19-12,"1,562","5,000",37.4099617,127.2493895,14495.0,14781.0,4804.0,5601.0,7781.0,8688.0,10818.0,11261.0,9459.0,4055.0,1213.0,31.0,10.0,2.0,0.0,0.0,1.0,3.0
경기,구리시,구리문화원,경기도 구리시 동구릉로 148번길 25,,"15,000",37.611709,127.1393795,25800.0,24187.0,6930.0,9494.0,12474.0,13595.0,16817.0,19963.0,13947.0,5848.0,2384.0,70.0,17.0,0.0,0.0,1.0,1.0,2.0
경기,군포시,군포문화원,경기도 군포시 한세로 56번길 12,"3,660","45,474",37.3472297,126.9548319,12281.0,12570.0,3910.0,5856.0,7542.0,7008.0,9545.0,9981.0,6393.0,2096.0,944.0,118.0,22.0,0.0,0.0,0.0,1.0,1.0
경기,김포시,김포문화원,경기도 김포시 모담공원로 170-1,324,"8,000",37.6461478,126.6958321,8038.0,7683.0,3480.0,2593.0,2143.0,4462.0,5863.0,3624.0,2235.0,1157.0,333.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0
경기,남양주시,남양주문화원,경기도 남양주시 경춘로 883-36(금곡동 754-5),,"4,125",37.6329695,127.1984463,5209.0,5295.0,956.0,1520.0,2210.0,2462.0,2889.0,3708.0,3608.0,1546.0,758.0,16.0,9.0,0.0,0.0,0.0,1.0,1.0
경기,동두천시,동두천문화원,경기도 동두천시 어수로4(상패동) 시민회관,160,"12,000",37.9053748,127.0433105,5779.0,5751.0,1294.0,2167.0,2620.0,2068.0,3191.0,3947.0,4347.0,2369.0,1264.0,37.0,11.0,1.0,0.0,1.0,1.0,3.0
경기,부천시,부천문화원,경기도 부천시 경인로 92번길 33 4층,"1,530","86,733",37.4825216,126.7664747,37143.0,35708.0,6304.0,9844.0,16108.0,17270.0,19526.0,23623.0,21937.0,9814.0,3617.0,171.0,19.0,1.0,0.0,1.0,1.0,3.0
경기,성남시,성남문화원,경기도 성남시 수정구 산성대로 215번길 7,"1,191","18,728",37.4389356,127.1408907,40588.0,42701.0,8340.0,11491.0,22224.0,24015.0,26210.0,28633.0,26343.0,13348.0,4443.0,39.0,20.0,2.0,0.0,0.0,2.0,4.0
경기,수원시,수원문화원,경기도 수원시 팔달구 팔달산로 28,"3,312","50,000",37.2734772,127.0112469,15466.0,16674.0,6545.0,5125.0,12675.0,16865.0,12743.0,13848.0,11554.0,5506.0,2023.0,60.0,4.0,1.0,1.0,1.0,2.0,5.0
경기,시흥시,시흥문화원,경기도 시흥시 연성로 13번길 3 조은프라자 4층(하중동),519,"10,000",37.3905298,126.8047322,6769.0,7009.0,1217.0,2461.0,3383.0,2652.0,4220.0,5817.0,3498.0,1459.0,1052.0,97.0,9.0,0.0,0.0,0.0,1.0,1.0
경기,안산시,안산문화원,경기도 안산시 상록구 석호로 144(사동),"1,993","38,200",37.2986971,126.8481104,19556.0,21743.0,3669.0,6132.0,13126.0,11018.0,12054.0,15889.0,9506.0,3643.0,2333.0,297.0,12.0,0.0,1.0,0.0,1.0,2.0
경기,안성시,안성문화원,경기도 안성시 보개면 종합운동장로 203 문예회관 2층,531,"1,800",37.0149343,127.3231694,2040.0,1918.0,218.0,534.0,600.0,596.0,794.0,1310.0,1589.0,786.0,533.0,43.0,10.0,1.0,0.0,0.0,1.0,2.0
경기,안양시,안양문화원,경기도 안양시 만안구 현충로 53,"2,681","14,000",37.3904291,126.9258184,29949.0,29767.0,5076.0,6154.0,12423.0,14690.0,13442.0,15709.0,14655.0,6910.0,3137.0,234.0,20.0,1.0,0.0,1.0,1.0,3.0
경기,양주시,양주문화원,경기도 양주시 삼일로 29번길 20,770,"1,412",37.8222145,126.986862,3160.0,3574.0,710.0,1008.0,1431.0,1432.0,1561.0,2313.0,2359.0,1106.0,541.0,42.0,20.0,1.0,0.0,0.0,1.0,2.0
경기,양평군,양평문화원,경기도 양평군 양평읍 마유산로 5,"1,687","3,000",37.4978611,127.4864515,4591.0,4339.0,1189.0,1794.0,1813.0,1955.0,2593.0,3241.0,3003.0,1434.0,704.0,38.0,8.0,0.0,1.0,0.0,1.0,2.0
경기,여주시,여주문화원,경기도 여주시 신륵사길 6-6,331,300,37.300211,127.6522042,2072.0,2004.0,737.0,1392.0,932.0,1031.0,1843.0,1759.0,998.0,309.0,145.0,0.0,12.0,1.0,2.0,0.0,1.0,4.0
경기,연천군,연천문화원,경기도 연천군 연천읍 문화로 143,529,180,38.1063997,127.0785868,923.0,969.0,475.0,406.0,401.0,569.0,772.0,511.0,492.0,252.0,179.0,0.0,13.0,1.0,0.0,1.0,1.0,3.0
경기,오산시,오산문화원,"경기도 오산시 성호대로 89,201호(오산동, 오산세명프라자)",180,"8,000",37.1491583,127.0741931,15480.0,16701.0,5829.0,7546.0,10082.0,11861.0,13930.0,12113.0,7863.0,3394.0,1347.0,87.0,23.0,1.0,0.0,0.0,1.0,2.0
경기,용인시,용인문화원,경기도 용인시 처인구 중부대로 1199 문화예술원,,"30,000",37.2408414,127.1775117,5855.0,5596.0,2819.0,2528.0,4057.0,3764.0,3954.0,3220.0,2095.0,803.0,184.0,0.0,19.0,0.0,0.0,1.0,1.0,2.0
경기,의왕시,의왕문화원,경기도 의왕시 백운로 23(오전동),"1,651","10,000",37.3520906,126.9820908,9187.0,9070.0,2213.0,3497.0,3992.0,4596.0,5801.0,6702.0,6430.0,2651.0,1142.0,84.0,11.0,0.0,0.0,1.0,2.0,3.0
경기,의정부시,의정부문화원,경기도 의정부시 산단로 123(신곡동),"2,036","42,160",37.7461544,127.0794299,14807.0,13858.0,3916.0,5540.0,7169.0,6505.0,9036.0,11626.0,8076.0,3537.0,1495.0,58.0,10.0,0.0,0.0,0.0,1.0,1.0
경기,이천시,이천문화원,"경기도 이천시 남천로 31, 중리동행정복지센터 2층",809,"21,792",37.2780432,127.4411605,11810.0,12257.0,2048.0,3014.0,6345.0,6223.0,5764.0,7201.0,7775.0,3572.0,1624.0,75.0,18.0,1.0,0.0,0.0,1.0,2.0
경기,파주시,파주문화원,"경기도 파주시 와석순환로 415(운정행복센터, 행정동 2층)",486,"40,000",37.724233,126.7512977,23788.0,21923.0,12985.0,14316.0,10210.0,16480.0,23039.0,18612.0,10958.0,5170.0,2145.0,37.0,10.0,1.0,0.0,1.0,1.0,3.0
경기,평택시,평택문화원,경기도 평택시 중앙로 277(남부문화예술회관 1층),249,"1,000",36.9910695,127.1139476,20748.0,20319.0,6980.0,8359.0,10531.0,12309.0,14152.0,14427.0,10069.0,4511.0,2223.0,49.0,28.0,0.0,0.0,1.0,1.0,2.0
경기,포천시,포천문화원,경기도 포천시 중앙로 34번길 8,"1,686","4,200",37.8907736,127.1984558,6731.0,6718.0,1231.0,2299.0,3390.0,2638.0,3474.0,5416.0,5616.0,2523.0,1368.0,65.0,12.0,1.0,1.0,0.0,1.0,3.0
경기,하남시,하남문화원,경기도 하남시 덕풍동로 12,"1,080","24,554",37.5439342,127.2066743,30533.0,30536.0,7537.0,7660.0,12289.0,17150.0,17536.0,19732.0,19161.0,9358.0,3175.0,212.0,31.0,0.0,1.0,1.0,2.0,4.0
경기,화성시,화성문화원,경기도 화성시 향남읍 발안로 89,548,"4,032",37.1321845,126.9204283,14706.0,14971.0,5799.0,9888.0,6189.0,7549.0,13405.0,9347.0,5292.0,1912.0,597.0,16.0,23.0,2.0,1.0,0.0,2.0,5.0
경기도,수원시,경기생활문화센터,경기도 수원시 권선구 서둔로 166,2329.7,"29,575",37.2665605,126.9831291,10649.0,10948.0,2481.0,3273.0,6504.0,6826.0,6860.0,7907.0,6250.0,3090.0,859.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0
경기도,고양시,고양생활문화센터 아람마당,경기도 고양시 일산동구 중앙로 1286 아람마슬 지하1층,,"14,578",37.6615218,126.7746471,17798.0,16685.0,3458.0,5454.0,7922.0,7740.0,10102.0,12110.0,7934.0,3147.0,1657.0,79.0,11.0,2.0,1.0,1.0,1.0,5.0
경기도,고양시,고양생활문화센터 어울림마당,경기도 고양시 덕양구 어울림로 33 고양어울림누리,,"9,650",37.649016,126.8333733,18597.0,17379.0,3398.0,6170.0,9880.0,9141.0,10974.0,14983.0,11281.0,5255.0,2932.0,83.0,9.0,0.0,0.0,1.0,1.0,2.0
경기도,고양시,고양생활문화센터 호수마당,경기도 고양시 일산동구 호수로 595,,"2,128",37.6578901,126.7635211,11859.0,11294.0,2055.0,3048.0,5217.0,4996.0,6265.0,7595.0,4435.0,1741.0,1095.0,108.0,4.0,0.0,0.0,0.0,1.0,1.0
경기도,파주시,광탄도서관 복합문화공간,경기도 파주시 심궁로 23,483.4,"32,855",37.7803433,126.8525858,1307.0,1437.0,96.0,216.0,462.0,367.0,671.0,1124.0,966.0,546.0,362.0,84.0,9.0,1.0,0.0,0.0,1.0,2.0
경기도,군포시,군포시생활문화센터,"경기도 군포시 수리산로 112 
군포시생활문화센터",,"27,378",37.3591399,126.9178635,18569.0,17299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,2.0
경기도,화성시,늘봄이음터(동탄2 제1초 이음터),경기도 화성시 동탄대로24길 49 늘봄이음터,1051.8,"3,761",37.2171485,127.1093359,8225.0,8171.0,4333.0,3481.0,3196.0,6862.0,6853.0,4087.0,2796.0,882.0,167.0,0.0,9.0,1.0,0.0,0.0,1.0,2.0
경기도,동두천시,동두천생활문화센터,경기도 동두천시 삼육사로 984 3층,230,"1,200",37.8988014,127.059069,18433.0,17161.0,4499.0,6122.0,7478.0,7485.0,9851.0,11469.0,10246.0,5757.0,3282.0,205.0,22.0,0.0,0.0,0.0,1.0,1.0
경기도,용인시,보정역 생활문화센터,경기도 용인시 기흥구 용구대로 2585,341.8,"10,021",37.3162263,127.1081544,16018.0,15219.0,5078.0,7674.0,6496.0,6606.0,12007.0,10460.0,6257.0,4452.0,1919.0,105.0,14.0,0.0,0.0,0.0,1.0,1.0
경기도,하남시,생활문화센터 하다,경기도 하남시 대청로 8,174.8,,37.5397353,127.2139782,26118.0,26010.0,8092.0,8553.0,11353.0,16016.0,17641.0,18693.0,18173.0,8854.0,2658.0,195.0,20.0,1.0,0.0,1.0,2.0,4.0
경기도,화성시,서연이음터(동탄2 제14중이음터),경기도 화성시 동탄순환대로8길 57 서연이음터,3747.7,"6,562",37.1606476,127.1094863,15435.0,15394.0,10656.0,5585.0,5417.0,15889.0,12179.0,5877.0,3717.0,796.0,81.0,20.0,13.0,1.0,0.0,0.0,2.0,3.0
경기도,성남시,성남서현문화의집 생활문화센터,경기도 성남시 분당구 중앙공원로39번길 29,777.1,"27,055",37.3825517,127.1265732,22377.0,20906.0,6276.0,10725.0,11840.0,13543.0,17258.0,16780.0,9974.0,4569.0,2067.0,91.0,26.0,1.0,0.0,1.0,2.0,4.0
경기도,부천시,소사생활문화센터,"경기도 부천시 경인옛로 73, 지하 1층 소사생활문화센터",805,"14,678",37.4802303,126.7999074,37542.0,35286.0,9119.0,10572.0,18934.0,22613.0,21665.0,27549.0,26801.0,12270.0,4151.0,257.0,18.0,1.0,0.0,0.0,1.0,2.0
경기도,수원시,수원시민회관,경기도 수원시 팔달구 팔달산로 28(매산로3가 산 3),3187.27,"9,365",37.2734772,127.0112469,15466.0,16674.0,6545.0,5125.0,12675.0,16865.0,12743.0,13848.0,11554.0,5506.0,2023.0,60.0,3.0,1.0,1.0,1.0,2.0,5.0
경기도,양평군,양평생활문화센터,경기도 양평군 양평읍 물안개공원길 38,2290.8,"40,632",37.4995129,127.4769014,152.0,166.0,202.0,282.0,181.0,234.0,348.0,352.0,268.0,105.0,29.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0
경기도,부천시,오정생활문화센터,"경기도 부천시 성오로 172, 지하 1층 오정생활문화센터",572,"20,096",37.5280532,126.7960424,24801.0,24522.0,4838.0,8013.0,12945.0,11979.0,14787.0,19342.0,16132.0,6134.0,2334.0,69.0,13.0,2.0,0.0,1.0,1.0,4.0
경기도,김포시,월곶생활문화센터,경기도 김포시 월곶면 군하로 276번길 20,,"2,838",37.7170843,126.5526122,482.0,515.0,92.0,114.0,124.0,164.0,278.0,495.0,728.0,288.0,189.0,14.0,8.0,0.0,0.0,0.0,1.0,1.0
경기도,파주시,파주중앙도서관 복합문화공간,경기도 파주시 쇠재로 33,885,"201,535",37.7508465,126.7712889,18638.0,17977.0,7040.0,8430.0,8147.0,10894.0,13532.0,12627.0,8198.0,3948.0,2055.0,200.0,12.0,1.0,0.0,0.0,1.0,2.0
경기도,평택시,현덕면 생활문화센터,경기도 평택시 인광3길 12-12,1194.3,"1,092",36.9667698,126.921372,278.0,319.0,36.0,65.0,105.0,102.0,161.0,179.0,320.0,169.0,61.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0
경기도,화성시,호연이음터(동탄2 제28초 이음터),경기도 화성시 동탄대로3길 17-9 호연이음터,924.4,"4,396",37.1627189,127.1042033,17736.0,17813.0,10438.0,6220.0,4889.0,14378.0,12689.0,6457.0,3815.0,684.0,31.0,0.0,25.0,1.0,0.0,0.0,2.0,3.0
경기도,화성시,화성ict생활문화센터,경기도 화성시 팔탄면 시청로 895-20 로얄앤컴퍼니 r5동,1471,"2,872",37.1710122,126.8879861,221.0,476.0,10.0,35.0,35.0,56.0,97.0,96.0,264.0,141.0,137.0,32.0,5.0,0.0,0.0,0.0,1.0,1.0
경기도,화성시,화성시 생활문화센터,경기도 화성시 향남읍 향남도 470 화성 종합 경기타운 내,1396.8,"3,210",37.1145605,126.9270446,4277.0,4575.0,1555.0,2776.0,1561.0,1513.0,3789.0,2569.0,1345.0,563.0,285.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0
경기도,화성시,화성시 생활문화창작소,경기도 화성시 봉담읍 효행로 212,936,"4,939",37.2272321,126.9643931,5183.0,5145.0,2228.0,2485.0,1930.0,2650.0,4140.0,2876.0,1986.0,1146.0,303.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0
경남,거제시,거제문화원,경상남도 거제시 능포로7(장승포동),"1,411","5,000",34.8700961,128.7230568,2026.0,2458.0,1274.0,866.0,583.0,1615.0,1756.0,2022.0,1544.0,733.0,354.0,34.0,12.0,1.0,0.0,1.0,1.0,3.0
경남,거창군,거창문화원,경상남도 거창군 거창읍 수남로 2193-40,"2,579","7,000",35.6740297,127.9094175,2121.0,2087.0,162.0,362.0,337.0,411.0,678.0,1013.0,1281.0,869.0,600.0,39.0,5.0,0.0,1.0,2.0,1.0,4.0
경남,고성군,고성문화원,경상남도 고성군 고성읍 성내로 54,"1,347","8,700",34.9754702,128.3149475,4628.0,4582.0,263.0,675.0,849.0,822.0,1671.0,3208.0,4765.0,2816.0,1618.0,158.0,2.0,0.0,1.0,1.0,2.0,4.0
경남,김해시,김해문화원,경상남도 김해시 분성로 225,"1,460","45,000",35.2316307,128.8706987,23878.0,22362.0,4745.0,6805.0,10206.0,10028.0,12047.0,18336.0,13286.0,4919.0,1881.0,104.0,24.0,1.0,4.0,1.0,1.0,7.0
경남,남해군,남해문화원,경상남도 남해군 남해읍 선소로 12,163,"5,800",34.8450832,127.8995562,2504.0,2536.0,100.0,371.0,300.0,314.0,599.0,1291.0,2059.0,1461.0,1326.0,137.0,2.0,0.0,0.0,1.0,1.0,2.0
경남,창원시,마산문화원,"경상남도 창원시 마산합포구 3, 15대로 199","1,475","22,000",35.1959619,128.5667142,16768.0,15437.0,2398.0,3854.0,6014.0,5911.0,7961.0,9399.0,11109.0,6056.0,2237.0,46.0,16.0,,,,,
경남,밀양시,밀양문화원,경상남도 밀양시 밀양대로 1857(삼문동),"1,509","32,000",35.4898243,128.7461623,7836.0,7546.0,1003.0,1998.0,2175.0,2302.0,3434.0,5852.0,7340.0,4432.0,2152.0,112.0,14.0,0.0,0.0,0.0,1.0,1.0
경남,사천시,사천문화원,경상남도 사천시 문선4길 21,"6,072","15,000",34.9355061,128.0819488,10537.0,10130.0,979.0,1786.0,2027.0,2200.0,4136.0,6680.0,8737.0,6324.0,3676.0,332.0,17.0,0.0,0.0,0.0,1.0,1.0
경남,산청군,산청문화원,경상남도 산청군 산청읍 산엔청로 56,362,"15,000",35.4141225,127.8788278,1856.0,1699.0,51.0,189.0,220.0,275.0,475.0,1000.0,1440.0,1136.0,893.0,156.0,5.0,1.0,1.0,1.0,1.0,4.0
경남,양산시,양산문화원,경상남도 양산시 북정로76,"1,368","7,000",35.3584949,129.0485073,7425.0,8120.0,1210.0,1789.0,2646.0,2694.0,3675.0,6581.0,6896.0,3255.0,1692.0,208.0,13.0,0.0,1.0,0.0,1.0,2.0
경남,의령군,의령문화원,경상남도 의령군 의령읍 의령대로 1577-35,998,"40,000",35.3170651,128.2524267,1537.0,1449.0,678.0,441.0,629.0,1001.0,1208.0,1145.0,761.0,241.0,40.0,0.0,7.0,0.0,1.0,0.0,1.0,2.0
경남,진주시,진주문화원,경상남도 진주시 진양호로 476(남성동3-18),"1,404","30,000",35.1887433,128.0772613,12919.0,12092.0,3642.0,5231.0,7602.0,6230.0,8057.0,9446.0,6729.0,3596.0,1409.0,26.0,13.0,0.0,1.0,0.0,1.0,2.0
경남,창원시,진해문화원,경상남도 창원시 진해구 편백로 39,504,"25,000",35.1495132,128.6604882,9102.0,9129.0,2152.0,4750.0,3483.0,4208.0,7918.0,6635.0,4808.0,2440.0,533.0,10.0,25.0,1.0,1.0,0.0,1.0,3.0
경남,창녕군,창녕문화원,경상남도 창녕군 창녕읍 만옥정길 10,993,"35,280",35.5412849,128.500181,4811.0,4633.0,388.0,549.0,935.0,1072.0,1501.0,3111.0,4690.0,3118.0,2376.0,208.0,9.0,1.0,1.0,0.0,1.0,3.0
경남,창원시,창원문화원,경상남도 창원시 성산구 용지로 239번길 19-22,"1,016","30,000",35.2356241,128.6837193,13964.0,14245.0,2854.0,5181.0,8410.0,7569.0,9394.0,13680.0,10946.0,3755.0,837.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0
경남,통영시,통영문화원,경상남도 통영시 서문로 23,,"5,565",34.8468688,128.4218963,8288.0,7918.0,1293.0,2151.0,1439.0,2189.0,4056.0,5138.0,6079.0,3808.0,1681.0,98.0,8.0,0.0,1.0,0.0,1.0,2.0
경남,하동군,하동문화원,경상남도 하동군 하동읍 섬진강대로 2222,144,"3,800",35.0722488,127.741107,1668.0,1590.0,66.0,167.0,180.0,228.0,491.0,1179.0,1331.0,1105.0,746.0,72.0,3.0,0.0,0.0,1.0,1.0,2.0
경남,함안군,함안문화원,경상남도 함안군 가야읍 선왕길 1-1,"1,565","21,000",35.2838983,128.4014548,3433.0,3318.0,282.0,344.0,475.0,633.0,985.0,1944.0,2961.0,1653.0,1362.0,181.0,2.0,1.0,0.0,2.0,1.0,4.0
경남,함양군,함양문화원,경상남도 함양군 함양읍 원교1길 6,"1,065","5,000",35.5281443,127.7287626,4953.0,4733.0,272.0,687.0,664.0,829.0,1624.0,4034.0,5361.0,3654.0,2906.0,255.0,7.0,1.0,1.0,1.0,1.0,4.0
경남,합천군,합천문화원,경상남도 합천군 합천읍 핫들2로 58,996,"5,000",35.5665508,128.1682741,2581.0,2433.0,190.0,704.0,1263.0,539.0,906.0,1656.0,2538.0,1775.0,1449.0,254.0,1.0,1.0,0.0,1.0,1.0,3.0
경북,경산시,경산문화원,경상북도 경산시 서상길 75,985,"15,849",35.8184156,128.7341112,16914.0,15002.0,3272.0,4958.0,7163.0,6851.0,9288.0,11468.0,11139.0,5615.0,2728.0,128.0,9.0,1.0,0.0,0.0,2.0,3.0
경북,경주시,경주문화원,경상북도 경주시 중앙로 67-12,"1,084","70,000",35.846481,129.2108471,8997.0,8374.0,1219.0,2281.0,3469.0,2859.0,4013.0,6610.0,7054.0,4113.0,2339.0,209.0,8.0,1.0,0.0,1.0,1.0,3.0
경북,고령군,고령문화원,경상북도 고령군 대가야읍 왕릉로 30,733,"20,000",35.7235371,128.2629812,1278.0,1255.0,108.0,690.0,173.0,240.0,360.0,1053.0,1315.0,1036.0,608.0,38.0,5.0,1.0,1.0,1.0,1.0,4.0
경북,구미시,구미문화원,경상북도 구미시 선산읍 선산중앙로 83-1,"1,594","35,000",36.2429641,128.3001856,4109.0,3780.0,1056.0,1875.0,1404.0,1600.0,2652.0,2697.0,2718.0,1764.0,849.0,56.0,6.0,1.0,0.0,0.0,2.0,3.0
경북,군위군,군위문화원,경상북도 군위군 군위읍 동서2길 35,132,"9,000",36.2331227,128.5679219,1586.0,1703.0,182.0,382.0,449.0,466.0,808.0,1156.0,1440.0,918.0,577.0,42.0,11.0,1.0,1.0,1.0,2.0,5.0
경북,김천시,김천문화원,경상북도 김천시 김천로 200 김천시문화회관 1층,347,"4,799",36.1187352,128.1221166,6181.0,5818.0,1163.0,3265.0,2298.0,2112.0,3433.0,4904.0,4996.0,2732.0,1475.0,194.0,8.0,0.0,1.0,1.0,3.0,5.0
경북,문경시,문경문화원,경상북도 문경시 점촌1길 17,"4,514",555,36.5967272,128.1979688,8336.0,7970.0,967.0,1301.0,1740.0,1824.0,2887.0,5669.0,8609.0,5636.0,4157.0,257.0,11.0,1.0,0.0,1.0,1.0,3.0
경북,봉화군,봉화문화원,경상북도 봉화군 봉화읍 내성로 4길 6-13,879,"33,107",36.8882752,128.7421568,2222.0,2079.0,174.0,147.0,285.0,271.0,622.0,1287.0,2154.0,1767.0,1395.0,236.0,4.0,1.0,0.0,0.0,2.0,3.0
경북,상주시,상주문화원,경상북도 상주시 상산로 235,186,"15,000",36.4118423,128.1592258,8407.0,7963.0,1336.0,1918.0,1593.0,2292.0,3480.0,5207.0,6695.0,4527.0,3103.0,304.0,7.0,1.0,0.0,1.0,1.0,3.0
경북,성주군,성주문화원,경상북도 성주군 성주읍 성주로 3204,845,"7,346",35.918598,128.2841971,4048.0,3932.0,699.0,1201.0,1231.0,1252.0,2289.0,3420.0,3796.0,2218.0,1148.0,91.0,15.0,2.0,0.0,0.0,1.0,3.0
경북,안동시,안동문화원,경상북도 안동시 서동문로 203(동부동),421,"6,000",36.5644589,128.7344762,4162.0,3731.0,170.0,420.0,684.0,651.0,1058.0,2160.0,3483.0,2275.0,2133.0,328.0,13.0,1.0,1.0,0.0,1.0,3.0
경북,영덕군,영덕문화원,경상북도 영덕군 영덕읍 강변길 324,509,"13,752",36.4201786,129.3619555,1110.0,1028.0,166.0,231.0,238.0,303.0,483.0,734.0,1027.0,548.0,401.0,58.0,4.0,1.0,0.0,0.0,1.0,2.0
경북,영양군,영양문화원,경상북도 영양군 영양읍 군민회관길 7,740,"5,000",36.6634728,129.1175711,1743.0,1722.0,144.0,232.0,200.0,229.0,557.0,1254.0,1808.0,1348.0,864.0,90.0,8.0,1.0,0.0,0.0,1.0,2.0
경북,영주시,영주문화원,경상북도 영주시 가흥로 255,458,"48,825",36.8198447,128.6132295,10494.0,10402.0,1718.0,3083.0,3850.0,2999.0,5306.0,6376.0,6646.0,4043.0,2104.0,95.0,0.0,2.0,0.0,1.0,1.0,4.0
경북,영천시,영천문화원,경상북도 영천시 문화원길 6(창구동),"1,117","5,000",35.9673902,128.9333602,7687.0,7380.0,2468.0,3143.0,3595.0,3978.0,5661.0,6741.0,5608.0,2604.0,1416.0,144.0,12.0,1.0,0.0,1.0,2.0,4.0
경북,예천군,예천문화원,경상북도 예천군 예천읍 충효로 209-15,127,"3,227",36.6512954,128.4459188,2827.0,2812.0,199.0,533.0,1273.0,870.0,1517.0,2276.0,2489.0,1354.0,943.0,89.0,7.0,1.0,0.0,1.0,1.0,3.0
