index,시설명,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
354,군포시평생학습원,"6,222.45",1709,37.346351,126.9430826,776079,758527,201359,280583,395362,418049,482338,554430,430087,173180,70103,3939,22,29,8,7,5,49
355,군포문화예술회관,"24,926",39687,37.3662808,126.9273007,657508,642259,174900,232871,325563,360383,405664,465973,370039,146721,58832,3258,27,27,8,5,5,45
356,군위 삼국유사교육문화회관,"2,239",,36.2372849,128.5744108,6754,6910,1678,1881,1721,2753,3754,4657,5495,3406,2316,311,8,1,1,1,2,5
357,군산청소년회관,1201,,35.9790473,126.6968392,123814,123762,33565,45282,48167,52407,78280,82197,74495,42861,19681,1814,2,7,7,3,2,19
358,군산예술의전당,20417,32932,35.9608092,126.7074007,123445,123543,34175,45434,48073,53157,78419,81587,73792,42243,19367,1755,11,7,7,3,2,19
359,군산어린이공연장,1044,1180,35.9573521,126.69142,122635,122556,34016,45190,47995,53048,78049,81183,73062,41793,18851,1681,10,7,6,3,2,18
360,국립중앙박물관 극장 용,532,138065,37.5186337,126.9848172,1902076,1755846,378985,517953,1204313,1187916,1103485,1111215,930139,524684,195305,5251,11,67,130,36,15,248
361,국립정동극장 세실 (구.세실극장),,4837,37.5669296,126.9708741,1893937,1722499,391112,522999,1101407,1091247,1087162,1126670,958293,539797,220462,5746,15,75,132,30,18,255
362,국립정동극장,,51053,37.5658794,126.9728864,1922845,1749049,396720,530556,1123903,1111064,1105340,1143726,973624,549421,224126,5839,13,76,130,30,17,253
363,국립아시아문화전당,22478,45292,35.1467193,126.9202542,526496,501512,132554,190063,278643,245299,311990,342256,281852,152781,63487,4095,23,20,26,14,12,72
364,국립부여박물관,9579,63,36.2770051,126.918901,19752,19170,2386,6014,7941,4930,8179,12932,15822,9730,6364,642,2,1,7,2,2,12
365,국립부산국악원,20324,4853,35.1715949,129.0543017,1146510,1062865,239005,326759,537575,518562,634995,725093,751686,418431,158571,8618,10,30,30,11,28,99
366,국립민속국악원,9523,,35.402081,127.391433,27862,26291,5618,8653,8190,8195,13655,18857,18811,12822,8560,770,0,3,3,3,1,10
367,국립무형유산원,29615,,35.8099898,127.1599841,311025,298169,80641,123785,164971,141948,185641,201771,161112,85346,39234,3144,15,13,18,8,6,45
368,국립남도국악원,8899,,34.3849048,126.2247902,3110,2908,976,1102,1053,1304,2016,2464,2599,1647,1072,45,1,0,4,1,0,5
369,국립극장,,158255,37.5528698,127.0001308,2123608,1936436,431473,601855,1256327,1239647,1240250,1275506,1071468,603221,233968,6267,4,88,141,39,16,284
370,국립극단 [명동],240,28564,37.5643018,126.9846643,2000387,1821664,405106,537976,1182232,1168003,1145205,1197248,1021803,578593,234054,6147,40,81,137,32,14,264
371,국립국악원,5435,77610,37.4777592,127.0083043,1326002,1229543,283436,406083,767081,809846,812314,798057,670759,374068,126310,3880,13,48,44,19,7,118
372,국립과천과학관,52487,13164,37.438974,127.0057666,1019754,963296,232022,341414,579142,597942,629955,623803,506324,262987,85288,3012,11,34,21,13,4,72
373,구미시문화예술회관,10430,,36.1182019,128.348745,199336,212289,62863,86326,97518,112602,144632,144544,93720,34065,16038,1570,17,8,3,1,0,12
374,구리행정복지센터,4815,,37.5914714,127.1385849,1373351,1296045,334214,427805,723124,766623,838318,853860,757842,381489,132442,5134,21,42,15,10,9,76
375,구리아트홀,4367.53,20010,37.5953516,127.1296581,1474330,1387030,349855,457464,789623,814081,890540,915420,809367,413129,146562,5417,11,42,22,14,10,88
376,구로아트밸리,5543,12425,37.4965581,126.8889641,1966552,1841422,406335,546993,1159642,1197253,1139165,1179321,1042080,547211,193684,6796,27,64,19,22,15,120
377,구로구민회관,3586,2876,37.4969468,126.8895561,1975910,1849564,409886,550392,1162879,1201704,1145353,1183892,1045385,549269,194652,6790,29,64,19,22,15,120
378,구례군 문화예술회관,,,35.2068468,127.4713353,10008,9177,1392,3099,3621,2622,4187,6824,7346,5363,4408,627,6,2,2,1,1,6
379,괴산문화예술회관,7793,,36.8068274,127.7937489,10017,10597,1794,2796,2888,3046,4812,6771,7016,3561,2176,194,11,1,2,1,2,6
380,광화문아트홀,507.47,514,37.5742758,126.9646707,1729831,1571391,356338,479908,1007255,992652,989217,1035357,881018,494142,206023,5630,17,67,123,28,18,236
381,광천문예회관,425.88,,36.504503,126.6252489,10567,10493,2635,4069,3053,3352,6426,7467,7570,4776,3105,370,14,1,1,1,0,3
382,광주학생교육문화회관,1387,,35.1558018,126.8571469,711517,686371,199000,284413,379058,341885,452153,468259,349319,178820,75106,5373,12,27,21,15,16,79
383,광주음악산업진흥센터(광주음악창작소),4960,253,35.1422394,126.9140355,531585,506708,132917,191177,280584,245936,313822,344529,283235,153441,63829,4143,7,20,27,14,12,73
384,광주서구문화센터,376.8,254,35.1313612,126.8602571,651580,625967,178842,254220,342905,310319,408590,422846,325102,170764,71266,5018,9,24,21,15,15,75
385,광주북구평생학습관,624.6,,35.1728612,126.9136477,613736,588234,164173,237516,329441,290083,380028,403319,309952,162664,68777,4845,12,21,26,14,13,74
386,광주북구청소년수련관,3305,,35.1842338,126.915855,597585,572897,157264,230272,320740,280541,368234,392640,301826,159158,67077,4583,6,21,26,14,13,74
387,광주동구문화센터,4513,,35.1240942,126.9332494,467749,442959,111333,162055,248323,213435,269883,303284,262246,147587,63726,4353,20,18,25,11,13,67
388,광주남구문화예술회관,13808,194,35.122053,126.9175307,468729,444633,113237,164205,250288,216057,272536,303336,259992,144451,60079,3789,5,18,25,13,12,68
389,광주광역시 청소년수련원,8357,1223,35.1410307,126.8676647,699898,673078,195950,279461,371225,335624,444986,457952,343825,177451,74174,5211,1,25,22,15,16,78
390,광주공연마루,,18353,35.1558668,126.8409239,700200,675913,195113,280618,373010,335350,445131,460436,341599,173994,72917,5249,8,23,16,14,12,65
391,광양시문화예술회관,4185,3846,34.9801425,127.5877565,113331,112085,39867,48802,50170,55355,74079,80150,56551,23723,12287,1497,7,7,2,1,2,12
392,광산문화예술회관,625,5318,35.1405195,126.799198,383605,372930,115158,163771,199452,190091,261712,259292,177535,85447,34928,2700,19,8,3,7,6,24
393,광산구청소년수련관,3448,,35.2234448,126.8432782,426132,415612,122097,177569,235142,208957,277482,284095,190868,89274,38196,3202,11,10,8,5,2,25
394,광명종합사회복지관,320,,37.4717061,126.8526377,1688332,1622565,361311,492355,940231,998580,998047,1072799,948330,468377,161727,6706,25,60,11,20,13,104
395,광명오픈아트홀,727,,37.4667072,126.8640422,1664412,1602799,351555,477847,955110,989879,976847,1049010,929323,468669,163077,6263,12,54,11,20,13,98
396,광명시민회관,1042,9172,37.4776299,126.8646287,1779573,1706428,379692,515726,1020778,1066618,1049754,1117178,986827,494925,171264,6812,29,60,13,20,14,107
397,광명문화원,2314,,37.46646,126.8729918,1654253,1590755,349935,472319,961084,992132,971672,1039060,922923,470734,163467,6021,14,54,10,19,13,96
398,관악아트홀(구. 관악문화관),3053.45,4855,37.4675139,126.9448053,1602389,1517922,347236,453674,935246,992487,944841,981787,844972,443332,159558,5424,13,48,28,20,12,108
399,과천시민회관,22237,15568,37.4279849,126.9896791,1015115,967577,227695,308737,588481,600408,598347,638516,545350,273033,94005,3617,31,34,21,13,7,75
400,공주문예회관,1225,20564,36.4600334,127.1115617,38275,35700,5291,13131,20802,11723,16655,23058,25633,14335,9078,832,13,3,9,1,2,15
401,곡성레저문화센터,5759.74,,35.2802521,127.2970233,7633,7078,1097,1961,1759,1718,3091,4807,5507,3524,2593,229,20,1,1,1,2,5
402,고흥문화회관,5634,,34.6158362,127.3001885,10353,9592,943,1348,1379,1628,3458,6688,8781,6954,5788,632,0,2,3,1,1,7
403,고창문화의전당,4049,7932,35.4332507,126.7042376,14541,14387,2243,3900,3141,3670,6015,9245,11893,8148,6219,484,11,3,2,2,2,9
404,고양어울림누리,27911.12,105239,37.6488817,126.8335111,687872,637749,170051,229626,318076,361386,425974,475795,362971,167298,82359,4303,15,21,11,4,5,41
405,고양아람누리,10842,132955,37.6616311,126.7746828,675742,634015,203268,258445,294137,352385,452645,472809,324747,141046,71249,3921,12,24,7,7,7,45
406,고양시문예회관,815,422,37.6581392,126.8321657,616436,574718,157644,212054,278246,315312,385005,434569,318996,143517,73476,4083,31,18,11,4,5,38
407,고성문화체육센터,3691,,34.9812535,128.3122533,16111,16017,1334,3121,2699,3396,6190,10231,14564,9984,6424,585,0,1,2,1,2,6
408,고성문화관,413.82,,38.3788017,128.4669411,6391,6475,1666,1392,2164,2807,2885,4121,5374,3122,1774,138,9,2,1,2,2,7
409,고성군문화복지센터,4415,,38.4361293,128.4525642,6021,6086,2097,1346,2742,3120,2894,3798,4920,2689,1514,104,17,2,3,2,2,9
410,계양청소년수련관,1654,,37.5545035,126.7332674,1068314,1031167,281837,369359,519442,594437,680907,756330,616297,247246,93104,5934,0,35,10,11,9,65
411,계양문화회관,2129.5,4451,37.5461353,126.7180809,1040871,1010797,275659,356930,501821,579988,660320,736095,596325,234493,89019,5775,11,36,9,13,9,67
412,계룡문화예술의전당,4095,3773,36.2716208,127.2329289,38179,37592,11376,17659,15053,16476,26700,28921,23029,11705,6279,606,8,2,0,1,0,3
413,경주예술의전당,6163.98,28015,35.8594729,129.2139792,75774,73786,17485,26264,32057,28254,42602,54647,50004,27120,14118,1351,2,3,9,2,2,16
414,경상북도교육청문화원,,,36.0738115,129.3916475,173981,173941,43741,59898,66419,73757,100694,124182,120685,56552,21931,1996,6,6,3,5,1,15
415,경상남도문화예술회관,2464,41319,35.1867394,128.0920659,163026,158606,43322,63106,80985,71789,95684,104800,94812,49901,23463,1750,5,9,8,2,2,21
416,경산시민회관,967,4830,35.8181572,128.7478644,212993,205234,57920,83758,108153,98405,132381,142216,116035,57952,25426,1556,6,4,7,1,3,15
417,경북도청 동락관,191.49,856,36.5753879,128.5054506,17824,17185,3686,4672,3620,5120,7099,9390,12404,8113,6122,545,3,2,2,1,0,5
418,경북고령대가야문화누리 (구. 대가야국악당),35126,,35.7235371,128.2629812,9143,8955,743,1847,1375,1456,2929,6349,9536,6599,4439,412,5,1,2,1,2,6
419,경기아트센터(구. 경기도문화의전당),56835,151750,37.2618899,127.0374319,1048528,1044712,334958,434064,558551,617967,740176,676981,446870,198890,73023,3648,16,41,18,11,4,74
420,경기도어린이박물관,26896,,37.2680727,127.1097379,928654,913444,310800,397998,480517,546240,672905,577387,365294,174096,66186,3898,20,32,16,11,3,62
421,검단복지회관,360,3385,37.6007091,126.6655044,471612,461586,179762,194109,200868,282505,351990,303373,219210,87501,31161,2155,8,12,4,3,4,23
422,거창문화원,2580,1848,35.6740297,127.9094175,23492,22584,3433,7184,5448,5751,9662,15666,18119,11911,8485,789,5,2,1,2,1,6
423,거창문화센터,4158,13056,35.6739115,127.9104261,23287,22390,3379,7064,5384,5653,9476,15499,17977,11848,8477,789,5,2,1,2,1,6
424,거제시청소년수련관,7630,3580,34.8848677,128.6189006,93254,101085,33207,41657,27667,48330,74496,66434,48764,18146,6613,524,8,6,2,1,0,9
425,거제문화예술회관,10691.99,14523,34.8671481,128.7236289,72242,77418,28710,32814,21055,40572,59568,49950,36419,13352,4427,298,19,4,2,1,1,8
426,강진아트홀,4802,,34.6381096,126.7704036,10873,10168,1106,1743,1973,2127,3225,6190,7847,6202,5102,466,3,1,3,1,1,6
427,강원대학교 백령아트센터,,26409,37.8689546,127.7450121,138924,131719,34470,52283,75203,61489,75909,85770,78067,38139,21843,1359,8,9,14,4,2,29
428,강서구민회관,858,1097,37.5519333,126.8416092,1606271,1499931,359460,479816,842208,942242,967957,1009395,877243,437081,160512,6671,10,52,16,15,9,92
429,강북문화예술회관,11228,9034,37.6407905,127.0134278,1353311,1240930,262383,394253,740172,695283,762117,865051,771853,429920,178862,5848,23,59,84,19,14,176
430,강릉아트센터(구. 강릉문화예술관),6764,42637,37.773099,128.8964454,90534,88855,19302,31583,46466,34678,51945,59339,57215,31298,15316,1128,9,3,15,4,3,25
431,강릉단오제전수교육관(구. 단오문화관),4115,4858,37.7482174,128.895122,89777,88027,19295,31549,46203,34606,51752,58896,56549,30940,15063,1126,12,3,14,4,3,24
432,강동어린이회관,474,,37.5291753,127.1224527,1598196,1498720,388723,502420,817255,943482,995576,982913,854237,429423,132920,5155,26,58,24,14,6,102
433,강동아트센터,6210.91,31873,37.5511028,127.1696401,1148748,1081526,311960,361578,556165,683579,724553,703934,619393,297476,89621,3828,13,32,17,9,7,65
434,강동문화복지회관,1329,18040,36.0900787,128.4546454,106010,119633,37650,49242,58906,70534,86422,70400,37647,12143,5451,600,3,3,0,1,0,4
435,강남구민회관,804.5,,37.4938496,127.06415,1534377,1416191,359444,477677,796487,921881,954549,937471,796135,415831,130969,4790,26,54,44,19,6,123
436,가평문화예술회관,1843,66,37.8249459,127.5072685,10397,10456,1843,2965,4055,3712,5411,7695,9628,5063,2851,216,5,1,1,1,1,4
437,가정생활문화센터 (구.가정청소년문화의집),563,82,37.5156776,126.6797422,1143019,1112978,283369,380159,565992,623938,714154,797444,671358,285531,109942,7105,16,40,20,18,14,92
438,YMCA정읍시청소년수련관,1347,,35.5631154,126.8575669,38223,36833,8134,13158,12144,11985,21116,26672,24182,15997,10310,912,9,3,3,3,2,11
439,KBS홀,10890,,37.5253618,126.916382,2193667,2036058,452564,610489,1274719,1330623,1279528,1311673,1146509,622397,228259,7120,17,70,65,32,18,185
440,KBS 수원아트홀,439,11541,37.269308,127.0320388,1027212,1024100,319401,418199,551649,601818,714643,667471,444641,200483,74889,3754,16,39,16,10,4,69
441,5.18기념문화센터,1408,48752,35.1558018,126.8571469,711517,686371,199000,284413,379058,341885,452153,468259,349319,178820,75106,5373,12,27,21,15,16,79
442,3.15아트센터,19812,10609,35.2258547,128.5772581,280060,278263,68521,94925,120325,128086,168511,196469,180785,83840,30842,2212,10,8,5,1,3,17
443,(재)영화의전당,32137,74532,35.1711671,129.1271917,894513,818113,190696,264357,412325,402356,507028,558006,565480,323528,125972,6517,13,24,23,9,13,69
444,(재)구리시청소년수련관,7333,1356,37.6037984,127.1418065,1281748,1205776,313269,402204,656019,706231,785199,802042,706532,357598,125605,5030,33,35,9,9,7,60
