index,시설명,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
177,양주별산대놀이마당,730,1299,37.7861008,127.0315184,322902,310962,88637,116214,149509,158711,203610,222342,175321,87486,40100,2981,8,13,2,3,2,20
178,양양문화복지회관,884.42,962,38.0770082,128.6268749,9222,9322,1704,2089,2590,3135,4755,6569,7784,4572,2364,152,6,1,2,1,1,5
179,양산문화예술회관,2130,14676,35.3337738,129.0366411,144441,140797,49751,54418,58006,75011,97525,94535,80091,36409,15012,1186,12,4,4,3,1,12
180,양구문화복지센터,826,,38.1088894,127.9842263,7931,8164,2077,2530,3185,3488,3391,5006,5798,2822,1792,87,5,1,4,2,2,9
181,양구문예회관,,,38.1087766,127.9849746,7931,8164,2077,2530,3185,3488,3391,5006,5798,2822,1792,87,7,1,4,2,2,9
182,안양아트센터,,30412,37.3849348,126.9312674,667310,645478,175772,228751,317801,367626,406133,459860,382883,159910,64023,3547,29,30,7,8,6,51
183,안성맞춤아트홀,14000,25380,36.9999152,127.2755915,59912,62851,14524,24189,29534,25837,36403,38033,32618,16239,8387,613,5,3,3,2,1,9
184,안성남사당공연장,547,,37.0317177,127.3102002,47878,49731,11223,18186,24712,20778,27306,31090,28587,14382,8034,645,4,3,3,2,1,9
185,안산올림픽기념관,"4,829.77",1789,37.3260457,126.8274178,427147,446372,118498,161681,246653,240168,285691,332153,217255,75792,31819,2291,5,19,7,3,2,31
186,안산문화예술의전당,14413,102168,37.3197974,126.822512,418591,438636,116205,159834,243272,234879,280881,326656,212827,73848,30774,2234,19,20,7,3,2,32
187,안동문화예술의전당,6927,38011,36.5617534,128.725371,62216,59660,14426,20481,24882,22537,33055,39671,40392,23683,13682,1263,11,5,4,1,1,11
188,아트센터 인천,"5,483.66",52136,37.3942007,126.6267704,424435,421769,121771,162892,211324,225596,281038,284818,228434,101554,40858,2498,3,18,15,9,9,51
189,아양아트센터,4989,61338,35.8796038,128.6518139,678556,639119,151509,220418,316711,300951,393777,454349,405099,227837,99055,4635,11,21,14,9,5,49
190,아산시청 시민홀,373,967,36.7845311,126.9994959,134026,139123,44787,64096,67576,72954,94949,80981,58478,28553,14204,1042,12,5,7,4,4,20
191,아산시 평생학습관(여성회관 아산아트홀),8403,3713,36.7709074,126.9922424,121376,125848,39316,58289,61701,65183,84979,72696,53109,26579,13316,1004,9,5,6,4,3,18
192,아르코예술극장,5028,20896,37.5831945,127.0047317,2033539,1852952,394146,542695,1176017,1140038,1144736,1246018,1089463,605638,246894,7217,12,76,137,36,19,268
193,쌍벽루아트홀,,2943,35.3500292,129.0339907,121992,119847,48148,49012,45768,68085,88533,78700,61865,25744,10021,823,8,4,3,2,1,10
194,신촌문화발전소,165.87,1216,37.5579585,126.9397595,1998139,1819989,411643,552594,1173145,1194137,1151463,1175865,1004866,556102,218605,6641,33,63,120,31,16,230
195,신정호 야외음악당,,,36.7685719,126.9821724,109529,113116,32645,50647,56336,55405,73836,65105,49108,25120,12548,929,3,5,6,4,3,18
196,시흥시평생학습센터,1264,,37.4453409,126.7966216,1158333,1116411,297139,387385,560338,634935,728147,788115,668710,288019,105887,6512,12,34,12,11,8,65
197,시흥시청소년수련관,"2,039.04",,37.4460408,126.7972887,1173564,1131017,298553,388541,566780,643135,733451,793353,675844,291974,107203,6607,12,35,12,11,8,66
198,시흥시 여성비전센터,2089,,37.3477622,126.7404009,392935,410618,125163,172927,213302,227705,287265,291765,185700,61358,23960,1962,18,12,4,2,2,20
199,시흥ABC행복학습센터,8084,1580,37.4492366,126.7850118,1221843,1174911,305947,406207,583357,659403,762397,842074,720437,311890,116177,7145,11,33,13,11,8,65
200,순천문화예술회관,6507,25739,34.9707609,127.4852321,134092,131784,42121,55333,60702,60642,82298,93094,71785,35855,18637,1797,20,8,4,1,2,15
201,순창향토회관,354,,35.3770022,127.1479103,10539,10032,1501,2551,2455,2400,4058,6918,8047,6362,4810,538,10,2,2,1,1,6
202,수정청소년수련관,878.3,,37.4487038,127.1501065,788170,750348,206401,260105,369736,457208,491868,495678,423913,199030,60554,2620,8,26,15,6,4,51
203,수원청소년문화센터,"17,462.67",7107,37.2739149,127.0348803,1019695,1015527,319110,414475,550074,601115,712353,667873,445216,202201,75504,3712,14,40,16,11,3,70
204,수원제2야외음악당,550,,37.2969737,127.0074309,887600,878769,267396,350516,474074,516892,601352,590078,410810,177135,66618,3457,11,33,11,9,6,59
205,수원제1야외음악당,3228,4622,37.2586372,127.0359715,1045979,1042411,338862,438779,559176,620211,745986,678361,445166,196643,72129,3650,15,40,19,11,4,74
206,수원시민회관,3207,,37.2734772,127.0112469,925760,925775,287038,375567,506373,548380,641446,607016,408245,177926,65865,3326,4,37,17,10,5,69
207,수원SK아트리움,"5,542.24",27411,37.3092852,126.9865742,860644,844772,243192,330743,454284,483825,566786,582626,428475,181971,70059,3638,12,29,12,11,6,58
208,수성아트피아,14777,,35.8297292,128.6282916,767502,718387,156089,242880,361039,328139,430189,522849,475859,261018,112160,5217,8,25,15,12,9,61
209,솜리문화예술회관,3998,3649,35.9392685,126.9686234,122527,120884,26690,47594,66355,47011,68787,83483,73619,40661,20032,1929,7,7,3,2,2,14
210,솔가람아트홀,819.3,2451,37.7315175,126.7622165,455124,433797,136022,180635,198989,231831,301220,319944,214558,93089,49814,3422,9,22,4,4,6,36
211,속초문화예술회관,2987,8672,38.2153465,128.5932895,44225,43214,9912,12677,14118,17717,24600,32337,32492,16681,8198,559,13,4,4,1,1,10
212,소월아트홀(성동문화회관),,26457,37.5593642,127.0361222,2035767,1862072,417386,594823,1154761,1162868,1198188,1247860,1063163,583336,216058,6290,51,92,126,37,17,272
213,세종문화회관,53202,696382,37.5722356,126.9759338,1840139,1675745,374701,500902,1087814,1059733,1052805,1106076,946671,537323,221693,5797,34,75,136,30,17,258
214,세종문화예술회관,3010,19454,36.599438,127.2874384,52619,55409,12927,20975,35330,25020,30220,30623,27534,14292,7343,590,4,4,4,1,2,11
215,세종국악당,1901,7808,37.2972453,127.6250073,39041,39187,8794,13870,16006,15473,22636,27325,27122,13434,7040,626,7,2,9,2,1,14
216,성주문화예술회관,3869.82,8045,35.9182242,128.3012215,14201,14640,1747,2553,3148,3866,5854,11017,14326,8895,5496,566,1,2,1,1,1,5
217,성수아트홀(성수문화복지회관),1028.09,13517,37.5454156,127.0469729,2072601,1901956,434989,609172,1142060,1198544,1226746,1267118,1089493,588513,207452,6274,35,84,118,41,15,258
218,성산아트홀,9749,40757,35.2340868,128.6818106,252499,258819,67406,91636,119455,132519,161621,199564,157226,57440,19071,1366,4,7,7,2,2,18
219,성북청소년수련관,1002.99,,37.6141359,127.0602483,1710093,1587430,348875,489682,948475,912899,974076,1080614,953002,512533,204274,6869,18,71,55,24,13,163
220,성북정보도서관,2018,616,37.6050025,127.0507423,1732981,1603169,343597,490009,963296,928252,979093,1097134,969746,524361,209830,6903,18,74,83,30,15,202
221,성남아트센터,4943,239191,37.4026231,127.1315343,637500,612265,182689,228080,297701,365901,423100,414167,327305,154679,56603,3075,8,25,8,10,4,47
222,성남시 야외공연장,380.91,,37.3775468,127.1240532,641222,616972,182919,242737,292828,348283,431304,418394,313667,161825,62207,3002,7,19,10,11,5,45
223,서초문화예술회관(구. 서초구민회관),"4,068.04",302,37.4701663,127.0326379,1156612,1071755,257205,368526,650361,702323,716093,688177,574085,311954,98414,3249,16,40,40,17,4,101
224,서천문예의전당,648,,36.0761777,126.6980709,17911,17095,2635,4870,4199,4173,7833,11466,14681,10094,6835,822,8,2,2,1,2,7
225,서울주문화센터,999,4297,35.5612879,129.1313252,40281,41201,9324,13659,15280,15505,23852,30873,26586,12035,5450,486,16,1,3,1,0,5
226,서울시립광진청소년수련관,3623.42,,37.5463451,127.106152,1876066,1751339,444704,575293,992810,1100578,1150580,1149043,998830,511261,167517,5783,27,64,38,17,11,130
227,서울돈화문국악당,1773.64,8129,37.5772505,126.9907318,1941483,1768516,385103,516843,1136890,1106499,1103289,1181757,1026798,580817,236638,6135,11,73,135,33,15,256
228,서울글로벌문화체험센터,,,37.5624994,126.9851619,2027766,1845861,409778,544802,1197307,1185706,1160197,1208107,1029251,582252,234272,6115,35,84,135,31,15,265
229,서산시문화회관,,14050,36.7861241,126.4485252,63558,67041,21785,25336,26100,33536,42547,42203,33666,17463,9934,951,7,3,0,1,2,6
230,서라벌문화회관,199.5,2595,35.8387454,129.2077809,76340,74200,17375,26090,32064,28356,42400,54807,50441,27403,14294,1387,12,3,7,2,2,14
231,서대문문화체육회관,736,3665,37.5832608,126.9303605,1558703,1409343,335419,437226,866503,928134,904386,920727,778327,419209,173293,5652,13,51,117,25,15,208
232,서귀포예술의전당,8481,22468,33.2462166,126.550832,43228,42259,13994,17976,16360,19313,29817,33227,27356,15714,7687,498,5,5,10,2,3,20
233,상주문화회관,807,5403,36.4095609,128.1630365,28288,27818,5577,7991,6941,8604,12810,18320,20762,13355,8669,755,5,1,1,1,2,5
234,상상나라극장,3367.18,22082,37.5495886,127.081578,2025770,1881128,448250,617468,1095658,1161293,1217724,1246813,1082242,566701,192025,6585,0,79,45,23,12,159
235,삼척문화예술회관,3567,5051,37.4381472,129.1600701,36532,38907,9452,13398,14771,13411,22480,24214,25150,14158,7940,692,1,2,1,1,1,5
236,산청문화예술회관,788.73,74,35.420126,127.8728554,6025,5644,392,988,925,1032,1978,3692,4877,3241,2440,415,5,1,2,1,1,5
237,사천문화예술회관,1286,3139,34.9469108,128.0728524,25756,24911,5019,7418,6342,8495,14273,17550,19945,12904,7199,717,0,1,0,1,1,3
238,빛고을시민문화관,3018,13404,35.148136,126.9085129,585682,559447,154594,220645,312065,277237,357419,382505,302915,161095,67574,4590,15,21,27,14,13,75
239,빛고을국악전수관,438.41,,35.1320456,126.8597956,657643,631782,180656,257404,345593,312613,413098,426601,326956,171653,71539,5034,10,24,21,15,15,75
240,분당판교청소년수련관,"1,438.16",,37.3907453,127.0793821,618203,591455,183445,234140,277677,342830,415042,404347,300669,148617,57612,2940,19,18,7,10,5,40
241,분당정자청소년수련관,"1,158.91",,37.3727656,127.1064079,619393,593180,181929,242497,278052,333405,422606,403539,294182,153618,60218,3042,12,18,10,10,5,43
242,분당서현청소년수련관,"1,007.77",,37.3721161,127.1397739,657255,632092,192976,253212,297901,358838,450221,432685,324141,166621,64192,3141,23,20,10,11,5,46
243,북한강야외공연장,370.99,,37.6469446,127.3657313,64990,63963,18080,25955,25220,27199,45140,45688,36111,19049,7947,614,7,2,7,1,0,10
244,북아현아트홀,748.26,396,37.5618573,126.9554332,1941147,1767686,411485,544166,1125061,1150188,1127144,1151435,973222,542768,218368,6414,14,67,122,29,16,234
245,부평아트센터,5007.69,30153,37.4823678,126.7047097,1378936,1344510,324336,444761,680609,734310,838381,967531,830028,353385,137264,9225,20,48,19,18,15,100
246,부천시민회관,3422.8,50249,37.4886695,126.7707328,1540596,1478645,354045,483210,752345,828340,928448,1059830,928734,405744,146847,8401,15,45,16,13,10,84
247,부여국악의전당,1593.36,,36.3046889,126.8996481,19189,18681,2626,6190,8061,5147,8143,12480,15093,9165,5749,542,5,1,8,2,2,13
248,부안예술회관,674,3588,35.7242597,126.7261426,17208,16302,2910,4933,3925,4670,8123,11028,12766,9722,6404,602,4,2,2,1,2,7
249,부산학생예술문화회관,"3,252.16",6300,35.1991117,129.0017744,709878,664728,150702,200530,341668,332959,389088,455706,469966,250733,94658,5172,19,16,15,4,14,49
250,부산예술회관,597.56,25,35.1307194,129.1025935,940225,860910,190969,270812,431389,417716,522702,584714,601701,350152,137319,6346,19,25,23,9,20,77
251,부산시민회관,,71804,35.138837,129.065127,1093123,1011684,222840,310476,500291,488261,603685,688416,727980,413974,158320,8520,37,24,29,10,25,88
252,부산북구문화예술회관 (구.북구문화빙상센터),2972.82,6406,35.2136698,129.0058581,699851,654429,149088,200966,337973,324088,382825,449749,462450,242918,91010,5142,33,13,16,4,10,43
253,부산민주공원 공연장,198.34,300,35.1101186,129.0280611,760516,713459,142288,209545,373056,334749,407718,483559,519469,297030,116022,6093,37,15,24,7,20,66
254,부산문화회관,,109041,35.1273476,129.0937848,921158,844877,186526,263487,427350,411131,511812,574768,597760,349547,136389,6286,36,24,25,9,23,81
255,봉산문화회관,2017,3808,35.863327,128.5965948,878799,829914,189295,291948,415669,380073,509321,611523,532889,281862,117802,5316,32,32,15,15,13,75
256,복사골문화센터,4603.5,6717,37.4947045,126.7542809,1457131,1406802,338271,453855,714355,786317,878066,1014539,886550,381067,141035,8142,26,43,14,15,9,81
257,보은문화예술회관,1120,,36.4869141,127.7237635,10614,10671,2279,3445,3812,4159,5390,7301,7924,3876,2400,140,13,2,2,1,1,6
258,보성군문화예술회관,2098,2155,34.7780181,127.08839,6908,6489,771,1012,1025,1003,2093,3667,5073,4071,2949,353,5,1,1,1,1,4
259,보령문화예술회관,6026,5215,36.3338299,126.6143202,33979,34324,8279,11052,10571,12491,19771,22521,22792,13772,7399,677,6,3,3,1,1,8
260,보노마루,,5792,37.3012442,126.8675046,494360,497260,136541,185453,276486,274835,319584,368946,253377,91762,39542,2649,18,18,7,3,2,30
261,배방읍행정복합시설,2400,,36.7711814,127.0617795,301263,306760,102300,138579,158628,177819,216395,190998,125755,51063,22465,1467,6,10,8,5,4,27
262,반포심산아트홀,"2,843.83",,37.5072636,127.0215029,1762270,1623125,369209,510140,1049822,1078869,1049507,1042716,878368,481151,168380,5057,30,64,95,33,13,205
263,반석아트홀(동탄복합문화센터),4487,12755,37.2000798,127.0774226,681176,699541,261097,297731,355169,455591,520206,410918,251528,93476,31445,1825,6,30,11,6,4,51
264,밀양아리랑아트센터,"6,259",7825,35.5044178,128.7590127,35248,33567,7806,10161,10076,13002,18684,23412,28268,16230,8784,614,4,2,1,1,3,7
265,민속극장풍류,629.38,825,37.5102289,127.0446484,1735475,1599116,365665,505692,981958,1043990,1032057,1040593,894017,481853,161858,5251,18,62,60,29,8,159
266,미아리고개예술극장(구. 미아리예술극장),220,640,37.5977955,127.0182829,1905507,1740687,366983,516902,1091939,1046169,1061137,1180001,1040879,574399,235002,7065,16,80,132,34,17,263
267,문화비축기지,5597.61,782,37.5713027,126.8939106,1702687,1555478,373000,488850,912404,1016637,1006482,1032582,886609,469164,183105,6428,8,61,53,17,13,144
268,문학시어터,743,390,37.4360098,126.6909264,1073934,1052867,281840,373669,523865,579591,684526,730743,612341,268836,104498,6579,3,40,20,16,13,89
269,문산행복센터,17823,3721,37.8567711,126.7903179,38250,44054,10961,13386,16450,21293,23625,26005,23668,12708,7101,457,18,5,1,1,0,7
270,문경새재,"3,768,307",,36.7615936,128.0769795,4895,4543,735,1452,1382,1479,2719,3592,4256,2912,1743,228,1,1,4,1,0,6
271,문경문화예술회관,6457,15045,36.5897042,128.2010121,28202,26800,5317,6774,7512,8456,12335,18381,23479,15230,9745,737,2,3,1,1,1,6
272,무안승달문화예술회관,"4,296.62",3437,34.9902515,126.4723063,13100,13095,1979,3633,3494,3616,5636,8736,9870,7459,5646,511,10,1,0,1,2,4
273,목포시민문화체육센터,"12,822",9532,34.8123237,126.4381097,141704,140011,39059,57594,57546,58573,89282,90527,79541,48295,22535,1517,4,7,14,3,2,26
274,목포문화예술회관,4925,9875,34.7918229,126.4185703,141187,140336,39081,57469,57491,58504,89233,89978,78291,47668,22243,1526,4,7,14,3,3,27
275,목동청소년수련관,462,,37.5307355,126.8754829,2069005,1934047,440233,580851,1194923,1256459,1211440,1250143,1099165,576373,209751,7141,16,63,25,21,16,125
276,모두누림센터,"3,574.22",3002,37.1989261,126.8290441,35878,43235,11423,10852,16857,24482,24355,26477,23289,9956,4957,400,9,2,0,1,1,4
277,명주예술마당,219,100,37.7502846,128.8899239,90092,88313,19295,31568,46231,34623,51806,59070,56775,31114,15176,1132,12,3,15,4,3,25
278,명성황후생가문예관,,392,37.2690697,127.6660367,36841,36809,8378,12546,15151,14406,21151,25509,24087,12098,5928,436,0,3,10,2,1,16
279,마포아트센터,"18,902",47817,37.5513857,126.9447087,2089190,1910931,420890,565277,1254713,1261366,1196826,1225770,1051253,585652,228103,6767,9,66,117,31,16,230
280,동해문화예술회관,"5,247",3493,37.5263186,129.1151253,43356,43982,11852,16036,14395,16850,28530,30908,29245,15106,6935,399,7,3,1,1,2,7
281,동성로 야외무대,78,,35.8700613,128.5956197,894404,844766,189746,295379,424037,385285,515160,625521,542198,287105,120415,5550,16,32,15,15,13,75
282,동부여성문화회관,307,,35.8903784,128.6224699,753520,710816,158835,242220,359250,327971,431732,514666,455965,251850,108266,5017,11,28,14,12,10,64
283,동리국악당,"2,241",856,35.4316666,126.7025854,14766,14599,2324,4058,3251,3770,6155,9489,12077,8261,6248,495,14,3,2,2,2,9
284,동래문화회관,"5,519",7283,35.2119855,129.0900989,975941,898455,209348,287287,452841,442051,545291,620989,628461,345438,132962,7266,15,25,22,8,15,70
285,동두천시민회관,680,1391,37.9053748,127.0433105,73657,73711,17761,26588,32721,31802,43395,52396,44904,25428,13709,944,11,4,2,1,2,9
286,동구청소년수련관,954,,37.4760525,126.6425764,954370,938284,248577,318396,459250,518965,601929,648784,554753,245786,93973,5524,11,32,19,14,14,79
287,동구청공연장 [대전],,,36.3118764,127.4548285,435902,422118,95087,158512,241676,197081,253625,282842,253910,131821,55986,3635,8,12,6,8,8,34
288,도봉구민회관,"9,900",7088,37.6541023,127.0386268,1201950,1110287,237429,359722,652443,601199,680135,769248,686100,377618,154306,5316,23,48,39,15,10,112
289,도곡2문화센터,,,37.4880608,127.0433376,1444303,1325248,323722,452756,805962,872810,884300,861533,721199,383535,123950,4250,18,49,48,20,7,124
290,덕진예술회관,760,4096,35.8455076,127.1135639,342812,329724,90036,137972,179722,155991,206473,221991,177499,95139,45059,3570,5,17,17,10,10,54
291,댄싱공연장,"7,683",,37.3346798,127.9438351,162943,157827,43752,60832,78153,78286,98798,107917,91758,38596,20906,1425,13,4,6,3,3,16
292,대학로예술극장,"1,253",33355,37.58322,127.0043935,2036307,1855539,394715,544053,1181131,1142665,1146341,1247493,1091264,606827,247306,7183,14,75,136,36,18,265
293,대전평송청소년문화센터,11217.23,30310,36.3679309,127.3877917,654265,645405,171138,252471,387007,331748,397772,421674,350847,162990,67799,4715,4,18,18,11,7,54
294,대전평생학습관,,7,36.3251643,127.4261643,577743,564747,144453,221544,338460,282911,345182,370442,320090,154325,64745,4237,31,17,12,11,8,48
295,대전청소년위캔센터,"23,609.14",351,36.3273777,127.4341776,553138,539730,135433,211669,324532,268726,327637,353716,307426,149311,62606,4021,22,16,10,11,8,45
296,대전중구문화원,,,36.3233553,127.4242142,583430,570048,145757,223427,341459,285039,347934,373486,322021,155156,65084,4257,14,17,12,11,8,48
297,대전예술의전당,40774,103448,36.3679309,127.3877917,654265,645405,171138,252471,387007,331748,397772,421674,350847,162990,67799,4715,4,18,18,11,7,54
298,대전예술가의집,9000,226,36.322356,127.416091,603394,590390,151731,229936,350538,294008,359393,384636,329229,157925,65756,4242,19,18,14,12,8,52
299,대전어린이회관,"5,383",,36.3645628,127.3241943,475222,467684,138074,192554,284720,254738,299621,303630,239293,103062,40755,2980,5,11,13,7,3,34
300,대전시립연정국악원,10872,38216,36.3679309,127.3877917,654265,645405,171138,252471,387007,331748,397772,421674,350847,162990,67799,4715,4,18,18,11,7,54
301,대전시립박물관,,,36.3365079,127.3336173,513588,503505,140672,198658,304808,268178,315653,325347,264950,120086,48417,3310,9,14,13,8,3,38
302,대전서구문화원,1453,1687,36.3446139,127.3855644,672535,660412,176929,259952,392690,336812,408499,430999,358386,166771,69198,4828,21,22,19,14,7,62
303,대전 서구 관저문예회관,,53,36.3016675,127.3394979,472431,460019,126809,182544,275416,239804,286832,297738,243895,112528,45887,3069,15,11,10,6,3,30
304,대동골문화센터,209.28,,35.1524194,129.0890107,1077034,989210,223761,309461,489182,482993,601571,673766,697395,399173,155656,7961,2,27,25,10,21,83
305,대덕문화전당,"6,700",5794,35.8314227,128.5770106,808935,763617,173643,268390,385289,350084,464848,558352,488479,257903,107615,4921,12,32,14,13,12,71
306,대덕구문예회관(구. 대덕구평생학습센터),431,,36.3741118,127.4206213,589065,584225,147285,222880,352291,298771,354873,383522,322792,153380,64256,4231,8,17,16,10,9,52
307,대구학생문화센터,23312.39,15693,35.8530473,128.5294348,749123,709778,175042,245562,362401,342724,436497,515970,445628,230248,95207,4617,19,24,8,12,10,54
308,대구콘서트하우스,"26,793.75",84988,35.8755674,128.5924974,896562,847934,190314,294973,426401,386771,515023,624707,539066,285755,120373,5484,15,34,15,15,15,79
309,대구청소년수련원,"10,124",2938,35.8323448,128.5506192,789832,744855,184271,265549,370070,353781,464621,543658,470055,244834,101853,4914,14,28,8,12,13,61
310,대구음악창작소,,189,35.8549715,128.5892731,871333,824086,189492,290214,416409,379342,504213,603462,529142,279613,116456,5222,22,33,14,15,13,75
311,대구오페라하우스,3092,67588,35.8832218,128.592516,864588,818030,183441,283591,411383,373624,498214,604910,520788,278289,117407,5367,9,33,15,15,15,78
312,대구서구문화회관,238,15006,35.8724689,128.5456327,896597,850431,207248,304445,435739,402866,528362,623651,525997,270297,111600,5143,9,32,12,14,15,73
313,대구북구청소년회관,389,,35.905689,128.6161482,666588,631390,140631,215250,324162,292422,383570,458124,401597,223513,97142,4796,11,27,15,10,10,62
314,대구문화예술회관,66100,39816,35.8447081,128.5592428,867140,820214,198602,292045,413888,386065,508094,597419,516915,269401,111162,5011,3,31,14,13,13,71
315,당진문예의전당,816.23,26687,36.8902087,126.6378968,49681,53296,18694,20527,19767,28695,36595,32724,24763,12680,7104,461,8,3,4,1,2,10
316,담양문화회관,3.584,,35.3162792,126.9855744,16023,15475,3286,5735,6245,5798,7598,13426,12924,6652,4110,316,11,1,5,1,2,9
317,달성문화원,357,758,35.6981182,128.4504204,44883,47860,20944,17454,18151,30804,33194,25853,20670,9099,4341,408,8,1,0,1,1,3
318,달성문화센터,527.67,288,35.865245,128.4607069,337595,326584,94708,129281,156741,159060,214800,242719,193638,85797,31728,1761,19,6,1,3,4,14
319,달서아트센터 (구. 웃는얼굴아트센터),9230,28767,35.8432116,128.5227107,669265,632695,158789,221419,318847,308901,394289,465728,404915,207937,85561,4176,4,23,6,12,10,51
320,단양군문화예술회관,,,36.9856504,128.3681905,8203,8429,1350,2605,3450,2419,3750,5822,7106,3956,2208,91,12,2,1,1,2,6
321,다산아트홀,1171,29150,37.6138974,127.1553959,1031415,974980,265111,340078,500798,557595,645792,650902,563829,281893,98341,4219,16,28,9,5,7,49
322,논산아트센터(구. 논산문화예술회관),"2,615",6495,36.1830103,127.1018976,44890,44078,11641,17469,17040,17409,24606,28580,29717,16887,11138,1176,5,3,2,1,1,7
323,노원어린이극장(구.노원어울림극장),"1,471",7140,37.6544503,127.0636915,1262459,1170307,262732,380997,669900,637962,728792,817290,724515,395003,158940,5518,38,51,23,11,9,94
324,노원문화예술회관,13167,7976,37.6501606,127.0799904,1322689,1228986,283525,402673,684619,667218,771767,855176,757309,409824,163466,5583,17,49,20,14,9,92
325,노들섬,9349,26572,37.5179707,126.9577411,2002886,1853705,410195,561421,1209038,1239181,1182207,1191287,997150,552541,204774,5648,3,68,112,35,14,229
326,남해문화센터(구. 남해군문화체육센터),"2,023.53",212,34.8450832,127.8995562,12956,12151,1411,3416,2371,2585,4954,8535,11221,7582,5258,606,2,2,2,1,2,7
327,남한산성아트홀,1039,22328,37.4250682,127.2625782,164746,167318,54226,59958,73608,94506,116788,117012,97262,42465,13143,450,0,6,4,1,1,12
328,남산골한옥마을,7934,14278,37.5609677,126.9961131,2091907,1905476,423889,579148,1232133,1219229,1216934,1263937,1072777,606897,239725,6351,22,83,135,34,16,268
329,남동소래아트홀,9994,14536,37.3875623,126.7244797,715250,723233,204605,280544,355160,380407,486961,504186,377938,151317,58422,4025,10,23,8,5,5,41
330,남도소리울림터,5193,3802,34.804911,126.4629634,141290,138006,38913,57392,57455,58470,89284,90501,79970,48300,22738,1583,10,6,11,3,2,22
331,나주문화예술회관,5610.71,,35.0224606,126.7125309,43648,43179,11502,14068,16770,18773,22730,25308,24608,16420,10760,1224,10,3,5,1,2,11
332,나루아트센터,1644.7,29141,37.5375194,127.0706501,1939773,1796832,423689,589748,1050517,1131055,1172177,1196502,1034596,545496,184879,6404,28,77,55,30,13,175
333,꿈의숲아트센터,22283.61,46798,37.6217709,127.0411741,1553845,1436433,307438,436359,866760,826662,874296,984522,879207,480160,193731,6402,6,68,80,25,15,188
334,꿈나무극장,424,3103,37.4897196,126.8865539,1896306,1788724,394591,530542,1111681,1159635,1108212,1152735,1021589,535756,188424,6573,15,63,19,19,14,115
335,꿈나래어린이극장,717,2635,35.291564,129.1051802,245552,233759,64084,83464,110456,109202,150842,151768,152168,84719,33636,2537,7,5,8,4,4,21
336,꽃바위문화관,"2,554.89",,35.4870648,129.41124,110572,121350,36943,43707,48274,65056,79084,81167,72204,26527,6141,319,15,4,1,1,2,8
337,김해칠암문화센터(칠암도서관),"5,868",1747,35.2445406,128.9102038,154128,154859,34917,53413,75953,68465,91368,125032,93879,38836,16179,1202,9,4,9,4,6,23
338,김해서부문화센터,18383,33287,35.1726125,128.820823,162708,164258,55283,72833,64684,82211,121670,118527,78741,31910,11873,1052,14,7,4,3,3,17
339,김해문화의전당,43782.2,12871,35.2424768,128.8631869,206877,206278,55797,85695,96817,93586,139494,164021,110908,44630,17932,1511,21,4,10,4,5,23
340,김해문화원,407,,35.2316307,128.8706987,223261,222105,60688,94229,101516,99217,151208,173122,116308,47142,18549,1503,24,5,10,5,5,25
341,김해가야테마파크 철광산공연장,"3,780",,35.2505361,128.8929141,157880,158155,35891,54667,76855,69041,92951,126169,92886,37747,15729,1195,0,4,10,4,5,23
342,김해 장유문화센터,"18,383",3909,35.1916555,128.798513,180733,179295,56682,80282,73922,88533,130846,135375,88816,33119,11578,868,11,5,5,2,1,13
343,김포아트홀,2167,9891,37.6188962,126.7201557,596899,567725,191714,230459,257719,327170,415427,400985,281681,117628,52283,3464,28,19,5,6,6,36
344,김천시문화예술회관,1789,10572,36.1382486,128.0886516,49046,48624,9597,15887,18192,17053,24406,34358,35702,21069,12587,1091,8,1,1,2,3,7
345,김천시립문화회관,519,1221,36.1156239,128.1181577,54472,54189,9489,16786,19455,18293,26197,36563,39669,23933,14110,1178,0,2,1,2,3,8
346,김제문화예술회관,"4,867",9104,35.8028982,126.877099,27910,26638,5542,9376,8099,8508,14006,17782,19476,12847,8742,966,7,3,3,1,2,9
347,김정문화회관,"1,636.23",5206,33.250729,126.5079739,44416,43469,17020,20531,18829,23754,34622,36619,29770,16990,7975,472,23,5,11,2,2,20
348,금천문화원(금천문화회관),"2,025",,37.4465482,126.9043134,1445311,1387223,317140,411345,841338,874012,843604,892288,786012,405418,145891,5140,17,47,12,15,12,86
349,금천구민문화체육센터,"9,115.58",,37.4701375,126.9072634,1639670,1558489,355533,474747,945820,989417,967909,1008853,888115,467726,164884,5645,10,49,15,18,12,94
350,금정문화회관,6089,11371,35.2605234,129.0819706,525786,490460,124099,166142,229276,232931,303620,341976,345622,183716,68619,4338,7,16,13,3,7,39
351,금산다락원 생명의집,,2010,36.1129888,127.4914838,17616,17235,3979,7068,5221,5903,10305,12235,10904,7240,4098,301,5,4,3,1,4,12
352,금나래아트홀,6424,13275,37.4568163,126.8954085,1534637,1469743,336930,439112,888982,926551,899949,947217,840080,435833,153663,5375,16,50,14,18,12,94
353,근로자종합복지회관,"4,607.30",,35.5460817,129.3362641,344912,357290,101428,129064,158674,181377,223207,265331,209605,80320,22441,1090,20,9,5,4,5,23
