type,center,address,longitude,latitude
3,삼광분교,울산광역시 울주군 온양읍 광청로 303,129.227789,35.43919242
3,진잠초 방성분교,대전광역시 유성구 성북로161번안길 181,127.2950549,36.29748042
3,덕도초등학교,부산광역시 강서구 상덕로 113,128.916421,35.19197723
3,고산초,경기도 의정부시 고산로 121,127.1055342,37.73170388
